Date,PERU SMALL GROWTH
1998-12,153.1879243324173
1999-01,145.61456881581913
1999-02,156.3037646107601
1999-03,171.26807923648386
1999-04,184.8330411829233
1999-05,194.53179455950664
1999-06,199.96310694701324
1999-07,174.821071725167
1999-08,166.62644220775363
1999-09,168.80161027320693
1999-10,167.90459144209376
1999-11,175.88073838359057
1999-12,175.0223973097161
2000-01,176.03823999325581
2000-02,181.98352354714683
2000-03,173.94804238347936
2000-04,185.36575550889734
2000-05,172.77336093024866
2000-06,166.0734090156165
2000-07,169.07043712924815
2000-08,178.5991524763081
2000-09,163.66809172132264
2000-10,167.28752188105403
2000-11,155.72885630547052
2000-12,139.1305309067928
2001-01,140.17593009492091
2001-02,141.34123692319272
2001-03,153.3642291127196
2001-04,138.02334991021502
2001-05,145.12431331648216
2001-06,154.51912663559648
2001-07,152.37833755392094
2001-08,151.8781618896958
2001-09,149.02559575206783
2001-10,154.23049346563272
2001-11,158.6730306178125
2001-12,158.005672946847
2002-01,163.72436823085593
2002-02,170.61517186911857
2002-03,157.7176831452907
2002-04,146.55784347493716
2002-05,143.13586629918007
2002-06,129.2986673152769
2002-07,114.84325385139448
2002-08,109.8508750153698
2002-09,112.08936971653951
2002-10,120.53418765775886
2002-11,132.27121461551278
2002-12,126.99198823190773
2003-01,132.89458228110226
2003-02,137.55523812829463
2003-03,134.40037884201584
2003-04,143.00413795814978
2003-05,139.28584437777695
2003-06,146.25319433483924
2003-07,151.52746696202826
2003-08,158.01947581203717
2003-09,156.27078925095276
2003-10,158.32364425550657
2003-11,148.26583828243685
2003-12,169.3199645319052
2004-01,184.7277829110225
2004-02,180.9079225959673
2004-03,293.17716880944585
2004-04,270.42904340838606
2004-05,272.0020972630431
2004-06,246.14554905293463
2004-07,265.3871214390319
2004-08,267.1227828949812
2004-09,272.6217692957488
2004-10,280.38644740328573
2004-11,285.48091831748735
2004-12,274.42133012050556
2005-01,294.9455718960432
2005-02,302.67806224899164
2005-03,315.38492604457025
2005-04,311.97144233013944
2005-05,313.5490862666781
2005-06,314.4616256166687
2005-07,321.2807001328384
2005-08,316.9246992116933
2005-09,327.6148706491583
2005-10,287.0919413581939
2005-11,290.9699786509575
2005-12,277.9612324900521
2006-01,302.2268109475661
2006-02,322.67728517111755
2006-03,299.3500253829481
2006-04,324.41698950130944
2006-05,308.09750158844474
2006-06,363.91057129154433
2006-07,363.5322009036772
2006-08,402.55584660126755
2006-09,412.3327322789454
2006-10,442.46301803957476
2006-11,472.42195886436645
2006-12,573.6893439961902
2007-01,588.8540618984186
2007-02,675.8060220934586
2007-03,825.588244764418
2007-04,951.0024617186876
2007-05,1000.0
2007-06,1029.2582022333052
2007-07,1074.9276087127669
2007-08,921.0492915099976
2007-09,970.5328802407035
2007-10,1003.627096419968
2007-11,904.0356683636376
2007-12,867.3174558243221
2008-01,719.4609108158369
2008-02,963.3459157321272
2008-03,945.2796080667861
2008-04,903.8454883127066
2008-05,912.6211516738883
2008-06,825.4723954121893
2008-07,800.4580642681534
2008-08,810.5234054321861
2008-09,689.6311375237564
2008-10,461.8083234976664
2008-11,377.53639942009227
2008-12,276.13118280580824
2009-01,244.53226414159118
2009-02,202.8631298426213
2009-03,282.09036908096255
2009-04,305.32204763450943
2009-05,465.2364515639536
2009-06,411.0073267302268
2009-07,404.7474546513154
2009-08,423.4567192156906
2009-09,461.6091809143367
2009-10,427.42176022674124
2009-11,391.8006111065089
2009-12,422.70888118025425
2010-01,461.0405354883754
2010-02,474.4809638045334
2010-03,513.4153009992949
2010-04,548.6753754834276
2010-05,507.0824433062828
2010-06,505.2283977348534
2010-07,479.61381211697636
2010-08,529.2494689000638
2010-09,581.7642837058448
2010-10,578.4833859279229
2010-11,671.4758569325762
2010-12,777.2106700951338
2011-01,765.759850693744
2011-02,739.6310503423807
2011-03,672.9522300685362
2011-04,485.4224063858776
2011-05,648.5576000633787
2011-06,562.9339040036313
2011-07,667.2251070879586
2011-08,617.7682822343506
2011-09,576.4673457376446
2011-10,593.7212691561576
2011-11,592.6999932754342
2011-12,565.8965543062711
2012-01,673.6363480657435
2012-02,743.2443720194619
2012-03,724.0577391462717
2012-04,696.6238553170236
2012-05,689.071368965056
2012-06,641.1091719249113
2012-07,718.0517341684287
2012-08,796.0289636385234
2012-09,824.0316086794671
2012-10,854.5867874427715
2012-11,766.048679041
2012-12,770.5933964433897
2013-01,783.0305996842234
2013-02,761.0977485539269
2013-03,749.9409040270182
2013-04,591.0842493872972
2013-05,517.2012656581882
2013-06,350.4113321157552
2013-07,378.9823762837324
2013-08,455.4319411351144
2013-09,351.66258730375
2013-10,299.9315008330873
2013-11,278.17013231142835
2013-12,287.54943975754554
2014-01,301.26926303188725
2014-02,307.2173053796057
2014-03,280.72838213700624
2014-04,298.24396180939726
2014-05,289.18578377627256
2014-06,345.0467083900403
2014-07,348.98862766187455
2014-08,408.1987102078517
2014-09,374.41319281861837
2014-10,335.50459518902795
2014-11,355.9096287818949
2014-12,382.41182708972116
2015-01,484.3150153089418
2015-02,526.2991772103609
2015-03,441.49259493416923
2015-05,1000.0
2015-06,971.0716439985122
2015-07,940.692556416463
2015-08,861.7791908727193
2015-09,848.4840007394879
2015-10,934.2419872958086
2015-11,869.5613796852144
2017-05,1000.0
2017-06,1010.5054416248051
2017-07,974.6405611388604
2017-08,1084.5347481563088
2017-09,1410.2427757324333
2017-10,1582.25902323178
2017-11,1187.5899091247138
2017-12,1111.7529077625181
2018-01,1110.4220241893872
2018-02,979.8001976933521
2018-03,1068.3227053734872
2018-04,1122.9192731727735
2018-05,919.0182420219957
2018-06,751.8548439317535
2018-07,750.2942116297911
2018-08,769.813148862872
2018-09,725.5119953881432
2018-10,586.7773203011435
2018-11,706.7439136390569
2018-12,663.6521851018624
2019-01,708.9053529124056
2019-02,652.0877875392279
2019-03,600.4006950836203
2019-04,535.1666593336306
2020-11,1000.0
2020-12,1054.229359922629
2021-01,1051.2329135456962
2021-02,1146.4650958422578
2021-03,1014.3900848010429
2021-04,874.582989230483
2021-05,944.3231877163479
2021-06,869.1010586782214
2021-07,704.1281068496558
2021-08,785.8717526435125
2021-09,790.5379736680167
2021-10,1018.2536114186099
2021-11,1057.0916112648124
2021-12,977.7632511268774
2022-01,1185.5343132347655
2022-02,1212.1076655700072
2022-03,1308.8360535630954
2022-04,1159.3801682812707
2022-05,1140.0681495320139
2022-06,1001.6839209541009
2022-07,1055.9968227401991
2022-08,959.5402530180218
2022-09,916.3852662597949
2022-10,1113.8903783337419
2022-11,1069.2114363387104
