Date,SAUDI ARABIA SMALL CAP
2014-08,848.8872053464155
2014-09,899.3273237091353
2014-10,854.2825186828679
2014-11,791.4347150813975
2014-12,737.5221661920256
2015-01,864.9468193800699
2015-02,901.9464391440844
2015-03,911.4518818499711
2015-04,964.8928983795521
2015-05,1000.0
2015-06,941.0968081461042
2015-07,942.6958583528783
2015-08,755.8131984490452
2015-09,762.7236163903804
2015-10,748.6962944077665
2015-11,782.2058758770302
2015-12,718.0598742468102
2016-01,618.2510208774506
2016-02,624.9538633292931
2016-03,621.461820868842
2016-04,693.523370612978
2016-05,698.8712343371445
2016-06,706.3443841154849
2016-07,685.7057861546772
2016-08,650.5522771950677
2016-09,585.0520598492809
2016-10,610.309169339347
2016-11,745.3610893819791
2016-12,814.1219108612007
2017-01,760.7937208834433
2017-02,761.3463922622608
2017-03,763.2056364068981
2017-04,747.9382873679591
2017-05,696.5100735373843
2017-06,695.0679362062267
2017-07,676.7665297079551
2017-08,660.590560052817
2017-09,674.5628423132835
2017-10,646.2993673063061
2017-11,627.9581823494256
2017-12,665.4058985006078
2018-01,664.7671943811422
2018-02,676.8359839120245
2018-03,689.8762676581607
2018-04,743.799847167951
2018-05,730.38255557167
2018-06,748.3681649516263
2018-07,716.9960840856008
2018-08,688.602502859535
2018-09,667.7962606296261
2018-10,680.9530413690322
2018-11,671.1284303731247
2018-12,667.3838149818919
2019-01,694.6896928759166
2019-02,704.3012077207133
2019-03,743.6463750545839
2019-04,776.563455787087
2019-05,770.7774183234568
2019-06,779.9500219629577
2019-07,843.4831129571115
2019-08,833.0536522009234
2019-09,876.6869422603079
2019-10,814.7708218318023
2019-11,834.2274824867258
2019-12,909.4270153048358
2020-01,970.7602532167185
2020-02,909.2052066830895
2020-03,759.4628582655283
2020-04,839.752508661785
2020-05,785.3945601663517
2020-06,857.5750090722702
2020-07,876.6611438645352
2020-08,925.2371584068176
2020-09,1003.1888755792484
2020-10,945.1436035457633
2020-11,1014.94564785559
2020-12,1021.1880683788315
2021-01,1060.4967076043165
2021-02,1063.5981565027266
2021-03,1163.8894462213113
2021-04,1217.6764782458931
2021-05,1255.1565475412253
2021-06,1369.548017936195
2021-07,1383.6551767305361
2021-08,1371.928814150682
2021-09,1377.869045348646
2021-10,1347.2586187679392
2021-11,1254.1083574433264
2021-12,1277.8740059857794
2022-01,1396.4782479803996
2022-02,1364.6497660329749
2022-03,1433.029268195534
2022-04,1527.6135067750977
2022-05,1397.1029501952778
2022-06,1304.0289496594066
2022-07,1399.7133140705107
2022-08,1489.2077921325395
2022-09,1477.5205671579045
2022-10,1484.7215974764836
2022-11,1356.159542008169
2022-12,1272.912034132415
2023-01,1319.0580030574965
2023-02,1373.0083031562287
2023-03,1415.2076212425072
2023-04,1477.037003301603
2023-05,1610.7985498687942
2023-06,1695.9798738032455
2023-07,1703.412216021931
