Date,GERMANY SMALL CAP
2017-07,396.327600730295
2017-08,406.2629276112039
2017-09,431.8142367339563
2017-10,444.27277825283187
2017-11,445.49935277002794
2017-12,454.926655683863
2018-01,469.49757314219636
2018-02,455.8879038997061
2018-03,443.5845743080203
2018-04,457.8588827371107
2018-05,465.6139063547676
2018-06,448.192743082082
2018-07,467.81387039896083
2018-08,471.2083461464385
2018-09,447.1584920902446
2018-10,412.0953567912291
2018-11,401.22467037066275
2018-12,367.55415269501293
2019-01,406.8365619590284
2019-02,414.4218558544403
2019-03,423.72845706826376
2019-04,448.4405794048101
2019-05,421.386402644688
2019-06,437.10726987656307
2019-07,437.0261080598004
2019-08,428.98378452420974
2019-09,436.70402328611453
2019-10,448.71674509603946
2019-11,464.3570028803097
2019-12,485.9394507923666
2020-01,476.1319928316464
2020-02,436.7891053947502
2020-03,363.8223014611087
2020-04,401.53243116791367
2020-05,442.2638390954019
2020-06,456.14633695398237
2020-07,455.4923306029503
2020-08,480.18405562861574
2020-09,483.4818070170689
2020-10,443.3634434039292
2020-11,525.7742445259829
2020-12,561.1911618894964
2021-01,584.255631700523
2021-02,590.5116364122033
2021-03,599.9079285497708
2021-04,623.780548355421
2021-05,629.9084459214099
2021-06,628.5668804656667
2021-07,639.9385881711403
2021-08,663.4964381989438
2021-09,646.8537897661482
2021-10,659.9765090919915
2021-11,631.9358789278207
2021-12,648.1626850716776
2022-01,609.9158469638498
2022-02,601.4948787867345
2022-03,601.5937493917994
2022-04,591.7138216230979
2022-05,582.728171744806
2022-06,495.9149742587984
2022-07,527.5060274722466
2022-08,489.38449386279433
2022-09,428.3751031463083
2022-10,461.5150511709014
2022-11,502.09814827138604
2022-12,484.06974181862665
2023-01,543.4280170949299
2023-02,553.1735741259065
2023-03,534.3637487596692
2023-04,538.6621576549663
2023-05,518.9944994117938
2023-06,534.2609033297397
2023-07,549.7044625981085
