Date,TRINIDAD AND TOBAGO SMALL CAP
2014-05,1000.0
2014-06,999.6606079062104
2014-07,1014.5274401496383
2014-08,1084.8343694378375
2014-09,1129.4825905358875
2014-10,1118.2871517726437
2014-11,1149.1089569828835
2014-12,1244.6139009853719
2015-01,1589.9136145128055
2015-02,1584.6397230788473
2015-03,1454.543611590641
2015-04,1351.6862754709275
2015-05,1381.5441276244455
2023-03,991.0359478419932
2023-04,963.0003848566083
2023-05,824.3943664942257
