Date,THAILAND SMALL CAP
1998-12,507.2024530445858
1999-01,510.78333850015247
1999-02,492.5608414501394
1999-03,487.0549409140032
1999-04,709.1029070957653
1999-05,747.4856073941982
1999-06,955.6264519431479
1999-07,820.8479635384724
1999-08,750.286885482491
1999-09,610.0599868956087
1999-10,675.6405671119943
1999-11,728.7418855966721
1999-12,806.421007506263
2000-01,799.6679501123856
2000-02,618.5108150160677
2000-03,685.8772112132194
2000-04,710.3778442451522
2000-05,566.4713341663394
2000-06,540.2745790502462
2000-07,468.1720264672127
2000-08,538.7817284928236
2000-09,497.88304989327895
2000-10,478.30377677955863
2000-11,477.4490636084458
2000-12,429.56561934316795
2001-01,542.2976924170482
2001-02,554.8755203662029
2001-03,479.70604720885603
2001-04,485.9264719517483
2001-05,535.3248733346587
2001-06,559.9123446282201
2001-07,495.53828828059636
2001-08,558.3383868031794
2001-09,443.0835905870133
2001-10,457.7421286864752
2001-11,514.5082435293359
2001-12,530.2371381151651
2002-01,631.4218559658981
2002-02,689.378141137741
2002-03,698.9891988407569
2002-04,679.3752196047274
2002-05,746.8997590425331
2002-06,655.2859358016608
2002-07,653.7204433039084
2002-08,640.6981181402854
2002-09,568.3906808685083
2002-10,600.541110578995
2002-11,603.7937343753276
2002-12,547.6527618608944
2003-01,554.3417929957847
2003-02,538.8927775525208
2003-03,526.9022501962771
2003-04,548.1643431525939
2003-05,571.4552135035199
2003-06,664.8275899391208
2003-07,723.4367470941557
2003-08,804.8536624696393
2003-09,838.022258209936
2003-10,926.7725274483842
2003-11,904.6649833029755
2003-12,951.1769225935229
2004-01,904.9776823268302
2004-02,929.8523354624404
2004-03,839.5428044918365
2004-04,831.8021029870213
2004-05,764.4992971694485
2004-06,753.0828692548718
2004-07,716.429391896109
2004-08,687.8731712673767
2004-09,687.8781830096669
2004-10,651.0458890349063
2004-11,698.375979983446
2004-12,704.6444010302321
2005-01,811.3010180364347
2005-02,816.2917297661705
2005-03,772.762210716367
2005-04,743.3126964022085
2005-05,803.4479880306741
2005-06,799.1398440672398
2005-07,766.9552898758072
2005-08,778.9592617238238
2005-09,840.4446610487136
2005-10,809.3244231987339
2005-11,782.2182997951687
2005-12,847.1370106149293
2006-01,896.4574762252341
2006-02,892.8730254166586
2006-03,896.8290494622513
2006-04,939.5062274329986
2006-05,838.7182923206379
2006-06,798.3051799343954
2006-07,813.5358022849854
2006-08,825.26600900149
2006-09,836.7328781700137
2006-10,907.0896476197397
2006-11,938.2369420494938
2006-12,867.517018636183
2007-01,846.5817768273599
2007-02,900.313360833183
2007-03,863.4909943414234
2007-04,904.764578745656
2007-05,1000.0
2007-06,1073.719554249711
2007-07,1159.2452785289076
2007-08,1067.9757910551061
2007-09,1069.588609962137
2007-10,1084.354467436294
2007-11,988.4219964592885
2007-12,997.9624211844797
2008-01,916.1377630450953
2008-02,1006.8398760626701
2008-03,945.460010285826
2008-04,986.1460359138705
2008-05,959.9636733786206
2008-06,818.7475710627431
2008-07,757.6764480623553
2008-08,787.1449888085942
2008-09,717.947281946695
2008-10,474.87748740017776
2008-11,428.79965872569267
2008-12,466.7093266307586
2009-01,494.4288671898776
