Date,THAILAND SMALL CAP
2009-02,470.0560092962108
2009-03,458.62484946363793
2009-04,561.3325411730094
2009-05,652.1801706018025
2009-06,689.3806087190912
2009-07,724.3996926345269
2009-08,803.8923065899098
2009-09,904.4861367152176
2009-10,904.4602259851208
2009-11,888.7924449154261
2009-12,980.2794092089429
2010-01,966.8255070615057
2010-02,1017.8202109501282
2010-03,1144.776245475811
2010-04,1120.607250021463
2010-05,1210.258305762182
2010-06,1355.037554843938
2010-07,1409.204451240934
2010-08,1700.1858464088593
2010-09,1701.6521837553046
2010-10,1680.6061536445095
2010-11,1757.1595754133218
2010-12,1757.102795614902
2011-01,1520.1439110011295
2011-02,1525.359235102147
2011-03,1611.673934230593
2011-04,1656.2398894980922
2011-05,1653.1936197878647
2011-06,1539.7147983443806
2011-07,1775.4013934915424
2011-08,1695.8124853953718
2011-09,1486.648810390937
2011-10,1444.4661802029793
2011-11,1582.3229027310026
2011-12,1698.472394259795
2012-01,1818.4886553275917
2012-02,1929.7306359484191
2012-03,2024.86445346735
2012-04,2119.995123136836
2012-05,2027.988292172873
2012-06,2038.4565882928803
2012-07,2219.2699380483264
2012-08,2236.6008859391586
2012-09,2406.7934131612114
2012-10,2446.720139267396
2012-11,2497.658260312811
2012-12,2581.191336181124
2013-01,2884.943992811921
2013-02,3342.6013748411538
2013-03,3572.1410596687633
2013-04,3509.1661125260866
2013-05,3323.042289562735
2013-06,2718.0545913273595
2013-07,2541.5917733196243
2013-08,2240.270306102287
2013-09,2491.2844530413167
2013-10,2599.998195222452
2013-11,2393.1835864784625
2013-12,2168.3201871501533
2014-01,2142.485582072451
2014-02,2264.9055202027253
2014-03,2424.403587932376
2014-04,2512.5902413066297
2014-05,2578.5589001569397
2014-06,2735.8579193327364
2014-07,2910.166567775154
2014-08,3121.4474745844122
2014-09,3280.471866844723
2014-10,3272.9861367601693
2014-11,3242.8535129792717
2014-12,3119.185886532994
2015-01,3621.517381414604
2015-02,3802.448276521741
2015-03,3663.7893989738823
2015-04,3542.525410263961
2015-05,3457.8258576803
2015-06,3394.812451118035
2015-07,3038.8383322639565
2015-08,2882.7117660797126
2015-09,2875.855079048912
2015-10,3077.6310401305786
2015-11,3173.7879391759934
2015-12,2991.5386721070026
2016-01,2939.9275173710657
2016-02,3003.568444988448
2016-03,3042.040277670302
2016-04,3112.602639772498
2016-05,3165.3914049309324
2016-06,3382.224877209245
2016-07,3590.036879123065
2016-08,3668.740856112259
2016-09,3440.282006623659
2016-10,3672.406466270024
2016-11,3843.804035944915
2016-12,3950.247931112816
2017-01,3999.7678652593977
2017-02,4039.283929954631
2017-03,4022.192857137719
2017-04,3905.713710356179
2017-05,3852.2911622400716
2017-06,3812.519963308471
2017-07,3636.4907284920346
2017-08,3728.182290485991
2017-09,3971.0345098618263
2017-10,4286.757183421664
2017-11,4176.668119148924
2017-12,4176.420222951891
2018-01,4258.56685252992
2018-02,4186.33082192255
2018-03,4021.6805475600095
2018-04,4091.5191739325323
2018-05,4075.888516190948
2018-06,3461.350268432394
2018-07,3706.6045364914876
2018-08,3957.5776804704474
2018-09,4211.6620589869535
2018-10,3897.513547402446
2018-11,3777.566458308874
2018-12,3436.9100327253777
2019-01,3800.029521207989
2019-02,3886.4542844046755
2019-03,3851.748850048273
2019-04,3993.132065040974
2019-05,3913.377854691492
2019-06,4231.144456186562
2019-07,4287.702221703478
2019-08,4179.736299921334
2019-09,4093.934875805178
2019-10,3919.3529365522163
2019-11,3917.3174985536434
2019-12,3847.064531327683
2020-01,3480.0238784522016
2020-02,3133.9913172747238
2020-03,2350.953414958081
2020-04,3004.1963873923555
2020-05,3246.663203496983
2020-06,3405.439816920608
2020-07,3274.4214243920974
2020-08,3311.5363961232392
2020-09,3163.7592888942763
2020-10,3224.118560512692
2020-11,3634.5682919194496
2020-12,3695.6457392022567
2021-01,3879.3818989760957
2021-02,4119.313236619472
2021-03,4403.548982247142
2021-04,4347.055694725103
2021-05,4382.531464376265
2021-06,4456.875293278075
2021-07,4194.8024123492705
2021-08,4496.875783111337
2021-09,4306.791373627653
2021-10,4487.425871031446
2021-11,4447.478320233449
2021-12,4652.131797730298
2022-01,4618.226103964092
2022-02,4663.161713248757
2022-03,4745.297865633095
2022-04,4938.737243494059
2022-05,4848.653772927446
2022-06,4482.124239560304
2022-07,4363.964196809609
2022-08,4668.229444113564
2022-09,4369.382383683189
2022-10,4320.797841452527
2022-11,4603.126011746162
2022-12,4573.575483881243
2023-01,4785.007672128926
2023-02,4374.656743013586
2023-03,4237.396354982712
2023-04,3981.829102621833
2023-05,3960.8057209961853
2023-06,3650.871500221462
2023-07,3791.8332248755733
