Date,NEW ZEALAND SMALL CAP
2013-08,449.59645213604557
2013-09,488.9754281947018
2013-10,506.1809283546435
2013-11,488.1036966774943
2013-12,482.4949880677224
2014-01,498.2908384078475
2014-02,511.03789966365935
2014-03,549.2199884701294
2014-04,540.8011135210321
2014-05,551.5958885046263
2014-06,563.785044317499
2014-07,556.5319072182243
2014-08,570.0648210940581
2014-09,564.7871903913918
2014-10,600.6240163379784
2014-11,619.3264474874004
2014-12,654.8063024243114
2015-01,664.9516883916543
2015-02,728.0297957077426
2015-03,757.1038752693229
2015-04,730.9020146198885
2015-05,715.2441697595135
2015-06,653.0503770301368
2015-07,671.3606830005759
2015-08,586.8531307577503
2015-09,601.9678346226067
2015-10,682.7114439606041
2015-11,718.4742833772328
2015-12,762.5762341646708
2016-01,709.1847417718241
2016-02,717.1525075190461
2016-03,780.6389416053954
2016-04,785.3870959615491
2016-05,810.6323945697255
2016-06,840.0451585077935
2016-07,890.2864820603388
2016-08,893.0173153186779
2016-09,881.0140959319863
2016-10,820.651390320778
2016-11,842.1216705124563
2016-12,833.5928131134531
2017-01,871.5536891189097
2017-02,889.6215199525019
2017-03,888.7727752784342
2017-04,887.3959099466136
2017-05,913.823233735442
2017-06,961.7125595402384
2017-07,957.0882979716195
2017-08,925.074069531801
2017-09,974.9234367546123
2017-10,988.5111525969603
2017-11,973.7964345005706
2017-12,1014.9806893679412
2018-01,1037.8753468691436
2018-02,1077.8785650073457
2018-03,1069.0356418941528
2018-04,1073.2653685989403
2018-05,1111.6898977917033
2018-06,1092.3111353159866
2018-07,1097.5357356629938
2018-08,1087.6221235947314
2018-09,1115.0039676950385
2018-10,1061.1350841875417
2018-11,1160.9919654944772
2018-12,1119.284538313044
2019-01,1170.6494639988616
2019-02,1177.6409377599086
2019-03,1266.0846426925093
2019-04,1237.5213052696338
2019-05,1223.693787069584
2019-06,1311.9654836410875
2019-07,1328.064686304486
2019-08,1316.1030022056173
2019-09,1347.5398388872818
2019-10,1298.0968248442607
2019-11,1332.2949042715557
2019-12,1394.0504272625274
2020-01,1378.4940561171334
2020-02,1239.152628287005
2020-03,929.2274037392195
2020-04,1075.5931842360155
2020-05,1089.4802434266032
2020-06,1139.4376083412842
2020-07,1134.7457957037598
2020-08,1198.8028098530335
2020-09,1238.7189095137308
2020-10,1315.442756236659
2020-11,1441.129609405733
2020-12,1552.145525752857
2021-01,1544.4336135023964
2021-02,1504.5844367121806
2021-03,1531.8214085647867
2021-04,1543.3570904576632
2021-05,1558.8169112396074
2021-06,1580.3480329805782
2021-07,1561.5025378921216
2021-08,1655.100846781031
2021-09,1657.1696666970377
2021-10,1716.2093640781382
2021-11,1577.202021259486
2021-12,1636.2939060093252
2022-01,1485.372661815116
2022-02,1558.3186535769244
2022-03,1629.9516803837419
2022-04,1585.969417090223
2022-05,1466.1654277559583
2022-06,1380.1223983293305
2022-07,1501.3433781959734
2022-08,1561.878629653694
2022-09,1410.886841118536
2022-10,1451.3672077685121
2022-11,1473.200040788738
2022-12,1441.2137432838174
2023-01,1500.1806397736118
2023-02,1445.3952839372455
2023-03,1406.4513417859614
2023-04,1370.9288329949923
2023-05,1422.7791368627077
2023-06,1446.8164363469125
2023-07,1481.0185526371665
