Date,NEW ZEALAND SMALL CAP
2000-12,100.00000000000001
2001-01,103.95726540821289
2001-02,103.26072695629834
2001-03,104.39971315750121
2001-04,109.93415492324796
2001-05,113.510925902824
2001-06,118.47609863608385
2001-07,123.48417545388162
2001-08,132.3043652923878
2001-09,115.81718487167495
2001-10,132.2540416555821
2001-11,140.74298025164984
2001-12,139.8471359588933
2002-01,142.60122623143704
2002-02,139.31852419236358
2002-03,146.36579056458504
2002-04,145.20402191810763
2002-05,152.2683622151138
2002-06,142.08832901155915
2002-07,132.57458061869187
2002-08,140.3387326939213
2002-09,141.18563312708466
2002-10,151.31534901615183
2002-11,148.42444936638543
2002-12,154.2685772004684
2003-01,161.65530242749082
2003-02,161.79090956692988
2003-03,155.49870770500732
2003-04,161.41132713634525
2003-05,160.22299108245954
2003-06,182.72721398999082
2003-07,181.16793656286416
2003-08,192.1922095211563
2003-09,191.83776221545529
2003-10,202.98140371535527
2003-11,204.95499123057243
2003-12,207.09307061351237
2004-01,210.96323783903628
2004-02,208.86189194951518
2004-03,220.25023504267014
2004-04,220.9241397310663
2004-05,216.7134536951835
2004-06,224.761258132872
2004-07,237.22812472283144
2004-08,241.09588667868945
2004-09,256.15099027086194
2004-10,249.77341419189418
2004-11,268.7991451330802
2004-12,276.67670376321246
2005-01,280.9142569447879
2005-02,291.20528339283504
2005-03,278.39655130146633
2005-04,276.5092494945255
2005-05,283.02341289113053
2005-06,312.5240859624341
2005-07,317.20173626616213
2005-08,314.13655705800124
2005-09,339.0786703875715
2005-10,326.4017218144561
2005-11,331.08869074983136
2005-12,320.5303500144206
2006-01,312.58879230579606
2006-02,317.84090443438544
2006-03,320.6795376575372
2006-04,326.95719092044436
2006-05,319.58298781339204
2006-06,314.86974704524886
2006-07,318.3668795986584
2006-08,318.44553206477696
2006-09,331.76033149035493
2006-10,347.8994121770818
2006-11,347.33420273120805
2006-12,367.717812414153
2007-01,368.5840715818342
2007-02,350.6276889705114
2007-03,354.2595293324702
2007-04,364.79346728915954
2007-05,373.4623333193983
2007-06,380.46017666841556
2007-07,367.6506177533421
2007-08,329.7791503096818
2007-09,357.30644896367073
2007-10,364.51236990550166
2007-11,339.92316029100203
2007-12,345.45830747628423
2008-01,315.29163234619733
2008-02,300.80326612554353
2008-03,277.01602557559033
2008-04,288.8275669199273
2008-05,281.4703953149873
2008-06,250.95750728289727
2008-07,256.75885447696953
2008-08,270.11831264814094
2008-09,249.57199641231966
2008-10,229.05748544042
2008-11,204.24742235542072
2008-12,199.56597960799007
2009-01,192.2073848559769
2009-02,174.09596545323436
2009-03,190.53648773258877
2009-04,192.14341475367948
2009-05,212.80003437165246
2009-06,214.74812954779154
2009-07,235.63521774741596
2009-08,246.07869216044227
2009-09,259.6774395389998
2009-10,259.1502693434952
2009-11,248.717848873441
2009-12,277.2945197042814
2010-01,274.96502795388136
2010-02,277.77510046024815
2010-03,291.96554151495076
2010-04,311.48011277315095
2010-05,289.15826917919065
2010-06,289.11033544861857
2010-07,290.48432069438803
2010-08,290.6007692565101
2010-09,298.5925902910185
2010-10,320.05093759001767
2010-11,321.6406504078855
2010-12,336.28116719388186
2011-01,323.24290519429985
2011-02,307.6497073910971
2011-03,309.8098309492229
2011-04,320.2721104166786
2011-05,334.61588345972126
2011-06,326.37250932559743
2011-07,341.32518294906913
2011-08,324.2398431810598
2011-09,316.8817762644632
2011-10,322.26087279899446
2011-11,321.1222583302277
2011-12,332.35028760781336
2012-01,349.5867700974651
2012-02,348.26866425750217
2012-03,359.38351981485044
2012-04,364.882357796738
2012-05,348.593660927524
2012-06,362.3406072386452
2012-07,384.1601627842225
2012-08,390.0230204881625
2012-09,420.6554267867464
2012-10,428.44907961881705
2012-11,434.68096962641096
2012-12,426.5229218620407
2013-01,431.1928472229461
2013-02,452.8705155758984
2013-03,474.5218675497224
2013-04,488.89326101310263
2013-05,467.98858792636844
2013-06,445.09163696140115
2013-07,464.4160182440881
