Date,HONG KONG SMALL CAP
2000-12,100.0
2001-01,107.96917576277927
2001-02,112.85108818356801
2001-03,103.78465656551198
2001-04,113.02384018101552
2001-05,128.0958860830444
2001-06,122.91237542539913
2001-07,108.73480094522034
2001-08,97.36631699871126
2001-09,85.74639363121659
2001-10,93.6863346836806
2001-11,99.8790769874358
2001-12,104.87376037753702
2002-01,109.35213939365184
2002-02,108.18676182908871
2002-03,113.08562495338033
2002-04,116.75000723957918
2002-05,113.45056418066129
2002-06,104.91518571363224
2002-07,95.57694593323357
2002-08,89.76124785193645
2002-09,80.45864896447215
2002-10,82.44391548715079
2002-11,87.09880778149046
2002-12,79.48956887766924
2003-01,80.22093582636332
2003-02,78.61341225308657
2003-03,73.53336445804307
2003-04,69.8689270016854
2003-05,74.29052781452343
2003-06,78.75022376333125
2003-07,86.61433935614716
2003-08,101.68875279294262
2003-09,106.84183314833984
2003-10,112.9822005815814
2003-11,107.99700399658794
2003-12,110.13705925719522
2004-01,126.98252167873949
2004-02,130.9597241850503
2004-03,128.23230763528443
2004-04,123.50888991577509
2004-05,119.10318590780936
2004-06,118.7832035970304
2004-07,125.22984233585382
2004-08,125.74813202776245
2004-09,125.80695871175166
2004-10,125.88205251385637
2004-11,135.39211588788024
2004-12,132.35563982731674
2005-01,136.37067088109745
2005-02,143.77259383335777
2005-03,140.60817568304773
2005-04,142.84679704969489
2005-05,153.0924687201891
2005-06,157.7463582699641
2005-07,160.08797054297307
2005-08,152.51745386611478
2005-09,155.74083825326284
2005-10,142.46532430646496
2005-11,155.38844466972645
2005-12,159.07074786840838
2006-01,164.49500836755283
2006-02,172.25356990077375
2006-03,178.21121928169228
2006-04,176.21844744780742
2006-05,160.61720314746202
2006-06,155.5923208507512
2006-07,156.13668639010248
2006-08,158.66497297752025
2006-09,165.49098906392132
2006-10,168.19773527154055
2006-11,172.10048578550453
2006-12,179.01578091342023
2007-01,195.66159698817356
2007-02,197.6519775682794
2007-03,202.11719011281414
2007-04,206.11306321320689
2007-05,228.77245618505077
2007-06,231.89437103963687
2007-07,240.50938380525
2007-08,228.4244410867412
2007-09,226.19863169164506
2007-10,232.03223452042417
2007-11,214.17780783028056
2007-12,213.70694910871967
2008-01,172.51314219338974
2008-02,171.83033710398357
2008-03,147.48950928577491
2008-04,160.5242747446987
2008-05,161.23594221066654
2008-06,141.24291455314892
2008-07,134.05190008561058
2008-08,128.3021202922566
2008-09,106.96166094825129
2008-10,76.39366527747113
2008-11,72.40557385142009
2008-12,78.12336544810026
2009-01,83.30271267353253
2009-02,83.69083182268092
2009-03,81.34601440351577
2009-04,98.09019792572525
2009-05,122.67971019137454
2009-06,123.88057625244211
2009-07,142.27813581988644
2009-08,134.1176790079608
2009-09,139.66343357880967
2009-10,145.4177246824003
2009-11,146.78310535120056
2009-12,158.43286784384557
2010-01,158.94181808187636
2010-02,167.028119308342
2010-03,184.42245035039002
2010-04,193.05247022520118
2010-05,188.70789587818928
2010-06,193.6676616319883
2010-07,193.74849803538103
2010-08,199.35624151604026
2010-09,209.8938950532153
2010-10,213.38446182505297
2010-11,235.16985719254973
2010-12,235.8620424684907
2011-01,231.60510424179952
2011-02,217.88190454923807
2011-03,217.94706777678203
2011-04,218.1589179744583
2011-05,224.35726973347275
2011-06,212.75768185362801
2011-07,213.35059048559424
2011-08,194.10999741228844
2011-09,164.6610994030242
2011-10,180.92659811987596
2011-11,176.35798188032476
2011-12,179.92921191754144
2012-01,189.78777728304425
2012-02,207.7843415332607
2012-03,200.74607680841027
2012-04,203.89096948723653
2012-05,198.33515694918296
2012-06,188.33653503751646
2012-07,197.50893400198478
2012-08,198.29202038763913
2012-09,206.47762786822102
2012-10,208.57349478882784
2012-11,218.25510415012673
2012-12,218.18024341953054
2013-01,226.3273668166104
2013-02,238.18638680973822
2013-03,245.15317921829975
2013-04,240.48342613893658
2013-05,255.22321884172175
2013-06,236.1941449382782
2013-07,234.4915280585169
2013-08,244.8821644675086
2013-09,250.1636412663128
2013-10,256.63371989720923
2013-11,263.2202115382748
2013-12,264.931816977539
2014-01,256.79448123857077
2014-02,256.6890574619503
2014-03,249.27681680508553
2014-04,246.9128234731084
2014-05,250.54812555081548
2014-06,251.12386487456686
2014-07,262.25588809304367
2014-08,265.44614956076305
2014-09,258.9760533370615
2014-10,265.3114829571318
2014-11,268.8525250064705
2014-12,264.9299470282104
2015-01,285.4060131190884
2015-02,289.29141731524913
2015-03,302.31596723188903
2015-04,326.1823505934433
2015-05,343.8414003940256
2015-06,310.5264693807075
2015-07,278.90359514012823
2015-08,243.2756981673463
2015-09,240.88795707002353
2015-10,260.5426943132972
2015-11,265.6995911532866
2015-12,255.85861476969498
2016-01,218.20647956287624
2016-02,220.18482849857705
2016-03,224.62645237647763
2016-04,225.61891914129106
2016-05,228.22212896002205
2016-06,221.33850250274895
2016-07,224.69597404964696
2016-08,231.8494318400479
2016-09,236.14696281353352
2016-10,240.63617173160574
2016-11,252.74355263406065
2016-12,242.62188658061714
2017-01,242.0877337577214
2017-02,253.798029650921
2017-03,249.87296307582338
2017-04,248.72174814632714
2017-05,248.48576482226693
2017-06,241.928228133146
2017-07,234.675476546169
2017-08,233.79347518340415
2017-09,241.25359860585658
2017-10,251.42736294943887
2017-11,249.87728284161875
2017-12,246.5441362621962
2018-01,250.9856410023455
2018-02,248.16257392640915
2018-03,233.1006408906304
2018-04,239.64896863615417
2018-05,243.07617696532486
2018-06,223.76993974430903
2018-07,221.31297599348426
2018-08,210.6491677629962
2018-09,208.22212208378303
2018-10,190.9942920895341
2018-11,198.11208868344096
2018-12,189.55654555233104
2019-01,199.8207193914292
2019-02,210.6837868767247
2019-03,214.1448894021156
2019-04,215.09909975570562
2019-05,196.4644659378135
2019-06,197.88018171124293
2019-07,197.84199605251808
2019-08,182.6710267302488
2019-09,190.93435051616513
2019-10,192.0177932679369
2019-11,193.05839669642782
2019-12,197.54806796474816
2020-01,186.4603929139946
2020-02,185.90295982216537
2020-03,160.37507714426138
2020-04,171.29651984609436
2020-05,163.1445887704524
2020-06,179.64743265438628
2020-07,173.61409722381546
2020-08,183.81254913350014
2020-09,188.33201073119648
2020-10,190.75635833856245
2020-11,206.7565553536726
2020-12,203.3237329313066
2021-01,216.47285140601858
2021-02,242.43389506408008
2021-03,253.85384079002
2021-04,253.74363027600688
2021-05,249.2956451469248
2021-06,260.51653258934755
2021-07,242.0597113579442
2021-08,245.19412422013227
2021-09,230.9372172313825
2021-10,235.7786010098525
2021-11,231.1074451877101
2021-12,224.7243260849382
2022-01,224.25696996453917
2022-02,221.77298938181798
2022-03,213.30647805424834
2022-04,215.6578768050814
2022-05,214.33048468488917
2022-06,216.39962884555075
2022-07,212.70634928196282
2022-08,213.90543570607664
2022-09,192.14160402869283
2022-10,167.712357148227
2022-11,198.41624462730692
2022-12,214.03401971887635
2023-01,228.64116597179878
2023-02,223.80750492882618
2023-03,217.3040548329162
2023-04,213.8277996574121
2023-05,201.33194336166898
2023-06,201.85949672945108
2023-07,209.24487964750773
