Date,JORDAN SMALL CAP
2011-01,899.881119890764
2011-02,843.5913592201642
2011-03,795.241438033108
2011-04,779.5903135103152
2011-05,780.6103950071224
2011-06,741.9226719826917
2011-07,749.1191577950271
2011-08,716.8801615445412
2011-09,755.8388529774066
2011-10,764.4775224672185
2011-11,790.1452223574996
2011-12,845.2923925936951
2012-01,823.0158433245789
2012-02,799.8571508836529
2012-03,818.2198424698485
2012-04,829.1552553712864
2012-05,839.0208411692158
2012-06,818.2605054415976
2012-07,821.576103690557
2012-08,834.5216558744878
2012-09,811.5599757437208
2012-10,832.6070908448582
2012-11,834.0967530964629
2012-12,839.474355344638
2013-01,864.4636011264503
2013-02,881.4982342340865
2013-03,924.7464383475354
2013-04,872.0293027420552
2013-05,920.5772705279498
2013-06,932.5771533680061
2013-07,917.294038353489
2013-08,890.0619325703825
2013-09,878.6442010220179
2013-10,928.2288716545457
2013-11,936.974232700628
2013-12,935.5390066846649
2014-01,1006.0271120728597
2014-02,967.1637213360113
2014-03,962.826908525145
2014-04,954.9414670817787
2014-05,993.5409227996835
2014-06,987.6617109560316
2014-07,1041.0146548152259
2014-08,1065.8167922229711
2014-09,1098.3190194632373
2014-10,1090.6591456170618
2014-11,1150.312533689999
2014-12,1186.1970434086911
2015-01,1288.8109233980165
2015-02,1337.1666982877864
2015-03,1402.992960382621
2015-04,1388.0320362884434
2015-05,1483.1515529601015
2015-06,1391.3139229914825
2015-07,1400.6241413628063
2015-08,1338.8238581732596
2015-09,1311.8763972075544
2015-10,1317.4463597346637
2015-11,1358.2443535271714
2015-12,1437.5968692848442
2016-01,1483.2182477807328
2016-02,1471.7335228187083
2016-03,1486.9208704532775
2016-04,1484.9153012196027
2016-05,1540.4599107381746
2016-06,1531.8605111619484
2016-07,1537.7103878828034
2016-08,1566.6761925505887
2016-09,1626.68405692061
2016-10,1643.1369084649066
2016-11,1728.4615048104974
2016-12,1739.8216531867208
2017-01,1660.7429089754783
2017-02,1704.2589065797195
2017-03,1745.7516243119187
2017-04,1698.6621521067568
2017-05,1608.691116434315
2017-06,1604.3794866389374
2017-07,1492.530805744938
2017-08,1511.4794473643099
2017-09,1469.9715562955048
2017-10,1437.6958392896101
2017-11,1394.9880274304105
2017-12,1342.2192786626076
2018-01,1333.3024815579615
2018-02,1411.6308636533727
2018-03,1388.1335724651788
2018-04,1424.5097895207593
2018-05,1463.1864815915415
2018-06,1451.9106178929244
2018-07,1401.3011480959344
2018-08,1412.8585363784716
2018-09,1410.9575884496924
2018-10,1410.4088090414432
2018-11,1370.245462496335
2018-12,1416.8897333927575
2019-01,1456.5920636065748
2019-02,1520.8559910368313
2019-03,1504.2839154198111
2019-04,1496.4630396284258
2019-05,1563.0603929092695
2019-06,1625.4006239622422
2019-07,1683.663347639786
2019-08,1656.132974450632
2019-09,1690.534827408535
2019-10,1659.99249916846
2019-11,1670.0723513099772
2019-12,1648.0273131078152
2020-01,1756.039961697895
2020-02,1755.3043237048475
2020-03,1551.1394689773138
2020-04,1552.6965260054658
2020-05,1477.0449067534662
2020-06,1484.7928708386069
2020-07,1379.8237484057224
2020-08,1375.1428089632304
2020-09,1393.17913651684
2020-10,1369.0916503326298
2020-11,1358.9088303883723
2020-12,1412.2634161417905
2021-01,1453.9742099372659
2021-02,1494.7140652015887
2021-03,1549.8776201463584
2021-04,1596.207121830919
2021-05,1762.6030809642818
2021-06,1798.6418481957514
2021-07,1810.6708778692953
2021-08,1806.3494727473317
2021-09,1851.6950119112048
2021-10,1913.5390960700051
2021-11,1911.6601367214685
2021-12,1970.6149769249932
2022-01,2110.8027467951133
2022-02,2093.297739825738
2022-03,2167.4366483451795
2022-04,2632.5759402736467
2022-05,2684.7194638671904
2022-06,2815.6038269772075
2022-07,3187.0145679210705
2022-08,3159.3630107459785
2022-09,3113.8770724164815
2022-10,2992.462450586471
2022-11,2956.547522205981
2022-12,2836.0056404339393
2023-01,3084.9458736582696
2023-02,3067.2234026947435
2023-03,3029.641728238826
2023-04,2982.9932310229847
2023-05,3039.009439585854
2023-06,2965.493691132318
2023-07,2889.0122768066267
