Date,POLAND SMALL CAP
2009-01,219.97582357836276
2009-02,187.09901685618652
2009-03,221.44547891889147
2009-04,286.4115186614554
2009-05,289.6911814604783
2009-06,295.19387699343196
2009-07,362.240148350358
2009-08,428.248111879474
2009-09,390.930743417413
2009-10,377.3081359310994
2009-11,390.9894578693614
2009-12,403.1687054038123
2010-01,404.96857869403055
2010-02,409.94009931569747
2010-03,473.35379718725426
2010-04,468.66964337535194
2010-05,424.05158786906924
2010-06,398.78335100757016
2010-07,443.1380933637795
2010-08,444.80311413205857
2010-09,473.4700445971114
2010-10,492.0832774829481
2010-11,467.5825559225097
2010-12,486.1515782078787
2011-01,507.67865454494387
2011-02,518.8260512739612
2011-03,509.9629065358143
2011-04,535.1440846626357
2011-05,516.7867817336936
2011-06,491.2358624346042
2011-07,453.82698937776456
2011-08,376.4287922282844
2011-09,306.60397065629616
2011-10,343.3143987851568
2011-11,314.2104353151822
2011-12,310.1562809715379
2012-01,372.62278923750813
2012-02,391.79916092978283
2012-03,382.7661597380108
2012-04,370.606865961645
2012-05,330.8275728374366
2012-06,347.38055318211985
2012-07,351.95259401600686
2012-08,338.0126796964819
2012-09,375.55527296912095
2012-10,374.30720062693933
2012-11,384.98498804867336
2012-12,414.6598637720781
2013-01,398.25369999899095
2013-02,391.44312934967996
2013-03,370.161236801981
2013-04,354.49282285226747
2013-05,388.2504565264027
2013-06,360.71307625245987
2013-07,388.38499212605194
2013-08,399.85681887966683
2013-09,423.49961384112385
2013-10,469.0235869651003
2013-11,484.8010826001302
2013-12,460.3166258525784
2014-01,459.6045474382235
2014-02,483.3335952706928
2014-03,467.30027740518295
2014-04,469.1339048669226
2014-05,459.0086538242855
2014-06,460.72399458087904
2014-07,436.051440256065
2014-08,432.94573585147157
2014-09,458.58874993119025
2014-10,460.86295936099583
2014-11,471.1071318035187
2014-12,436.15955855984436
2015-01,473.57837993884243
2015-02,482.3443405852161
2015-03,495.77770854488097
2015-04,503.9453584412586
2015-05,500.77389569835634
2015-06,463.90726701995794
2015-07,491.6823611036975
2015-08,457.651420770184
2015-09,467.03041252598223
2015-10,473.15582199885614
2015-11,456.2172117816423
2015-12,441.0965323671674
2016-01,401.7549015167577
2016-02,421.74671938101534
2016-03,437.40599310993616
2016-04,427.66809433412135
2016-05,405.2262146924483
2016-06,392.46050970479786
2016-07,436.70154098912684
2016-08,493.20312071104564
2016-09,519.9586028392944
2016-10,537.1015133787696
2016-11,529.849606674533
2016-12,562.3958068548129
2017-01,624.6753152339263
2017-02,667.4428311759943
2017-03,684.6008719026908
2017-04,702.4937569784117
2017-05,697.3862466249915
2017-06,724.6793498359941
2017-07,740.1734283625689
2017-08,743.6247824928649
2017-09,755.588990789663
2017-10,749.2674582748698
2017-11,711.4861677068108
2017-12,719.754007379852
2018-01,719.3148424694973
2018-02,660.7511307179101
2018-03,632.9777661341827
2018-04,640.2162487270975
2018-05,627.2744492797161
2018-06,566.7951102680772
2018-07,605.82982309013
2018-08,587.1504238542402
2018-09,555.8689665729204
2018-10,536.1914051217523
2018-11,557.7876323718946
2018-12,552.4820836687967
2019-01,595.0886754307969
2019-02,600.1719819356321
2019-03,584.8942506816896
2019-04,580.2102918993422
2019-05,567.736962834961
2019-06,619.6052506266412
2019-07,597.1724637030645
2019-08,571.2533862572344
2019-09,533.1753289068482
2019-10,555.9134677785489
2019-11,577.2277703015678
2019-12,599.108118326286
2020-01,574.3586401084287
2020-02,491.12173680253056
2020-03,406.6141893268991
2020-04,483.52276700869476
2020-05,508.0543485913753
2020-06,540.1953273583504
2020-07,541.8932563630591
2020-08,554.8798282236291
2020-09,530.6848037696249
2020-10,463.5160749629624
2020-11,560.9487510383798
2020-12,609.3409041646048
2021-01,630.64483660168
2021-02,661.6458299469238
2021-03,637.2208875174206
2021-04,689.1012409548479
2021-05,785.3281450791269
2021-06,780.2411230000674
2021-07,788.0578441818963
2021-08,855.4518074665219
2021-09,850.9202592503659
2021-10,926.1784019009751
2021-11,836.0515571788671
2021-12,842.6916264459516
2022-01,798.2563659061219
2022-02,713.5006198982975
2022-03,794.1235064131141
2022-04,733.5454325465028
2022-05,763.3079360147286
2022-06,719.4853731411745
2022-07,721.2883109976262
2022-08,690.6259411811138
2022-09,599.6583727599786
2022-10,664.2612778414239
2022-11,748.8519923867407
2022-12,760.7906938977625
2023-01,824.5913665222513
2023-02,797.7422505840677
2023-03,790.5297936382293
2023-04,870.8798705975379
2023-05,860.4356386602047
2023-06,941.056725820509
2023-07,1067.0617753781771
