Date,EFM EMEA SMALL CAP
2010-11,1000.0
2010-12,1044.288785284791
2011-01,972.1104901873285
2011-02,961.0640895009584
2011-03,961.1753747743091
2011-04,974.8854778521638
2011-05,951.7600064721693
2011-06,934.921891408721
2011-07,928.3087373093059
2011-08,838.1385904849993
2011-09,786.451169809331
2011-10,802.0480077622395
2011-11,792.4528572331064
2011-12,806.7770805758483
2012-01,869.5992638735435
2012-02,921.648925202357
2012-03,919.8099838481199
2012-04,937.3577403353856
2012-05,889.4051892515074
2012-06,914.2139013128603
2012-07,959.1499556817275
2012-08,946.0557647470592
2012-09,968.0111482339738
2012-10,944.035945452089
2012-11,939.0767244274547
2012-12,990.5485733696781
2013-01,971.128162813775
2013-02,1002.4682092908268
2013-03,1027.0629226610429
2013-04,1018.9561724585814
2013-05,1007.7668354245675
2013-06,973.1599666949655
2013-07,983.9022149545725
2013-08,944.5426678292814
2013-09,983.3613834581379
2013-10,1037.389399144182
2013-11,1029.5212467766517
2013-12,999.8205341870982
2014-01,975.4617544205473
2014-02,1005.5843314068588
2014-03,1023.7309835896558
2014-04,1053.5027370404523
2014-05,1084.3114495866125
2014-06,1078.0120233663972
2014-07,1110.918458054596
2014-08,1146.894224980565
2014-09,1140.516519270628
2014-10,1138.0357882882795
2014-11,1142.7093197507777
2014-12,1098.561984049144
2015-01,1197.2956715606026
2015-02,1225.602831147134
2015-03,1203.105567823872
2015-04,1214.3324682946552
2015-05,1205.3419055275178
2015-06,1154.4277415014024
2015-07,1136.3123989360283
2015-08,1040.301229967902
2015-09,1006.6370015245707
2015-10,1050.9721364191892
2015-11,1019.5641704684944
2015-12,960.482623810011
2016-01,905.6486638013663
2016-02,955.0947352459604
2016-03,1026.257742868853
2016-04,1070.6918670244747
2016-05,1018.73151412666
2016-06,1044.7063842594816
2016-07,1101.73073800077
2016-08,1090.6388277022572
2016-09,1128.8098211239135
2016-10,1164.0955236599361
2016-11,1157.017632527199
2016-12,1223.3938564045984
2017-01,1254.5833231890292
2017-02,1307.004570407743
2017-03,1282.8175690036492
2017-04,1269.7892587235729
2017-05,1236.78285827549
2017-06,1227.2398048297991
2017-07,1225.3311186534652
2017-08,1238.8675997260946
2017-09,1207.8934378162555
2017-10,1215.60372788916
2017-11,1183.7682609071046
2017-12,1274.1373856395774
2018-01,1297.6035966839286
2018-02,1312.1000348247971
2018-03,1270.9203191391023
2018-04,1257.579333510198
2018-05,1210.4318260694959
2018-06,1143.9668290932966
2018-07,1163.900989950893
2018-08,1083.6400754160131
2018-09,1083.0870165973497
2018-10,1047.7040741162557
2018-11,1080.6470398166448
2018-12,1041.599469817255
2019-01,1114.5423962672287
2019-02,1120.7332920400768
2019-03,1098.7944250650796
2019-04,1123.4890847217794
2019-05,1097.1306766699101
2019-06,1130.2731414491589
2019-07,1167.641241120525
2019-08,1132.2758352759283
2019-09,1155.9535139497116
2019-10,1158.742162493405
2019-11,1197.0524307409755
2019-12,1236.0963114883398
2020-01,1223.9879246966552
2020-02,1090.7284487364907
2020-03,832.9677069611267
2020-04,925.839874185333
2020-05,924.737305729785
2020-06,985.724902269712
2020-07,977.7606610064582
2020-08,986.4384464163439
2020-09,1018.8130981674001
2020-10,982.5228056399344
2020-11,1106.6983666146725
2020-12,1175.5734060842246
2021-01,1220.0648504538933
2021-02,1252.0208099649885
2021-03,1320.3487920210705
2021-04,1366.0756276402992
2021-05,1411.3323439610629
2021-06,1435.816790139123
2021-07,1440.5567816099676
2021-08,1505.148878790887
2021-09,1485.2492918638557
2021-10,1520.11137624603
2021-11,1462.6594896134948
2021-12,1500.0306481867801
2022-01,1554.779467788788
2022-02,1473.0561696073016
2022-03,1529.866915828356
2022-04,1591.6815715402836
2022-05,1522.2500069887058
2022-06,1433.5900412998458
2022-07,1514.154882905767
2022-08,1555.4937734034254
2022-09,1490.2787632333768
2022-10,1535.6254445789364
2022-11,1566.7993092895463
2022-12,1524.0156765601328
2023-01,1514.6299430951387
2023-02,1540.323221486469
2023-03,1484.0095732596692
2023-04,1504.2147940412547
2023-05,1522.2774285606358
2023-06,1555.3221843436838
2023-07,1658.3592374531338
