Date,PACIFIC SMALL CAP
2012-11,153.55923113387652
2012-12,155.86196128297584
2013-01,157.93107131334824
2013-02,168.17678458367888
2013-03,180.05504632524776
2013-04,182.2967420922947
2013-05,171.102562089067
2013-06,165.32349537681657
2013-07,165.70198383059835
2013-08,165.81488030010178
2013-09,177.94607406944203
2013-10,177.69206466053484
2013-11,174.17479809392185
2013-12,173.3023027486479
2014-01,174.0099498674674
2014-02,170.29946080311825
2014-03,172.013647529723
2014-04,169.28454442331122
2014-05,176.17553805661075
2014-06,184.13589285439056
2014-07,190.43755848923576
2014-08,192.98808679675653
2014-09,190.68194752128434
2014-10,189.4276806245489
2014-11,186.98676722766163
2014-12,192.5203239843044
2015-01,210.00884175180332
2015-02,219.67538475629914
2015-03,231.3091851962647
2015-04,228.3231062991185
2015-05,234.97217559137897
2015-06,228.59441668974787
2015-07,226.96624861914714
2015-08,212.53352266755664
2015-09,206.5329569976008
2015-10,223.46000305741993
2015-11,235.37712560071074
2015-12,231.2695654267432
2016-01,215.94049840910887
2016-02,214.76509412956582
2016-03,220.45301608900456
2016-04,227.33726593034243
2016-05,232.8868245083186
2016-06,232.7873875160429
2016-07,244.9655076260419
2016-08,239.14944536668824
2016-09,247.56192141446897
2016-10,253.2444186154029
2016-11,251.56348363270195
2016-12,256.0668228127721
2017-01,258.9822491373833
2017-02,271.3286187819244
2017-03,270.3154927978884
2017-04,268.47670876365066
2017-05,267.37274594665956
2017-06,267.6121321895498
2017-07,265.6401387444993
2017-08,267.81098055408125
2017-09,272.891207947171
2017-10,285.81205448904007
2017-11,287.8588362858137
2017-12,292.0058796356728
2018-01,293.5038539528515
2018-02,294.6242415199933
2018-03,288.0709027023046
2018-04,293.90607761563956
2018-05,304.0790349077882
2018-06,294.8502990588709
2018-07,292.53076594411164
2018-08,291.50042236816586
2018-09,294.87693746442864
2018-10,273.8517860122848
2018-11,281.52731988324535
2018-12,257.6050214566702
2019-01,272.85059125497816
2019-02,279.4982100896175
2019-03,284.8027192128824
2019-04,288.25438586710845
2019-05,278.3484326469874
2019-06,280.6924571839209
2019-07,290.7780533006557
2019-08,287.6541691097766
2019-09,299.58026864090994
2019-10,305.2922464623728
2019-11,310.8732450094348
2019-12,312.2484262854844
2020-01,307.0155838291576
2020-02,274.9298822610827
2020-03,243.48405785275665
2020-04,266.6817449688705
2020-05,283.3140909683287
2020-06,282.34282498997715
2020-07,266.890994610026
2020-08,285.3237111830154
2020-09,295.9957871003776
2020-10,292.30144763339115
2020-11,308.6588153025639
2020-12,316.48143367803965
2021-01,317.1705014612718
2021-02,321.4478633531384
2021-03,340.9949938091572
2021-04,336.0403705467128
2021-05,329.5550312506278
2021-06,341.9765736388475
2021-07,339.42199273139937
2021-08,350.24869061113435
2021-09,355.56701553128966
2021-10,352.0677361807869
2021-11,341.12074153249637
2021-12,347.3172520236077
2022-01,328.8424767022106
2022-02,334.72043765421427
2022-03,338.11616160148355
2022-04,332.2156162987303
2022-05,324.5329383222005
2022-06,307.31934285649885
2022-07,333.5676866593029
2022-08,334.95702137862696
2022-09,311.3536577228939
2022-10,310.83123060148546
2022-11,327.1874793208636
2022-12,321.0355207181373
2023-01,333.465361701887
2023-02,326.72089567250373
2023-03,323.91688946351417
2023-04,321.353000133713
2023-05,324.6153200061006
2023-06,325.21004654979305
2023-07,335.3474185257277
