Date,PACIFIC SMALL CAP
2000-12,100.0
2001-01,100.92095360282704
2001-02,102.57953440776875
2001-03,100.55442577337514
2001-04,111.9604647802495
2001-05,116.83824693759519
2001-06,115.8078059478432
2001-07,104.33586913945372
2001-08,101.9136820475565
2001-09,91.93929017413717
2001-10,96.30563478531151
2001-11,95.78375556570649
2001-12,88.8200568839035
2002-01,88.87530798425163
2002-02,91.60009070577523
2002-03,96.4792947382679
2002-04,97.49101643932097
2002-05,102.92013005897311
2002-06,93.37625184914492
2002-07,90.18909861197218
2002-08,89.28269838063089
2002-09,84.59931477699769
2002-10,78.82574671071002
2002-11,79.42898721566608
2002-12,74.4851314275894
2003-01,73.3458441086104
2003-02,75.23036836525138
2003-03,73.40971265099759
2003-04,74.53345272273981
2003-05,74.50140684771665
2003-06,83.4580634079417
2003-07,86.41819048074179
2003-08,97.67613736744042
2003-09,98.95543498912099
2003-10,106.71402378058919
2003-11,98.28436269517955
2003-12,99.89721903101658
2004-01,105.2724144723985
2004-02,106.12064128319574
2004-03,120.38135797429547
2004-04,118.55501545885289
2004-05,112.1627440056218
2004-06,120.89623702367048
2004-07,116.21986905518864
2004-08,117.10992871011608
2004-09,114.32420023903556
2004-10,115.37638026964348
2004-11,116.49365892332396
2004-12,119.1807542476002
2005-01,127.43224184695137
2005-02,128.06895644161006
2005-03,129.33964003538645
2005-04,128.79908483379668
2005-05,133.58569425306422
2005-06,139.8664450353132
2005-07,143.93668126124263
2005-08,145.44502198917698
2005-09,157.0736604405573
2005-10,157.3251423312235
2005-11,166.43353937652554
2005-12,183.69956736118976
2006-01,185.2454148372887
2006-02,179.9480347586819
2006-03,185.1223165985721
2006-04,181.5441378393615
2006-05,165.19771509557378
2006-06,161.60512062373317
2006-07,154.5165688544364
2006-08,158.40082934377415
2006-09,158.28612899993848
2006-10,159.49215335683084
2006-11,155.47464084411695
2006-12,158.80115404374368
2007-01,164.5885888143297
2007-02,167.2035269071997
2007-03,167.66096160942502
2007-04,165.50192396578566
2007-05,167.55523944004966
2007-06,169.22683571042344
2007-07,166.91154800400096
2007-08,157.17997064432612
2007-09,154.96181227227922
2007-10,159.7162807110345
2007-11,148.48139242940337
2007-12,142.7753490664177
2008-01,129.40194243178163
2008-02,129.8381313058315
2008-03,121.52406278472384
2008-04,127.61758687734097
2008-05,130.85007526896888
2008-06,118.92976862678425
2008-07,115.64693695811015
2008-08,115.68028059289824
2008-09,105.72755410410491
2008-10,96.44729267708964
2008-11,97.14344128080072
2008-12,96.2802167072226
2009-01,97.69043901399354
2009-02,86.9840048832433
2009-03,88.05141588920101
2009-04,95.35066653148631
2009-05,102.85181388156535
2009-06,109.35682554383212
2009-07,114.43647418105024
2009-08,119.23221238227362
2009-09,119.61721172313969
2009-10,116.41779075129105
2009-11,112.7571767593574
2009-12,118.1823337245946
2010-01,120.87992323175801
2010-02,125.18510265926855
2010-03,133.57892154877823
2010-04,139.658741934133
2010-05,136.60265338424088
2010-06,136.9655605353177
2010-07,134.3039369511456
2010-08,135.70038096554592
2010-09,136.56651689031213
2010-10,135.77235001726012
2010-11,145.89015196295588
2010-12,155.84846150094856
2011-01,151.81270351223353
2011-02,154.72035680525983
2011-03,146.5929177631401
2011-04,142.60827774686075
2011-05,144.5047043152678
2011-06,144.40169278624808
2011-07,150.23793039193356
2011-08,142.19447728390975
2011-09,142.39522704572988
2011-10,140.8221821712367
2011-11,139.76607330712355
2011-12,144.73112416185842
2012-01,152.5320788556126
2012-02,154.4705137049166
2012-03,155.96635017640835
2012-04,155.77762005078876
2012-05,150.09822313697774
2012-06,151.00499983343474
2012-07,155.7829191245823
2012-08,152.51394969103737
2012-09,154.94896736782673
2012-10,152.90690345472234
