Date,EM EMEA SMALL CAP
2006-05,698.601328117064
2006-06,637.2429936492041
2006-07,681.4463619428873
2006-08,695.9442419999056
2006-09,695.6076084889603
2006-10,760.3723524434268
2006-11,779.9839493677207
2006-12,826.6792337986788
2007-01,864.0711460240858
2007-02,870.6166343373941
2007-03,916.4651491413254
2007-04,971.0508918673384
2007-05,1000.0
2007-06,999.0186705340104
2007-07,972.8223200385864
2007-08,955.5948769426294
2007-09,980.9029908162405
2007-10,1045.4592032973082
2007-11,960.5197091753703
2007-12,969.7855488829271
2008-01,817.7518348343582
2008-02,830.2531011323555
2008-03,754.6500632223598
2008-04,802.9205015811449
2008-05,796.0118290663524
2008-06,708.4894384107085
2008-07,722.0710161978551
2008-08,736.1654777443766
2008-09,651.5257140872527
2008-10,502.9706864416064
2008-11,467.240033370433
2008-12,461.7314887951619
2009-01,453.8133681761073
2009-02,430.63678863972143
2009-03,452.69211608490787
2009-04,544.5179944451463
2009-05,569.9124157336273
2009-06,615.8368547833908
2009-07,674.8335581613103
2009-08,720.345463841594
2009-09,736.8977394292591
2009-10,734.6443601853985
2009-11,723.3787356972567
2009-12,798.7077196111259
2010-01,841.292613566838
2010-02,841.3984055068497
2010-03,943.6954131176122
2010-04,983.5819727320817
2010-05,938.4336313757752
2010-06,923.7280314717095
2010-07,968.2274248910385
2010-08,983.9395687809374
2010-09,1030.0026113939564
2010-10,1057.9660443796686
2010-11,1103.8547213852503
2010-12,1170.4129273546887
2011-01,1070.354783587014
2011-02,1079.1062104458272
2011-03,1091.0166797778531
2011-04,1110.1486850956726
2011-05,1075.2446983081752
2011-06,1059.9214938477478
2011-07,1057.1660229811685
2011-08,948.6950331186226
2011-09,870.7640302195587
2011-10,896.706374511111
2011-11,884.1317093623376
2011-12,899.5611713656372
2012-01,989.2395086230578
2012-02,1049.573287434991
2012-03,1044.4031468445542
2012-04,1059.5645083323259
2012-05,986.2315951654518
2012-06,1038.839769751464
2012-07,1094.0475398562987
2012-08,1077.1759616713434
2012-09,1101.6833219811383
2012-10,1066.425265821806
2012-11,1063.4528532942923
2012-12,1133.394663529635
2013-01,1088.074638462407
2013-02,1122.360615774592
2013-03,1145.1087773816346
2013-04,1133.9474950370952
2013-05,1079.2195059405524
2013-06,1040.0126541108743
2013-07,1046.415035592753
2013-08,1003.8233807030053
2013-09,1059.0952462393325
2013-10,1123.881739611048
2013-11,1104.9084854912526
2013-12,1050.1917027966454
2014-01,996.4895770797689
2014-02,1041.1985373597988
2014-03,1066.8773242546388
2014-04,1092.991502048863
2014-05,1124.1014387214314
2014-06,1112.9050684258839
2014-07,1146.3282936652681
2014-08,1182.3881120505937
2014-09,1161.414667798678
2014-10,1174.7050807506103
2014-11,1193.4848453396514
2014-12,1147.4495160456297
2015-01,1265.209936167859
2015-02,1303.0095672168752
2015-03,1268.697300529524
2015-04,1285.10849197861
2015-05,1271.2513154886822
2015-06,1213.1130963325656
2015-07,1192.8729729560482
2015-08,1086.4502928513061
2015-09,1045.6550070109865
2015-10,1104.3410286528974
2015-11,1056.0435183453365
2015-12,987.5550508338653
2016-01,927.2897056513137
2016-02,991.8594671752596
2016-03,1085.0293459012114
2016-04,1137.231692267717
2016-05,1059.0506598870868
2016-06,1103.8371396215175
2016-07,1181.6554383917548
2016-08,1167.3204278400704
2016-09,1214.0917038392545
2016-10,1254.2933056785384
2016-11,1233.2623019814885
2016-12,1305.9924055096049
2017-01,1330.5505842586097
2017-02,1392.176544048102
2017-03,1368.5804129686146
2017-04,1355.699651277687
2017-05,1315.9591655347078
2017-06,1302.2158432858498
2017-07,1299.873966114423
2017-08,1322.6133550622358
2017-09,1285.5008144294075
2017-10,1294.0604763959313
2017-11,1257.9586968716214
2017-12,1372.0450564349044
2018-01,1396.6479393133977
2018-02,1416.0585801855964
2018-03,1364.3546365113202
2018-04,1346.0856835413726
2018-05,1287.1466758582126
2018-06,1198.5178118533
2018-07,1226.875102103974
2018-08,1128.2901986906222
2018-09,1137.458013120297
2018-10,1096.9286255892655
2018-11,1141.3000640692214
2018-12,1094.5962344283214
2019-01,1187.3115655682789
2019-02,1195.3515199056292
2019-03,1164.7758205712228
2019-04,1192.8683899058033
2019-05,1158.828105537922
2019-06,1200.796270661701
2019-07,1242.181249721206
2019-08,1200.4815229856608
2019-09,1228.0426576336943
2019-10,1232.9528887190168
2019-11,1273.9133070807713
2019-12,1321.6863863900535
2020-01,1300.9685765498348
2020-02,1142.9832014985689
2020-03,868.4794379310043
2020-04,975.6556232241406
2020-05,971.0412662633485
2020-06,1046.8407755777273
2020-07,1048.5841660807428
2020-08,1058.642767649178
2020-09,1093.751775411008
2020-10,1043.0107795087597
2020-11,1196.129294632792
2020-12,1277.0627537886196
2021-01,1326.2656279355203
2021-02,1366.2925430007972
2021-03,1443.168875177587
2021-04,1495.2464923626078
2021-05,1545.6338268070872
2021-06,1566.8552145630802
2021-07,1570.5251888048901
2021-08,1645.305307029539
2021-09,1618.9088276821851
2021-10,1651.940753320741
2021-11,1580.1664876664931
2021-12,1618.7746376508778
2022-01,1679.8299428291543
2022-02,1585.4302505954822
2022-03,1645.8228786494824
2022-04,1709.2510408866199
2022-05,1635.0356693094525
2022-06,1529.8837351876543
2022-07,1616.5868996609245
2022-08,1669.2259895364894
2022-09,1599.6445819932826
2022-10,1657.9590926964388
2022-11,1697.669367065325
2022-12,1649.168382287707
2023-01,1633.3767836885581
2023-02,1658.365128681503
2023-03,1591.4490648751114
2023-04,1612.5930595749355
2023-05,1630.1800524666085
2023-06,1672.4970662361088
2023-07,1789.5538829276018
