Date,EM EMEA SMALL CAP
1998-12,169.32302050022804
1999-01,173.90038066880675
1999-02,184.10901292068058
1999-03,206.3735060478096
1999-04,221.9281960423287
1999-05,223.34757497836796
1999-06,239.53599620214882
1999-07,231.6390979000624
1999-08,224.6193260125323
1999-09,220.52819381325145
1999-10,224.61787196419425
1999-11,256.7491753770697
1999-12,314.0149736506624
2000-01,357.81094713090874
2000-02,368.95373735361164
2000-03,350.33435158221084
2000-04,355.8644377192384
2000-05,327.360866218856
2000-06,319.6903913866268
2000-07,318.7234994496348
2000-08,346.2416429954495
2000-09,319.9846113458054
2000-10,305.9498279106164
2000-11,265.5262675898954
2000-12,258.3338539481139
2001-01,262.24190724139413
2001-02,236.2193189895925
2001-03,227.14446334424113
2001-04,251.3328539789264
2001-05,260.35916938764785
2001-06,259.60858457626625
2001-07,240.04339666014155
2001-08,231.49744016807165
2001-09,202.86470001555483
2001-10,213.52376912429472
2001-11,230.44172366796576
2001-12,233.7765308403727
2002-01,250.2714445995461
2002-02,236.79009037944456
2002-03,243.57432078550858
2002-04,241.88861783383996
2002-05,238.389589612061
2002-06,209.29175984032375
2002-07,204.83985585963327
2002-08,203.13886388750862
2002-09,194.62531629991918
2002-10,209.81038564784117
2002-11,238.56789639390695
2002-12,227.65432193326228
2003-01,219.218022914984
2003-02,222.99189781964697
2003-03,213.55826609308994
2003-04,233.55500106360438
2003-05,236.58947040540792
2003-06,256.79946428986636
2003-07,273.82680099420656
2003-08,300.48371943077024
2003-09,294.21811394116594
2003-10,315.0460053536831
2003-11,331.3317962887089
2003-12,331.8359025607589
2004-01,333.9970952001331
2004-02,350.04355496753794
2004-03,370.91398382609947
2004-04,349.5803541972883
2004-05,347.85062652679756
2004-06,366.89841292186503
2004-07,367.77856544551
2004-08,363.3858539080022
2004-09,386.7909650078141
2004-10,404.8151531623336
2004-11,436.0534884823855
2004-12,458.3774846689269
2005-01,476.3681563652993
2005-02,499.080393968167
2005-03,470.2716941156103
2005-04,469.22749377142515
2005-05,486.258033303569
2005-06,511.78198535310565
2005-07,551.7643398585127
2005-08,574.6099769531586
2005-09,627.8062313669178
2005-10,603.7219652099132
2005-11,656.2550048762721
2005-12,709.081258190196
2006-01,786.3719496130003
2006-02,818.275522137067
2006-03,817.4374512086694
2006-04,826.0228861012674
