Date,WORLD ex UK SMALL CAP
2000-12,100.0
2001-01,104.52464427295669
2001-02,102.69548795538296
2001-03,101.28087503588482
2001-04,108.81723043087244
2001-05,114.84135606631006
2001-06,115.1816032218406
2001-07,107.72014617518664
2001-08,103.01325478867635
2001-09,90.11250864758088
2001-10,97.22697327400763
2001-11,103.69757366895651
2001-12,106.86460014219588
2002-01,108.56961705860023
2002-02,107.04006075554729
2002-03,114.39502584353646
2002-04,112.2837616320808
2002-05,108.07092335633027
2002-06,96.98585089477832
2002-07,87.08541089070181
2002-08,86.54709018165764
2002-09,79.32591793947316
2002-10,80.17453061371707
2002-11,84.55017794080298
2002-12,76.37605135150913
2003-01,73.6758268146157
2003-02,72.15811869137372
2003-03,71.40008187294882
2003-04,76.83741403214802
2003-05,80.27157454046993
2003-06,84.86999175097135
2003-07,89.87753366311095
2003-08,98.02933693294274
2003-09,94.0658102563124
2003-10,102.59278040169056
2003-11,101.35607501653462
2003-12,100.21997274654242
2004-01,105.73568936304913
2004-02,107.42798673589184
2004-03,111.97679564484694
2004-04,109.44226144870086
2004-05,107.94254434043259
2004-06,113.23455760907459
2004-07,108.46314231799812
2004-08,107.41822497406324
2004-09,108.97607819844028
2004-10,109.41598286340943
2004-11,113.05173256335866
2004-12,114.8869421764837
2005-01,117.87940365057517
2005-02,119.60249713661489
2005-03,119.19149166329773
2005-04,115.30956660856663
2005-05,124.73365635906077
2005-06,131.10883580861378
2005-07,137.68946918400707
2005-08,136.9331170423281
2005-09,143.47643376600675
2005-10,139.5598668451825
2005-11,147.44482516061652
2005-12,153.37325146659114
2006-01,160.19072235897033
2006-02,161.54290147523005
2006-03,166.87983799457044
2006-04,164.15982873856
2006-05,151.51942583683189
2006-06,149.71298838961476
2006-07,145.50686923218493
2006-08,148.9928321952925
2006-09,150.63448055800933
2006-10,155.84249560801103
2006-11,154.79215922207408
2006-12,157.73999453093228
2007-01,163.3314322731414
2007-02,161.99175396164276
2007-03,164.44702184673721
2007-04,165.32126613813756
2007-05,172.29926457553722
2007-06,170.69391877387542
2007-07,162.35963407065384
2007-08,158.50881116589616
2007-09,156.24877135880328
2007-10,160.25184998896592
2007-11,146.59588394790967
2007-12,144.95038812234586
2008-01,131.79603056830652
2008-02,129.2672004700172
2008-03,122.62123061204224
2008-04,130.0809962108488
2008-05,135.380689526894
2008-06,122.5992161159354
2008-07,121.82656963121994
2008-08,129.31501423737714
2008-09,118.1206567416242
2008-10,101.76040718798305
2008-11,93.09998233517517
2008-12,90.66114404780134
2009-01,90.33794509142092
2009-02,81.16062437759675
2009-03,84.17630708072306
2009-04,97.84591356748967
2009-05,99.42267989757167
2009-06,101.49657727520746
2009-07,109.19947445188228
2009-08,114.09746880513279
2009-09,119.00298015280246
2009-10,112.79876151412664
2009-11,113.84267998610235
2009-12,124.81606857122652
2010-01,125.50546912513346
2010-02,131.61792266352754
2010-03,142.85989306646235
2010-04,150.96397197585105
2010-05,148.22770415444677
2010-06,140.92538104761852
2010-07,142.2869645402232
2010-08,138.88854915549848
2010-09,144.24174026942245
2010-10,147.23948248950478
2010-11,158.65753114343954
2010-12,168.26068552399363
2011-01,166.12066240063777
2011-02,171.7670262941325
2011-03,169.55803577000836
2011-04,167.62497757420385
2011-05,169.31279651444154
2011-06,164.40365748420308
2011-07,161.71588281968343
2011-08,148.36161075497392
2011-09,141.24332443133406
2011-10,152.033764520571
2011-11,153.93812779344853
2011-12,158.618762756454
2012-01,168.85537635572553
2012-02,172.1184738923195
2012-03,174.62589389112185
2012-04,174.08633235231127
2012-05,170.28435326165436
2012-06,171.73182696453364
2012-07,176.40548503520327
2012-08,177.71227324202653
2012-09,179.93291475706886
2012-10,177.1839637914153
2012-11,178.41148918495603
2012-12,181.31426506515095
2013-01,186.89685283753747
2013-02,195.6826718281122
2013-03,206.21178854264
2013-04,203.08075551456471
2013-05,208.64168034314915
2013-06,203.79555627061308
2013-07,212.0129065030993
2013-08,208.77717743771046
2013-09,217.31401940043943
2013-10,222.9533489232867
2013-11,226.5392117610421
2013-12,228.61367499288477
2014-01,229.30723056810893
2014-02,234.7194322211924
2014-03,234.87763187978956
2014-04,229.73301615875238
2014-05,236.23954669975694
2014-06,245.57328161761401
2014-07,240.89085797546707
2014-08,252.66929451547986
2014-09,248.74285682694006
2014-10,255.55886037809034
2014-11,258.0507805176788
2014-12,267.0927046480679
2015-01,281.45935874415
2015-02,299.7140522418108
2015-03,314.97176289294555
2015-04,303.29155272257367
2015-05,313.5896328623669
2015-06,305.46665634971083
2015-07,306.38865761049277
2015-08,285.7228511710912
2015-09,274.42598244198336
2015-10,293.5508267875723
2015-11,310.9995418975963
2015-12,294.36694081492476
2016-01,273.05592952664836
2016-02,274.1899821465311
2016-03,283.71284052704095
2016-04,289.1420714090907
2016-05,300.6416772156213
2016-06,298.57018365325973
2016-07,312.9221239956546
2016-08,314.2967359267366
2016-09,316.28538704091505
2016-10,313.22076297167365
2016-11,337.66418591873327
2016-12,347.7446668414854
2017-01,347.20399070563406
2017-02,360.57386649712964
2017-03,360.6509200007766
2017-04,359.82305214909854
2017-05,350.2907183955826
2017-06,351.8326016631499
2017-07,347.50721847035766
2017-08,344.7041280908008
2017-09,360.0214615338594
2017-10,370.55055748731434
2017-11,370.47090133847547
2017-12,372.54847807478353
2018-01,371.8028866698606
2018-02,365.1955538023304
2018-03,362.0285382826885
2018-04,371.1033481658263
2018-05,395.29990578754166
2018-06,394.0488167465469
2018-07,398.47465421482326
2018-08,410.6866804110301
2018-09,405.7091823101748
2018-10,374.4859600341004
2018-11,378.4269212935101
2018-12,339.03928917922167
2019-01,372.3361948916
2019-02,389.23144762149224
2019-03,392.2364685362422
2019-04,404.7186113434195
2019-05,380.5047046957304
2019-06,395.03004062962367
2019-07,407.44711220043047
2019-08,397.6620914522357
2019-09,409.17397778024866
2019-10,409.8527782939258
2019-11,427.89690937315135
2019-12,433.3642271939737
2020-01,427.16488656096544
2020-02,392.0537566105826
2020-03,312.3265754165467
2020-04,355.1597998613028
2020-05,375.60308051399636
2020-06,382.2815606998936
2020-07,377.1555222029839
2020-08,393.65707006635125
2020-09,393.7136422528264
2020-10,396.6563278000997
2020-11,445.1954006973185
2020-12,466.59008629141414
2021-01,480.60376786896484
2021-02,504.75542800220853
2021-03,532.3949767343087
2021-04,539.0912589488697
2021-05,534.3931882205145
2021-06,554.0972313075313
2021-07,548.9569629841137
2021-08,564.1008719137334
2021-09,558.1765280176968
2021-10,580.03898450648
2021-11,568.0522070340079
2021-12,581.8257004225584
2022-01,545.9901926591175
2022-02,547.6574891229549
2022-03,559.3091844294219
2022-04,543.3592004112935
2022-05,534.2815002216287
2022-06,493.67236656482305
2022-07,552.4905384004013
2022-08,544.4457629514158
2022-09,502.7740280805325
2022-10,538.5428441687357
2022-11,547.3619092057879
2022-12,509.12657958267084
2023-01,546.8194068146886
2023-02,548.1546118008227
2023-03,521.4963036525772
2023-04,510.9793960340809
2023-05,515.2101590054947
2023-06,536.5877962964009
2023-07,556.6766058942535
