Date,ASIA APEX SMALL CAP 200
2019-11,2305.7501126359352
2019-12,2397.9419953791557
2020-01,2271.4795064191553
2020-02,2226.9432230483526
2020-03,1914.010805214233
2020-04,2192.5238594366347
2020-05,2227.7784473952183
2020-06,2427.784557181683
2020-07,2489.252388223417
2020-08,2549.5803015216966
2020-09,2536.9429079159477
2020-10,2579.8767905306618
2020-11,2826.125210908078
2020-12,2949.8400398055683
2021-01,3077.0468437714458
2021-02,3333.093485632479
2021-03,3469.816161184411
2021-04,3587.380713910201
2021-05,3581.6159636108932
2021-06,3780.3868392211784
2021-07,3742.6576340307015
2021-08,3797.4971899353973
2021-09,3849.577314260592
2021-10,3905.6092065877633
2021-11,3976.1513791687967
2021-12,4094.630229667323
2022-01,3889.040406048906
2022-02,3828.1863345682877
2022-03,3906.7007811955004
2022-04,3889.0397906034405
2022-05,3805.184243947576
2022-06,3500.3894339198396
2022-07,3718.7353465902065
2022-08,3888.690316544718
2022-09,3589.3158958165113
2022-10,3477.1953228883995
2022-11,3737.139760510799
2022-12,3540.3142623189865
2023-01,3714.4468015154216
2023-02,3773.4563618972793
2023-03,3782.5448744118594
2023-04,3763.4720092298085
2023-05,4053.4882689346105
2023-06,4200.116323367095
2023-07,4471.796560884229
