Date,ASIA APEX SMALL CAP 200
2003-08,545.8113516019931
2003-09,522.5024766793828
2003-10,560.1990790512012
2003-11,544.8783982610345
2003-12,544.0478444159909
2004-01,589.3586448105707
2004-02,614.2262435775475
2004-03,608.6387698803841
2004-04,583.257240645504
2004-05,553.8823922422423
2004-06,551.7234195416879
2004-07,540.664206913073
2004-08,567.7416835366065
2004-09,582.4838177283614
2004-10,576.504357014608
2004-11,603.6255995793506
2004-12,616.7344413911466
2005-01,633.5713100052543
2005-02,676.4200938233487
2005-03,662.1436591073581
2005-04,657.4817769414327
2005-05,707.1691497458253
2005-06,751.6281854891831
2005-07,797.4247035101686
2005-08,769.853641338172
2005-09,841.7512043444405
2005-10,791.5148154386534
2005-11,898.2520672014925
2005-12,957.2430893585397
2006-01,973.122634950277
2006-02,998.8023529738199
2006-03,1027.9633002366008
2006-04,1062.3556966535384
2006-05,988.102869498362
2006-06,953.9560111079783
2006-07,956.7711349735623
2006-08,979.7526786244549
2006-09,1033.1730906707578
2006-10,1061.8317128899698
2006-11,1127.9644506216414
2006-12,1167.851968005593
2007-01,1168.009425782403
2007-02,1190.3587043706727
2007-03,1238.150329527652
2007-04,1275.0301352746194
2007-05,1413.457227595327
2007-06,1504.5134019617585
2007-07,1643.4080087889727
2007-08,1568.3810134073842
2007-09,1622.801765192314
2007-10,1724.2338108794506
2007-11,1484.1943850387672
2007-12,1463.49121808292
2008-01,1213.687657941921
2008-02,1276.819138003056
2008-03,1154.8087039442926
2008-04,1251.9803126252366
2008-05,1221.9199579634035
2008-06,1083.6791733856498
2008-07,1042.9228070947179
2008-08,1000.0000000000001
2008-09,840.7369882461876
2008-10,654.9464345453514
2008-11,628.7127230100804
2008-12,680.1731304031289
2009-01,692.5159988844266
2009-02,688.1894440023062
2009-03,766.8192818500687
2009-04,946.1429626672608
2009-05,1090.9038970406405
2009-06,1069.0066193601665
2009-07,1197.5910570367198
2009-08,1132.6161904401436
2009-09,1200.184858295126
2009-10,1207.6764376178564
2009-11,1230.029533018781
2009-12,1368.258287117679
2010-01,1327.9729828429172
2010-02,1363.4541662674553
2010-03,1488.2729209755912
2010-04,1532.517452223281
2010-05,1500.9120970333122
2010-06,1519.1690043247377
2010-07,1518.5441633550975
2010-08,1538.422443370672
2010-09,1623.7591153051537
2010-10,1638.115595926547
2010-11,1762.9417096270563
2010-12,1776.7143124147894
2011-01,1756.1068077829493
2011-02,1627.9059731226905
2011-03,1658.4916591642632
2011-04,1665.8192315056274
2011-05,1704.7214973669827
2011-06,1658.8443235160726
2011-07,1706.8568932769215
2011-08,1519.9000432447697
2011-09,1319.9539576000905
2011-10,1439.8232716097948
2011-11,1374.6319001487432
2011-12,1394.1236514795987
2012-01,1512.5232654353983
2012-02,1612.8716849285881
2012-03,1539.770537737838
2012-04,1520.2275858873738
2012-05,1505.7029535146348
2012-06,1484.944217129053
2012-07,1538.0813765039488
2012-08,1543.538911855734
2012-09,1589.0408521498161
2012-10,1560.7879451937386
2012-11,1609.536890822263
2012-12,1627.5937654229901
2013-01,1630.7679575658967
2013-02,1725.8410510946412
2013-03,1787.1138695374657
2013-04,1777.289086070262
2013-05,1859.5911214045325
2013-06,1697.4701645801333
2013-07,1693.5975256191039
2013-08,1697.863730023948
2013-09,1748.9354815728875
2013-10,1769.333408383704
2013-11,1768.8499333157963
2013-12,1759.89032543508
2014-01,1754.9968645166261
2014-02,1762.6229728116086
2014-03,1747.3235153012652
2014-04,1730.3907513012298
2014-05,1791.4355278938679
2014-06,1813.3133486400302
2014-07,1864.7890291716653
2014-08,1915.569714585266
2014-09,1902.6882560617034
2014-10,1875.6442559657198
2014-11,1844.921975591401
2014-12,1866.5974394242814
2015-01,2037.5967344077706
2015-02,2059.620206354379
2015-03,2223.4723275910783
2015-04,2400.40072902436
2015-05,2466.153767542656
2015-06,2257.3166931777955
2015-07,2045.7968475330513
2015-08,1808.0997298195073
2015-09,1812.6626022656753
2015-10,1958.5071960770222
2015-11,2017.8425755607495
2015-12,1945.2977087359548
2016-01,1791.5736770526503
2016-02,1772.3494093898664
2016-03,1821.6291809130726
2016-04,1815.6223989279995
2016-05,1826.6328113306884
2016-06,1836.0152405285291
2016-07,1867.7378801363068
2016-08,1952.2169308183852
2016-09,1971.5752077725876
2016-10,1920.5211638199157
2016-11,1930.1074976670443
2016-12,1895.770258173625
2017-01,1955.191098570141
2017-02,2096.4861309243333
2017-03,2155.769464840741
2017-04,2126.003322252493
2017-05,2099.5597310118997
2017-06,2097.7007895090987
2017-07,2113.0772465887976
2017-08,2150.0595510605144
2017-09,2202.1745395849002
2017-10,2338.013704304709
2017-11,2346.5859515963443
2017-12,2364.7644654553387
2018-01,2490.2320201864645
2018-02,2421.027448388984
2018-03,2411.2788416107064
2018-04,2454.8950704448184
2018-05,2638.8917596488795
2018-06,2449.249190632557
2018-07,2414.687928784874
2018-08,2370.591794899254
2018-09,2345.678259804582
2018-10,2034.1748046114158
2018-11,2204.546943826115
2018-12,2116.0446425131263
2019-01,2223.439005968723
2019-02,2312.1913810926
2019-03,2356.714465595571
2019-04,2358.880591899585
2019-05,2150.8946500429975
2019-06,2222.4291709718186
2019-07,2265.087848232166
2019-08,2177.0763265759856
2019-09,2252.7951177865066
2019-10,2304.372438265546
