Date,ANDEAN SMALL CAP
2002-05,1000.0
2002-06,889.7193337682234
2002-07,842.0308348252431
2002-08,860.8023072575254
2002-09,797.7872418870566
2002-10,851.8004638275012
2002-11,896.9910824965682
2002-12,883.4077887286898
2003-01,857.0761243072478
2003-02,840.6716541664971
2003-03,847.1201550458203
2003-04,949.9149663108919
2003-05,963.977211760843
2003-06,1011.9561675082654
2003-07,1067.4930737304055
2003-08,1144.5434703564779
2003-09,1146.5231081979182
2003-10,1293.2253659640603
2003-11,1251.0167227323027
2003-12,1258.3990579221509
2004-01,1308.9731642670665
2004-02,1428.3779037189956
2004-03,1494.144635333499
2004-04,1515.9143410217841
2004-05,1431.9141927173632
2004-06,1473.5600666845116
2004-07,1535.1234193661285
2004-08,1715.3260100489451
2004-09,1882.1438506393006
2004-10,1963.4405403961123
2004-11,2029.5361811976409
2004-12,2040.592209695839
2005-01,2060.926649720831
2005-02,2150.897625693375
2005-03,2286.6719747530597
2005-04,2276.836309993595
2005-05,2254.59307647231
2005-06,2415.5681985256647
2005-07,2771.139866863641
2005-08,2706.1583449915443
2005-09,2882.4975529069948
2005-10,2675.9694093441635
2005-11,2793.3079995426497
2005-12,2747.649273117579
2006-01,2938.9078597435964
2006-02,3085.219827805185
2006-03,3017.566713899343
2006-04,3023.247244089676
2006-05,2779.710357660837
2006-06,2722.120842940092
2006-07,2794.9027504102564
2006-08,2921.8485101894175
2006-09,2992.797220222659
2006-10,3214.364319991932
2006-11,3304.592947662004
2006-12,3566.878281798547
2007-01,3805.8080082471224
2007-02,3800.6802678074887
2007-03,4147.624760729316
2007-04,4424.433418979011
2007-05,4703.795062882868
2007-06,5025.994870329623
2007-07,4984.26762177027
2007-08,4857.0639084541635
2007-09,4760.763822601131
2007-10,4982.666504594235
2007-11,4548.931675535121
2007-12,4461.093801567446
2008-01,4064.4528616859743
2008-02,4244.152301305238
2008-03,4098.440283872491
2008-04,4179.82059585046
2008-05,4033.46813757403
2008-06,3492.6523897413026
2008-07,3547.283830399654
2008-08,3640.2884509045184
2008-09,3225.0204324444367
2008-10,2571.702473684457
2008-11,2598.9725285901804
2008-12,2472.6640709187145
2009-01,2840.6272805126173
2009-02,2838.3335488104303
2009-03,2849.98225164196
2009-04,3257.4825183324406
2009-05,3744.610761554611
2009-06,3977.430709290227
2009-07,4003.639805086917
2009-08,3997.8282057066012
2009-09,4311.2435866773485
2009-10,4408.825273860313
2009-11,4479.471333534673
2009-12,4903.600221912972
2010-01,5126.5300551826
2010-02,5437.048511449184
2010-03,5512.618547681676
2010-04,5833.682561590802
2010-05,5981.07753941825
2010-06,6250.10196401546
2010-07,6503.68709726612
2010-08,7357.978209367243
2010-09,7551.423396338614
2010-10,7639.767827252574
2010-11,8306.508338564516
2010-12,8648.617832916912
2011-01,7885.536497478068
2011-02,7354.357316470708
2011-03,7154.444637342565
2011-04,7201.667474910513
2011-05,7314.326042042915
2011-06,6135.171658088158
2011-07,5955.119387659262
2011-08,5552.604625099425
2011-09,4565.589493487317
2011-10,5134.0897655943445
2011-11,4978.014059384804
2011-12,4929.252504656422
2012-01,5334.345227880712
2012-02,5687.068836983378
2012-03,5990.946314327187
2012-04,5944.668917297547
2012-05,5631.527939286473
2012-06,5649.50973629914
2012-07,5921.683245224569
2012-08,5715.175806855259
2012-09,5918.908503687103
2012-10,6149.935547877851
2012-11,5746.624610164801
2012-12,5928.506529476009
2013-01,6146.457609466758
2013-02,6402.100243785494
2013-03,6229.297118592231
2013-04,5677.760628868893
2013-05,5262.626856501693
2013-06,4742.536890711791
2013-07,4240.310822589096
2013-08,4149.846460690673
2013-09,4234.108687504842
2013-10,4125.171847207208
2013-11,3763.009913433689
2013-12,3763.472769366756
2014-01,3458.738605888146
2014-02,3486.957359353861
2014-03,3636.0884692822397
2014-04,3603.224008369454
2014-05,3715.4986150912896
2014-06,3648.1455914019125
2014-07,3739.474548198844
2014-08,3855.021626272788
2014-09,3897.167279730858
2014-10,3999.703039294244
2014-11,3935.3158986589156
2014-12,3936.999801350277
2015-01,4129.861637888443
2015-02,4476.237364542011
2015-03,4415.746542994903
2015-04,4460.853541672349
2015-05,4362.463207792928
2015-06,4024.618707425228
2015-07,3772.830234529059
2015-08,3498.421038793389
2015-09,3424.8833802259655
2015-10,3547.9703922719154
2015-11,3476.7368908741046
2015-12,3525.555770482205
2016-01,3468.062689269883
2016-02,3718.710782061074
2016-03,4011.7287117326973
2016-04,4213.841872098694
2016-05,4126.209470649788
2016-06,4235.840811165855
2016-07,4460.579932723911
2016-08,4514.288099409956
2016-09,4503.261337121493
2016-10,4891.0275165325875
2016-11,4806.260487002221
2016-12,4850.928693299604
2017-01,4927.502796938329
2017-02,5206.895522896973
2017-03,5404.999703221724
2017-04,5294.797202240802
2017-05,5100.726050812999
2017-06,4881.62583657049
2017-07,5150.784332815323
2017-08,5413.946141572698
2017-09,5609.505812725821
2017-10,5963.518146479426
2017-11,5201.491869900005
2017-12,5935.501016906867
2018-01,6035.217204765877
2018-02,5903.879305416468
2018-03,5604.849392758728
2018-04,5778.774984837578
2018-05,5521.577609063787
2018-06,5091.094105898283
2018-07,5152.459995787787
2018-08,4784.819696582063
2018-09,4975.174323092305
2018-10,4568.505225397217
2018-11,4741.301297531162
2018-12,4530.889729833208
2019-01,5079.023541863232
2019-02,5143.7905809354725
2019-03,4993.788274288517
2019-04,4985.661241354809
2019-05,4603.019188762669
2019-06,4979.682187072906
2019-07,4940.952360757996
2019-08,4040.9158267349903
2019-09,4268.961638288254
2019-10,3895.2178424831873
2019-11,3617.5908943535173
2019-12,4112.502937098359
2020-01,3735.43760149307
2020-02,3294.8648021489007
2020-03,2331.326030414859
2020-04,2593.266421121436
2020-05,2601.912008358317
2020-06,2771.3661432999047
2020-07,2864.031854703077
2020-08,2800.7233784037726
2020-09,2497.210958148831
2020-10,2426.2220981359087
2020-11,2856.1033626269077
2020-12,3057.0003821663154
2021-01,2917.84497653723
2021-02,3062.487809115358
2021-03,3205.241196056244
2021-04,3013.059118926929
2021-05,3018.8337752825228
2021-06,3061.0819350973475
2021-07,2904.9027914392946
2021-08,3070.70281818704
2021-09,2878.19029174181
2021-10,2857.298094557256
2021-11,2823.5555232609554
2021-12,2848.2124987474867
2022-01,3258.9068567098725
2022-02,2977.4124286284427
2022-03,3294.6031856193204
2022-04,3080.913360182301
2022-05,3278.255508440493
2022-06,2752.6554420822704
2022-07,2937.8662152593442
2022-08,3082.669697792609
2022-09,2744.9590634807364
2022-10,2820.5836527898277
2022-11,2892.484615123955
2022-12,3136.7946622632353
2023-01,3251.346744946097
2023-02,3189.308294578325
2023-03,3376.937373456699
2023-04,3322.329233811912
2023-05,3539.3752434167263
2023-06,3735.1184584395187
2023-07,3879.7746614178814
