Date,WORLD SMALL CAP
2007-04,168.21311456059624
2007-05,174.9643183308706
2007-06,172.9766995683126
2007-07,164.98254577620833
2007-08,160.93737133040034
2007-09,157.46611064292193
2007-10,162.35056911322351
2007-11,147.9063351509868
2007-12,145.78137723122407
2008-01,132.53775301923093
2008-02,130.3038536434415
2008-03,123.57916188923453
2008-04,130.841638365587
2008-05,135.80057817462486
2008-06,123.12827288305351
2008-07,122.1019749502048
2008-08,129.31272117952497
2008-09,117.51954946713315
2008-10,100.7098022735722
2008-11,92.08013764090795
2008-12,89.12216111935686
2009-01,89.27946179123869
2009-02,80.6898937880642
2009-03,83.53390255097801
2009-04,97.53379687081224
2009-05,99.25202765925958
2009-06,101.28306865259373
2009-07,109.00901026732556
2009-08,114.2637503150449
2009-09,118.78516278778012
2009-10,113.04300841405906
2009-11,113.71907502948095
2009-12,124.44234060267787
2010-01,125.36184893926335
2010-02,130.64202469893797
2010-03,141.9289801786926
2010-04,149.9980260097742
2010-05,146.9228691596503
2010-06,140.3203501593039
2010-07,142.17420990187722
2010-08,139.03030598438744
2010-09,144.33105278579595
2010-10,147.3702461746609
2010-11,158.14910878189184
2010-12,167.86136250856825
2011-01,165.73533179106636
2011-02,171.1708591806815
2011-03,168.56333638487797
2011-04,167.34473064508893
2011-05,169.14693778782964
2011-06,164.06506658362687
2011-07,161.67945781596976
2011-08,148.04748246173156
2011-09,141.03729608856457
2011-10,151.70825040846097
2011-11,153.41187550278767
2011-12,157.75340907640665
2012-01,168.25166038806535
2012-02,172.1342509720998
2012-03,174.55009473039829
2012-04,174.37251867412104
2012-05,170.00027444794242
2012-06,171.60776376903266
2012-07,176.57581917765253
2012-08,178.1828778644261
2012-09,180.68934658291946
2012-10,178.3521964968048
2012-11,179.43373358569923
2012-12,182.58838902730167
2013-01,187.68110659052095
2013-02,196.45876213707712
2013-03,206.89629233427462
2013-04,203.98211214157072
2013-05,209.62881188359717
2013-06,204.49749922122706
2013-07,213.0671513552366
2013-08,210.43164685835208
2013-09,219.14739337321177
2013-10,224.92196126958922
2013-11,228.65427969659905
2013-12,231.2656650367521
2014-01,231.90768179829854
2014-02,238.3386565827075
2014-03,237.76042426083055
2014-04,232.39032157195118
2014-05,238.77321262302337
2014-06,247.28884974638305
2014-07,242.84387506244755
2014-08,254.2711328688239
2014-09,250.2602819051622
2014-10,256.6098400169404
2014-11,259.02661676605294
2014-12,268.34903030844634
2015-01,282.55479993605326
2015-02,301.7873346277007
2015-03,315.79157561883954
2015-04,305.4871479465991
2015-05,316.7335687641883
2015-06,308.8155778134902
2015-07,310.0691351928139
2015-08,289.5309099878624
2015-09,278.2348231126659
2015-10,297.2925078197549
2015-11,314.42490904061
2015-12,297.9939557879487
2016-01,275.91717167009034
2016-02,276.66701600577375
2016-03,285.98108212055934
2016-04,291.2203769786383
2016-05,303.2042837924155
2016-06,298.06602081923523
2016-07,312.4425071275501
2016-08,314.15530851280215
2016-09,315.9998744771318
2016-10,312.023641098843
2016-11,335.9393938353412
2016-12,345.9213234693464
2017-01,345.38023639403644
2017-02,358.7322931171707
2017-03,359.0264884624803
2017-04,359.7251726151733
2017-05,350.56009443450506
2017-06,351.00226891153375
2017-07,347.25471441916886
2017-08,344.15715109761237
2017-09,359.7617853755656
2017-10,370.38566665519636
2017-11,369.78128922038024
2017-12,372.69993581621856
2018-01,371.96831480924254
2018-02,364.73026437977177
2018-03,361.88805085074716
2018-04,371.7528151492028
2018-05,395.0433446453754
2018-06,393.6506195197456
2018-07,397.5855250861382
2018-08,408.6070366987334
2018-09,403.4510351326579
2018-10,372.59610557210226
2018-11,375.241126719626
2018-12,337.2506394318559
2019-01,370.5905223067254
2019-02,387.44951041877533
2019-03,390.4451288188
2019-04,403.40120675468444
2019-05,379.1453000686667
2019-06,392.5758902208977
2019-07,403.8389376314726
2019-08,394.3651709562341
2019-09,406.5578163140614
2019-10,408.2558762430796
2019-11,426.46684347494835
2019-12,433.40643376715104
2020-01,426.8133174915348
2020-02,391.0130755512965
2020-03,310.1029060659469
2020-04,352.3954834938531
2020-05,371.5201321192103
2020-06,377.4173364756838
2020-07,372.49930155268254
2020-08,389.3136389742136
2020-09,388.4413607447001
2020-10,390.9792378675226
2020-11,439.27359395570477
2020-12,461.08228984263405
2021-01,473.96661820167316
2021-02,498.0757477847962
2021-03,525.2564905233955
2021-04,532.7241449519975
2021-05,528.9459312929171
2021-06,546.4730305052277
2021-07,542.8061573359529
2021-08,558.5194235087561
2021-09,551.1925892655643
2021-10,571.9283575062873
2021-11,559.4672808835237
2021-12,574.2499188416574
2022-01,538.5345871933268
2022-02,538.6341533203704
2022-03,548.7717470283507
2022-04,533.6134851191907
2022-05,524.3932427737763
2022-06,483.70206773682077
2022-07,541.1255967901584
2022-08,530.8389851231394
2022-09,488.96145469599884
2022-10,523.6339256489288
2022-11,533.5831542324161
2022-12,497.12392098665293
2023-01,533.7978199649641
2023-02,535.5164112933388
2023-03,509.2850268988592
2023-04,500.66755115286634
2023-05,504.04298702392146
2023-06,523.4735872370619
2023-07,543.406378694641
