Date,NORTH AMERICA SMALL CAP
2021-05,575.6924311252618
2021-06,601.4110488697575
2021-07,589.022516454309
2021-08,604.4473961189952
2021-09,598.2275874881846
2021-10,628.0693338738969
2021-11,617.161678079973
2021-12,631.1260807663368
2022-01,590.9705202517005
2022-02,596.2102357059402
2022-03,610.7427853027868
2022-04,590.4614381732948
2022-05,581.9727087057
2022-06,540.2530174563684
2022-07,612.2490196481051
2022-08,604.6248080890639
2022-09,561.1179930428888
2022-10,612.1324869461247
2022-11,612.6362114931391
2022-12,556.3780843837718
2023-01,603.1137934876701
2023-02,605.5038769076327
2023-03,567.8642029161686
2023-04,551.2362716556086
2023-05,559.8280408819962
2023-06,592.4092858020724
2023-07,616.5425400172356
