Date,ACWI ex CANADA SMALL CAP
2020-01,4151.917164140969
2020-02,3813.259458914803
2020-03,3025.9946726363837
2020-04,3426.620195604455
2020-05,3597.4111187939798
2020-06,3673.5275688743727
2020-07,3639.9169895903287
2020-08,3797.8139543299544
2020-09,3796.068710533151
2020-10,3819.154900171631
2020-11,4287.221801101427
2020-12,4503.382343653263
2021-01,4620.0499188306285
2021-02,4859.238418022544
2021-03,5121.01031774262
2021-04,5203.754955596098
2021-05,5170.480729900628
2021-06,5357.109248820541
2021-07,5316.53440528504
2021-08,5465.325122591968
2021-09,5397.857854821639
2021-10,5572.922141526167
2021-11,5466.010940242651
2021-12,5614.9751671844215
2022-01,5276.810355149122
2022-02,5255.372325022152
2022-03,5357.267250214598
2022-04,5228.621180536837
2022-05,5128.906897046396
2022-06,4733.776039656111
2022-07,5257.021243456206
2022-08,5194.541726535016
2022-09,4787.101781220608
2022-10,5078.961373263472
2022-11,5193.06837155492
2022-12,4853.8399280724825
2023-01,5190.908247172679
2023-02,5207.753285796969
2023-03,4967.991947277684
2023-04,4889.7308227779795
2023-05,4951.3140701935345
2023-06,5133.893572545818
2023-07,5340.00660850895
