Date,ACWI ex CANADA SMALL CAP
1998-12,694.3858362238151
1999-01,721.9628123940663
1999-02,716.1361367275372
1999-03,755.2270220314497
1999-04,829.4151230396037
1999-05,837.5504928856758
1999-06,902.1016979326018
1999-07,879.9308864270107
1999-08,893.9869636545933
1999-09,891.7628117975695
1999-10,908.8228246896787
1999-11,988.203854185706
1999-12,1055.012132345691
2000-01,1078.415853801328
2000-02,1181.6377475293677
2000-03,1185.1194138318303
2000-04,1139.1766681769939
2000-05,1085.3243743008352
2000-06,1127.154273037542
2000-07,1116.3273967153573
2000-08,1218.6877642886714
2000-09,1174.058267120344
2000-10,1144.6294734017617
2000-11,1040.563839642388
2000-12,1006.6642863343761
2001-01,1062.124087164764
2001-02,1013.7510197705433
2001-03,980.9662449452087
2001-04,1044.495840714454
2001-05,1113.3634862582992
2001-06,1106.3954942543687
2001-07,1027.6095195099947
2001-08,976.8126521271797
2001-09,848.9533194818232
2001-10,902.8779163301936
2001-11,959.7887103447655
2001-12,992.8218326577821
2002-01,1016.7162486533656
2002-02,1006.4697839206566
2002-03,1066.0371219978804
2002-04,1048.9024418707781
2002-05,1011.3183077308463
2002-06,902.8646681534933
2002-07,819.8318265382001
2002-08,818.0979945358571
2002-09,743.877768575299
2002-10,760.7808866175822
2002-11,806.1905906673072
2002-12,740.666151225269
2003-01,709.9098459782094
2003-02,693.3921767660519
2003-03,686.4993468280269
2003-04,733.0456190767408
2003-05,760.3824130846873
2003-06,800.663605713236
2003-07,850.6324748318971
2003-08,913.8144002687186
2003-09,874.0968932867697
2003-10,942.9674087407637
2003-11,935.3508311727705
2003-12,925.9397460191202
2004-01,976.0736960942677
2004-02,1000.0
2004-03,1032.3152256058486
2004-04,1016.0833783859599
2004-05,1001.4062418060522
2004-06,1043.6509670939854
2004-07,1004.3286943463527
2004-08,998.3557839898472
2004-09,1011.4390024225646
2004-10,1012.0340173646914
2004-11,1042.937932824706
2004-12,1065.871980906102
2005-01,1101.599824550144
2005-02,1119.2921969756108
2005-03,1115.9957374636967
2005-04,1084.6919069424498
2005-05,1170.8680440568444
2005-06,1228.7792411583914
2005-07,1284.652491683714
2005-08,1273.6852054860892
2005-09,1328.6601993104282
2005-10,1293.3397087104481
2005-11,1371.3023861520821
2005-12,1416.1232744792887
2006-01,1475.5251536290789
2006-02,1499.5006921920167
2006-03,1536.2413068762557
2006-04,1515.68293664316
2006-05,1410.4435771163814
2006-06,1400.0326115144926
2006-07,1374.741556187602
2006-08,1405.7533008367611
2006-09,1435.7816113128554
2006-10,1488.6932461183972
2006-11,1495.2668599805766
2006-12,1532.3627113556356
2007-01,1587.1118353997276
2007-02,1576.8336660369562
2007-03,1604.8828917322764
2007-04,1622.6554487213657
2007-05,1701.265343699271
2007-06,1682.8292819808576
2007-07,1622.4914708772428
2007-08,1601.6458527023647
2007-09,1578.7039993499511
2007-10,1616.6462121507345
2007-11,1485.1869330980303
2007-12,1467.0082369791023
2008-01,1327.982159390895
2008-02,1306.4748949584236
2008-03,1235.7012889990847
2008-04,1311.745927284483
2008-05,1352.6234609886876
2008-06,1217.5276618779146
2008-07,1211.163668644277
2008-08,1273.8683038996085
2008-09,1152.4935103583716
2008-10,983.6631163846162
2008-11,901.8171971210098
2008-12,878.3341546022309
2009-01,878.519453123802
2009-02,799.0951291657328
2009-03,832.8366208881075
2009-04,978.0477182228665
2009-05,1006.6772333512437
2009-06,1028.2929504902888
2009-07,1110.2835934352483
2009-08,1157.5759966665005
2009-09,1203.707873824849
2009-10,1150.1241082907118
2009-11,1157.6662352817937
2009-12,1269.2543485952742
2010-01,1277.4198930845307
2010-02,1325.2520001349835
2010-03,1441.1403131995175
2010-04,1520.2920010548712
2010-05,1486.8200394232854
2010-06,1431.5137304843474
2010-07,1449.1272986585434
2010-08,1423.686503491635
2010-09,1479.4394585797388
2010-10,1509.6211729021556
2010-11,1610.8894126007033
2010-12,1702.7552698395216
2011-01,1674.3380628078523
2011-02,1710.6033877191333
2011-03,1692.1738181861517
2011-04,1681.961628021987
2011-05,1699.8547844592347
2011-06,1651.6559580525159
2011-07,1631.5409980875518
2011-08,1485.7389872788988
2011-09,1412.9490334928803
2011-10,1514.7185953437952
2011-11,1521.311845916757
2011-12,1564.622437373769
2012-01,1673.7905173712134
2012-02,1721.4370672677642
2012-03,1742.879017519503
2012-04,1738.805486605659
2012-05,1697.7516208940365
2012-06,1715.9940239709822
2012-07,1762.3422351461236
2012-08,1775.5561549560384
2012-09,1804.4679467264364
2012-10,1780.4753234607178
2012-11,1796.0162034376483
2012-12,1832.60330221493
2013-01,1880.5293482715642
2013-02,1974.902284443369
2013-03,2073.3742975631008
2013-04,2049.3744124954146
2013-05,2105.457470557385
2013-06,2041.3224927762371
2013-07,2112.8522454485956
2013-08,2082.8175723460126
2013-09,2170.877624226329
2013-10,2230.0428120679503
2013-11,2262.9706420594684
2013-12,2282.044179800406
2014-01,2287.8611711705057
2014-02,2347.3971132596903
2014-03,2346.35733779649
2014-04,2292.8417479240356
2014-05,2361.317397146999
2014-06,2435.3997889511015
2014-07,2404.4445986785345
2014-08,2515.3293908792216
2014-09,2485.4405596120555
2014-10,2548.351302968265
2014-11,2570.621218690736
2014-12,2656.7601505320226
2015-01,2815.958524506316
2015-02,2996.163860643079
2015-03,3139.2296909420324
2015-04,3053.1572723408453
2015-05,3167.6618609565744
2015-06,3077.9305395241045
2015-07,3074.9359373490734
2015-08,2857.1146564535247
2015-09,2759.5638355302135
2015-10,2949.410185780422
2015-11,3111.4798838005686
2015-12,2961.3302119530995
2016-01,2738.764226811689
2016-02,2736.817113751492
2016-03,2830.7013493801355
2016-04,2870.4274884723345
2016-05,2978.7577980918422
2016-06,2936.2139817965112
2016-07,3075.2015972722297
2016-08,3101.821291736127
2016-09,3119.6677457550636
2016-10,3089.119612237441
2016-11,3297.0843402825326
2016-12,3386.5723872807753
2017-01,3387.1880191885994
2017-02,3533.6784697901303
2017-03,3543.441002340165
2017-04,3553.965661160178
2017-05,3465.3967646401607
2017-06,3463.8487588916673
2017-07,3431.6258634349124
2017-08,3407.5228316841744
2017-09,3549.2731056009934
2017-10,3666.302882973495
2017-11,3661.78947855556
2017-12,3694.9946997308866
2018-01,3701.8219124066472
2018-02,3634.104207717776
2018-03,3600.9957590562435
2018-04,3691.557778017913
2018-05,3902.216155110983
2018-06,3861.388464763951
2018-07,3902.0841297700445
2018-08,3995.6161686653995
2018-09,3937.077199327008
2018-10,3631.6954239627653
2018-11,3679.5870793322133
2018-12,3330.7241052641743
2019-01,3639.3885456557227
2019-02,3796.7718876580016
2019-03,3834.3160103206064
2019-04,3954.53691549964
2019-05,3721.6057029105687
2019-06,3843.5486867236245
2019-07,3942.8781270125264
2019-08,3840.052318239138
2019-09,3961.316328312926
2019-10,3986.5080430881335
2019-11,4148.4715284029235
2019-12,4221.630592228975
