Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP
2019-12,469.4865583133354
2020-01,462.7311346493766
2020-02,425.641897035859
2020-03,329.34523922964144
2020-04,378.1609236414607
2020-05,398.3571701784955
2020-06,406.85371409521167
2020-07,405.0887742782868
2020-08,422.2088735882237
2020-09,417.6027714685024
2020-10,421.8266597590153
2020-11,479.10851460763087
2020-12,504.75617658384994
2021-01,520.6494902942684
2021-02,549.9875751753366
2021-03,578.9402600475161
2021-04,590.5016109047388
2021-05,587.29696144575
2021-06,606.2248406867493
2021-07,602.0053458245079
2021-08,619.1728519627746
2021-09,608.0091067570452
2021-10,636.2198868345844
2021-11,623.1950227254796
2021-12,640.9844760190001
2022-01,599.5248003550663
2022-02,598.7256104286968
2022-03,613.001101976258
2022-04,595.8826841467759
2022-05,584.9408679296221
2022-06,536.019017289209
2022-07,602.3890851690865
2022-08,589.9706521218358
2022-09,541.2688062845172
2022-10,585.1883382181082
2022-11,594.4073903720534
2022-12,549.4404523361032
2023-01,593.7560135279997
2023-02,596.4028831811786
2023-03,562.9974965513335
2023-04,552.8759779570897
2023-05,555.7937866200133
2023-06,580.1868509098659
2023-07,602.9044420999975
