Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP
2000-12,100.0
2001-01,105.72035624666378
2001-02,102.7737422918614
2001-03,100.47567335953526
2001-04,106.78612592893607
2001-05,113.40234168383277
2001-06,113.95023870232801
2001-07,107.99271703188779
2001-08,103.41810884336881
2001-09,88.53823596208001
2001-10,96.22548493589358
2001-11,104.61475505148813
2001-12,110.28517063188205
2002-01,112.42034888374201
2002-02,110.08427255568152
2002-03,117.71650984996496
2002-04,115.01397165411112
2002-05,108.97267540379072
2002-06,97.57224774784454
2002-07,86.24893638385534
2002-08,86.12009342589883
2002-09,78.3931774541934
2002-10,80.981357502668
2002-11,85.84740956730256
2002-12,77.3523068039044
2003-01,74.12189232688819
2003-02,71.69304567876263
2003-03,71.15202379139707
2003-04,77.60958782275101
2003-05,82.01542908745236
2003-06,85.65971469663859
2003-07,91.31881919199805
2003-08,98.4879351722103
2003-09,93.67490550603472
2003-10,102.35814640353968
2003-11,102.6433675858713
2003-12,101.15083738698704
2004-01,107.22293292115934
2004-02,109.819099497951
2004-03,111.32626247023538
2004-04,108.62348762901279
2004-05,108.20515373019848
2004-06,112.15445708777798
2004-07,108.2008367958663
2004-08,106.79313841045607
2004-09,109.67541505071536
2004-10,110.408283950906
2004-11,114.76688969737725
2004-12,116.66151104170127
2005-01,119.14016914977077
2005-02,121.06223385234571
2005-03,120.31295367624851
2005-04,115.64162310387108
2005-05,125.75879935683112
2005-06,132.43519802800733
2005-07,139.43791464131976
2005-08,138.4561450019559
2005-09,143.7682448728943
2005-10,138.32610782914026
2005-11,146.17858772286752
2005-12,148.86510929398074
2006-01,157.2020141884177
2006-02,161.105545986202
2006-03,166.15493339386214
2006-04,164.5586123499164
2006-05,153.21071167601735
2006-06,152.03306736562823
2006-07,149.36591856264187
2006-08,153.11056887530464
2006-09,156.04152775570176
2006-10,163.260388253658
2006-11,164.00284910653548
2006-12,167.98976437325712
2007-01,173.52364675325185
2007-02,171.00377601066617
2007-03,175.0230715092897
2007-04,177.85955153445124
2007-05,186.5925163976672
2007-06,183.99225461749114
2007-07,174.38681666343052
2007-08,171.198432173397
2007-09,168.31069595831036
2007-10,173.90927132143733
2007-11,157.4062548164811
2007-12,156.0204297952148
2008-01,141.25404645711018
2008-02,138.81831824955103
2008-03,131.46821964748003
2008-04,139.6981727482215
2008-05,145.08758320376947
2008-06,131.2151973558115
2008-07,130.36304569146373
2008-08,138.7917444092861
2008-09,125.53562660400863
2008-10,105.52562918081414
2008-11,94.55949070510694
2008-12,91.26631158655087
2009-01,91.011312426302
2009-02,82.70237920008016
2009-03,86.27306487370444
2009-04,102.36615966826503
2009-05,103.67167477575049
2009-06,104.97676313800649
2009-07,114.01435095674927
2009-08,119.59274199251216
2009-09,125.40993680089151
2009-10,119.30431164670262
2009-11,120.96235609127822
2009-12,133.38789004110163
2010-01,133.6409853131571
2010-02,139.3402205014593
2010-03,151.92348117878944
2010-04,160.76877373939166
2010-05,156.9314633297393
2010-06,148.94447590045698
2010-07,152.05170779357542
2010-08,148.23964215830546
2010-09,155.1089567516913
2010-10,159.1787107274587
2010-11,170.56272324807347
2010-12,180.91526227914648
2011-01,178.5700521626888
2011-02,184.43074217569497
2011-03,183.03244692453944
2011-04,182.3372635156066
2011-05,184.2017749503456
2011-06,177.59065891159003
2011-07,173.7548215087963
2011-08,158.2668911175462
2011-09,148.4140474560023
2011-10,162.75833586598353
2011-11,164.64793096749105
2011-12,168.8202308439942
2012-01,180.7618228971398
2012-02,185.6557200281925
2012-03,187.8940022070805
2012-04,187.86479896448105
2012-05,183.0095139953185
2012-06,184.59722075128775
2012-07,190.2677872187817
2012-08,192.85769111122616
2012-09,195.72945358523282
2012-10,193.54551612303086
2012-11,194.78250826182628
2012-12,198.2146984319421
2013-01,204.18822375095803
2013-02,213.14435391069603
2013-03,223.34528666840748
2013-04,218.84185905399738
2013-05,227.36353640827377
2013-06,221.31127846622792
2013-07,231.80001060748262
2013-08,228.78442620441572
2013-09,237.14742345692878
2013-10,244.35520191472233
2013-11,249.09449606214696
2013-12,252.36754553999822
2014-01,252.62101335837298
2014-02,261.69563861502115
2014-03,260.8683536865235
2014-04,255.02547317773866
2014-05,261.4525680316933
2014-06,269.88582774766644
2014-07,263.6244219268676
2014-08,277.22850956720845
2014-09,272.1135992886123
2014-10,280.4063824891555
2014-11,283.5285399802009
2014-12,293.5726981995686
2015-01,307.2833645342193
2015-02,329.1407968882805
2015-03,343.7141143775275
2015-04,332.1297850588983
2015-05,344.4624376034485
2015-06,334.85464522150113
2015-07,336.19196897745167
2015-08,313.1314505440378
2015-09,300.6468142330721
2015-10,320.87575091023945
2015-11,339.29912288916984
2015-12,320.14665309472076
2016-01,295.82088282779085
2016-02,297.33246285904175
2016-03,308.1822914901776
2016-04,313.0073233485113
2016-05,326.40490389396064
2016-06,320.28308439804744
2016-07,335.7954950718747
2016-08,339.3821535617452
2016-09,339.62294861797875
2016-10,332.92636870331506
2016-11,362.9416948782783
2016-12,374.006185381787
2017-01,372.70395034276646
2017-02,386.62926909476437
2017-03,387.40714281481246
2017-04,388.31344492987694
2017-05,376.8977815371213
2017-06,377.68958678143025
2017-07,373.4561156103193
2017-08,369.14435152885954
2017-09,387.1161752955375
2017-10,397.47989925598506
2017-11,396.1043186489506
2017-12,399.20653563405784
2018-01,398.03258920444887
2018-02,388.62787354434727
2018-03,386.1225244527935
2018-04,397.1065240628463
2018-05,423.76131980648717
2018-06,423.9325714442578
2018-07,429.3936346346894
2018-08,442.9745736286176
2018-09,435.7245366123926
2018-10,402.1316954455346
2018-11,403.8297296826564
2018-12,362.53865710011104
2019-01,400.85652046019
2019-02,420.5293550713666
2019-03,423.1824962387561
2019-04,438.4916034773428
2019-05,410.6969367263973
2019-06,427.0901130966058
2019-07,438.9355561669522
2019-08,427.20111397923233
2019-09,439.47843939686203
2019-10,439.73386012101474
2019-11,460.8842066333665
