Date,EAFE SMALL CAP
2000-12,100.0
2001-01,103.99386419321002
2001-02,103.06351013115344
2001-03,99.01396863562731
2001-04,107.14400176173031
2001-05,111.80293985840234
2001-06,108.61001540080245
2001-07,100.75579389669537
2001-08,98.10275614408621
2001-09,84.73228247504557
2001-10,90.04951764612694
2001-11,94.07355906362938
2001-12,92.2502723972307
2002-01,93.16458905643276
2002-02,94.2635749116666
2002-03,99.56644385309404
2002-04,99.87100630022042
2002-05,100.5975297898002
2002-06,91.59904915878246
2002-07,85.14845610083874
2002-08,84.02628034088416
2002-09,76.85716965635369
2002-10,75.7413404653707
2002-11,77.57150592656343
2002-12,72.1553606419225
2003-01,69.53668668947849
2003-02,68.69572927456642
2003-03,67.39492637537403
2003-04,72.0843836819932
2003-05,74.23955146903701
2003-06,80.0903744190904
2003-07,84.24561490363728
2003-08,92.06916208747035
2003-09,91.97550987524563
2003-10,99.48552331816805
2003-11,96.08552739784797
2003-12,96.85765250264231
2004-01,103.34088506994833
2004-02,106.2566965673733
2004-03,111.77996609729949
2004-04,111.10191851762204
2004-05,107.29668045242568
2004-06,113.48896699079648
2004-07,109.50004311489472
2004-08,109.24995269652571
2004-09,109.41916231729192
2004-10,110.83884932168543
2004-11,114.52638682177526
2004-12,117.54716170385863
2005-01,124.9921337623219
2005-02,127.68176632043682
2005-03,128.23154916867756
2005-04,126.04379224870088
2005-05,131.75916983552804
2005-06,137.98270283311894
2005-07,143.74164317229673
2005-08,146.0705046426928
2005-09,155.1075459716778
2005-10,151.0249877765223
2005-11,158.37314342972246
2005-12,170.93385873732578
2006-01,177.38177627666104
2006-02,178.45782172484545
2006-03,184.2515350606971
2006-04,184.6889143247722
2006-05,170.7288804181104
2006-06,167.74065428963496
2006-07,163.52907367823127
2006-08,167.59379446354905
2006-09,170.00152180469664
2006-10,174.90656317836653
2006-11,175.6481535403264
2006-12,182.42841860473993
2007-01,188.9977661628448
2007-02,189.02981801123838
2007-03,193.55116733465175
2007-04,195.78785208879825
2007-05,199.998364283362
2007-06,198.82972075200087
2007-07,195.40953455449514
2007-08,186.08590913104345
2007-09,180.3414337776134
2007-10,188.32018282288288
2007-11,172.25776993047936
2007-12,166.91478826710468
2008-01,148.73758928984395
2008-02,151.22138824609056
2008-03,144.40522084868527
2008-04,150.38310323908897
2008-05,153.18417210515406
2008-06,138.66467988491308
2008-07,133.62360024016354
2008-08,136.17222719037767
2008-09,118.24722350746104
2008-10,99.88633146696351
2008-11,95.40246209276313
2008-12,93.02656171652914
2009-01,94.44452353967512
2009-02,86.47768138415199
2009-03,88.09031024806612
2009-04,101.81374929489465
2009-05,108.83771143340277
2009-06,111.94750882258555
2009-07,119.20621285373475
2009-08,127.29104901943138
2009-09,131.20182561983583
2009-10,127.68305113209458
2009-11,125.48884503540707
2009-12,132.29455159093578
2010-01,135.21248494076093
2010-02,135.79996859780252
2010-03,146.96107291578141
2010-04,152.09540232936524
2010-05,144.32766635259594
2010-06,143.9547063032744
2010-07,147.02716616171588
2010-08,146.34511997441237
2010-09,151.77371804385362
2010-10,154.82859197371093
2010-11,159.4059663678741
2010-12,172.66925858109374
2011-01,170.29376595132996
2011-02,172.87174176514574
2011-03,168.0660939494054
2011-04,169.23238151112935
2011-05,170.17152665511705
2011-06,165.89884133639484
2011-07,165.62572682501036
2011-08,151.71539039412764
2011-09,145.94178804348033
2011-10,150.4892455129765
2011-11,147.49193508028284
2011-12,149.99479050613817
2012-01,161.04709492531848
2012-02,167.06788096810993
2012-03,167.941055352535
2012-04,168.16378520957858
2012-05,158.83293852773377
