Date,EAFE SMALL CAP
2012-06,160.98859991311454
2012-07,166.50812534063132
2012-08,167.0326805488079
2012-09,171.32758172160877
2012-10,171.54826715001118
2012-11,172.53150394463924
2012-12,177.23487273206294
2013-01,181.14613884586558
2013-02,190.17690473318828
2013-03,197.29271747499385
2013-04,199.08561424596576
2013-05,197.79751626094128
2013-06,189.98571132248858
2013-07,197.27253898950937
2013-08,198.54530669114112
2013-09,210.74944155917845
2013-10,216.22274162036922
2013-11,216.83494125752173
2013-12,219.26773051204765
2014-01,220.60674568861998
2014-02,227.29529988415786
2014-03,226.57750403790016
2014-04,223.4054425379757
2014-05,230.1848118758427
2014-06,232.8186274090515
2014-07,232.6375908992254
2014-08,235.89342135608078
2014-09,232.61476587343526
2014-10,229.8868402220271
2014-11,231.62595358559477
2014-12,237.33475464351838
2015-01,254.91594058503094
2015-02,273.09548216248413
2015-03,282.27170417193804
2015-04,282.956154291551
2015-05,292.23192168249346
2015-06,283.90314747268474
2015-07,288.7319943560516
2015-08,272.19579163997884
2015-09,264.02476658521454
2015-10,282.7627026554447
2015-11,295.830807482879
2015-12,289.71936242143096
2016-01,267.9876721448994
2016-02,266.5592141010382
2016-03,274.5374868207653
2016-04,279.4201841249796
2016-05,288.9663305240653
2016-06,274.28729960591863
2016-07,289.19759196558135
2016-08,288.64718735706737
2016-09,294.5736811558436
2016-10,293.43407356713016
2016-11,294.71393281061967
2016-12,304.8975036969924
2017-01,308.088750712368
2017-02,320.3592749323035
2017-03,324.6434984099269
2017-04,332.51520497796025
2017-05,333.8709699011495
2017-06,329.1008290783255
2017-07,329.9081619398377
2017-08,329.84476168633097
2017-09,341.1808253618639
2017-10,352.083450614107
2017-11,349.4360265883767
2017-12,356.22605618182956
2018-01,360.9344001964701
2018-02,355.5848535415439
2018-03,348.65413827113434
2018-04,359.7204444717832
2018-05,368.7617683281994
2018-06,361.5098120093716
2018-07,363.08934979952636
2018-08,362.20259001448306
2018-09,360.20446761406583
2018-10,333.70884418044625
2018-11,331.59339127811734
2018-12,307.2487599544084
2019-01,330.7583610124042
2019-02,340.77444650009085
2019-03,346.1324672150624
2019-04,357.25277568217854
2019-05,340.294505967097
2019-06,347.1155558139898
2019-07,352.5200806386277
2019-08,347.6056303248201
2019-09,361.00160606722795
2019-10,368.79942643059627
2019-11,381.4110891660499
2019-12,391.01111145967195
2020-01,384.58314361123405
2020-02,349.95441581342976
2020-03,289.92356740842814
2020-04,320.6331393587001
2020-05,338.238768574771
2020-06,339.5589604259618
2020-07,333.3627555274772
2020-08,354.20041009918157
2020-09,358.54591675894824
2020-10,348.40215295786965
2020-11,385.8720371676735
2020-12,402.9971921052252
2021-01,404.3659953728514
2021-02,415.4474711458455
2021-03,438.43807782388126
2021-04,445.26396781322785
2021-05,447.1667536430373
2021-06,453.3959943332043
2021-07,461.1407075084172
2021-08,476.5840941534641
2021-09,468.09180675556644
2021-10,476.13612148657677
2021-11,462.1511866925182
2021-12,477.3955105246749
2022-01,448.859963348229
2022-02,442.2976771632481
2022-03,446.3092638500369
2022-04,438.41766417559126
2022-05,428.6297365153658
2022-06,390.98178123703394
2022-07,427.3743446279944
2022-08,414.1527419309617
2022-09,376.2153962198931
2022-10,388.6810653680767
2022-11,410.08073051807395
2022-12,399.8754000945125
2023-01,422.2922049589565
2023-02,423.0847427247197
2023-03,412.1273659640577
2023-04,413.7386067983054
2023-05,410.5557798424726
2023-06,412.7865642779969
2023-07,426.5634769736704
