Date,EM EUROPE SMALL CAP
1998-12,122.16701338298694
1999-01,120.45259320765624
1999-02,124.81025500238941
1999-03,141.63764562443293
1999-04,150.67451833564496
1999-05,164.5225792174392
1999-06,166.60928752297966
1999-07,170.26714712095642
1999-08,164.51916241691103
1999-09,161.9862321989463
1999-10,166.351319044447
1999-11,189.65014386919216
1999-12,262.8972946268444
2000-01,318.3221768894366
2000-02,304.741011888553
2000-03,321.6204234840403
2000-04,354.9816925670234
2000-05,314.13779704203085
2000-06,284.1669641820123
2000-07,292.40480089820323
2000-08,306.2441047440193
2000-09,271.0204069728942
2000-10,292.037554253014
2000-11,229.43783035676776
2000-12,223.4289590723934
2001-01,229.96636532225517
2001-02,177.64281124748052
2001-03,180.84919217116206
2001-04,207.14079621686753
2001-05,206.3979113452934
2001-06,203.54990466034755
2001-07,181.5630732517027
2001-08,176.5418815839401
2001-09,150.05915161437503
2001-10,174.28151138952316
2001-11,203.91519448776663
2001-12,216.17672422974385
2002-01,250.9221986370239
2002-02,230.9137633638611
2002-03,247.9145240063315
2002-04,247.79949450537308
2002-05,226.64140012197447
2002-06,195.2498528539833
2002-07,186.0234370468626
2002-08,186.11886691384987
2002-09,180.49153386024676
2002-10,199.3793192720591
2002-11,225.71198962721783
2002-12,193.66429343630202
2003-01,189.6074352011622
2003-02,198.51484700579942
2003-03,184.30797856801115
2003-04,211.26359492969544
2003-05,220.51682833888339
2003-06,224.3045538518076
2003-07,233.76603596209955
2003-08,275.21908885801
2003-09,264.797501332175
2003-10,276.33103869399
2003-11,263.69851114505764
2003-12,296.6419458578067
2004-01,301.85493237362715
2004-02,325.7014025360377
2004-03,345.0404916136257
2004-04,323.85809454499906
2004-05,301.77201424275773
2004-06,312.31679269005315
2004-07,313.4856326015211
2004-08,324.1178797606293
2004-09,340.65638537501314
2004-10,333.712476192297
2004-11,323.52315354102285
2004-12,346.1918014298347
2005-01,378.51919303988956
2005-02,407.92747965702915
2005-03,370.61153178456476
2005-04,342.6996617598733
2005-05,374.9798892340309
2005-06,402.77492667667656
2005-07,436.11000202153474
2005-08,466.0112687533949
2005-09,525.2675122075527
2005-10,506.3297194338198
2005-11,563.2500793275324
2005-12,604.1299277469112
2006-01,668.2406747259568
2006-02,749.6683123286491
2006-03,716.7257354203459
2006-04,732.4325805703614
2006-05,599.3532948554163
2006-06,568.6140234565527
2006-07,639.864796407962
2006-08,650.827645240702
2006-09,674.69935370272
2006-10,731.9700712609256
2006-11,753.9576845607015
2006-12,801.8070190920157
2007-01,842.6922312097541
2007-02,842.622740431303
2007-03,918.0787283776484
2007-04,952.5440031593606
2007-05,1000.0
2007-06,1035.8718188025468
2007-07,1015.7526056203237
2007-08,960.5806042669469
2007-09,986.224172029028
2007-10,1011.5164159709205
2007-11,931.9759682304447
2007-12,959.8988290384362
2008-01,812.5970140162482
2008-02,811.9555267654068
2008-03,739.1384896885062
2008-04,760.6239980280482
2008-05,753.9741954878396
2008-06,675.2278085671971
2008-07,680.4029189665424
2008-08,664.1229943202159
2008-09,540.8691193323862
2008-10,357.03133082084497
2008-11,317.33204540660927
2008-12,281.41047757561404
2009-01,262.74730997132383
2009-02,241.58912143485318
2009-03,270.1850095929908
2009-04,351.34660140487165
2009-05,392.4960539485788
2009-06,426.32401129762906
2009-07,483.91174805949976
2009-08,554.0931436226542
2009-09,566.0539470221458
2009-10,554.2026590012256
2009-11,541.0304484158672
2009-12,613.1837650498069
2010-01,672.5105982274803
2010-02,648.3583959452224
2010-03,751.3530813610073
2010-04,796.6511539552157
2010-05,716.3149803467428
2010-06,695.2415544185757
2010-07,737.3214947405379
2010-08,762.303601812603
2010-09,798.3051911562638
2010-10,823.9164468705738
2010-11,828.3476661227985
2010-12,868.5053508447146
2011-01,853.3936947970758
2011-02,844.3439376169254
2011-03,874.6937493382682
2011-04,901.1960080679077
2011-05,836.9790414512324
2011-06,807.7266628254753
2011-07,770.0380482001829
2011-08,636.4198018903726
2011-09,589.0444444919407
2011-10,620.0838968415055
2011-11,575.3376495686631
2011-12,545.1347899396612
2012-01,627.9594570422989
2012-02,666.3994618532881
2012-03,669.7303325304171
2012-04,670.8997944919223
2012-05,597.1246978716164
2012-06,635.9899171679322
2012-07,666.3521757345294
2012-08,654.1230454364872
2012-09,670.2697814684283
2012-10,673.150243206948
2012-11,689.1907314110302
2012-12,728.463700570391
2013-01,737.7796631680056
2013-02,744.2457004461985
2013-03,754.5884468884534
2013-04,743.6751265139343
2013-05,750.5852130199454
2013-06,675.0705574615445
2013-07,675.7387924106959
2013-08,625.5894048318808
2013-09,670.8854500210205
2013-10,711.7456936163592
2013-11,718.5876944106167
2013-12,664.6047329391865
2014-01,629.9019687139258
2014-02,655.5540701336711
2014-03,651.9177063433169
2014-04,664.4911652607417
2014-05,684.8139649887188
2014-06,686.7603814103036
2014-07,673.0186464029117
2014-08,673.7378976313737
2014-09,653.8045519745634
2014-10,647.1991525079899
2014-11,649.9832334186015
2014-12,592.325360346324
2015-01,634.6211589757634
2015-02,675.9883965803025
2015-03,661.3819611548826
2015-04,683.3678222094463
2015-05,680.5698143857941
2015-06,642.2277288961196
2015-07,640.1235576114029
2015-08,579.4339668540636
2015-09,581.409620674934
2015-10,616.9920169897379
2015-11,612.7090959270053
2015-12,583.2732309740525
2016-01,550.9717798754014
2016-02,565.3999180977828
2016-03,617.4735621621755
2016-04,634.7421125546048
2016-05,618.6924145454973
2016-06,613.8849115080142
2016-07,626.1914966614464
2016-08,667.1028932881284
2016-09,681.9025512412876
2016-10,711.6800993342632
2016-11,711.7741585743656
2016-12,752.52157905191
2017-01,780.6257064169048
2017-02,810.8400451040418
2017-03,824.5143226246596
2017-04,849.6214066770804
2017-05,858.0409574377832
2017-06,879.9835872667627
2017-07,901.6643206323682
2017-08,919.6528706432346
2017-09,897.900825440402
2017-10,900.6408858485207
2017-11,843.8733230248189
2017-12,887.6986604789665
2018-01,916.9836094204313
2018-02,892.1107736481077
2018-03,866.8655233565254
2018-04,836.9162270635971
2018-05,799.1439637267974
2018-06,762.5457948954102
2018-07,758.0135298073573
2018-08,684.3386085374807
2018-09,695.0393745990141
2018-10,663.687141194872
2018-11,698.7677217653319
2018-12,666.5680475995445
2019-01,723.2072740928878
2019-02,756.1939430865584
2019-03,727.2733627740416
2019-04,744.9429928092915
2019-05,756.3750953341294
2019-06,806.875950913373
2019-07,838.1155561040733
2019-08,804.3227878584672
2019-09,816.8853995326758
2019-10,806.1846307526882
2019-11,844.4177234829423
2019-12,871.3967905694445
2020-01,895.3849812319836
2020-02,765.2330015494418
2020-03,607.9975844316091
2020-04,685.4776677479198
2020-05,724.4009785656642
2020-06,773.3332806992584
2020-07,755.7905687748611
2020-08,754.2305151638333
2020-09,747.1802926588066
2020-10,678.4895288443265
2020-11,845.7581206171583
2020-12,937.6847484229831
2021-01,973.9195829416237
2021-02,1031.5159468908882
2021-03,1022.3155374569294
2021-04,1061.4845225843223
2021-05,1076.3036829691569
2021-06,1055.0755097972153
2021-07,1068.7701319337061
2021-08,1131.3370871684067
2021-09,1086.4481081401727
2021-10,1140.4884926460722
2021-11,1035.5192552570493
2021-12,1040.768913296304
2022-01,1051.6758362417381
2022-02,871.3117116156026
2022-03,826.353884987511
2022-04,868.5497789465912
2022-05,854.9410471140317
2022-06,812.236041003411
2022-07,834.4314485152348
2022-08,882.9018014294586
2022-09,840.6117990232198
2022-10,963.1032178604415
2022-11,1123.8888621413557
2022-12,1190.0782178481393
2023-01,1160.8344829346688
2023-02,1213.88757452969
2023-03,1096.0483246617964
2023-04,1108.2774273966893
2023-05,1153.0538021732439
2023-06,1136.698825462673
