Date,EFM AFRICA ex ZA SMALL CAP
2010-11,1000.0
2010-12,971.2699328548524
2011-01,901.592143056741
2011-02,858.9946184307524
2011-03,795.4616270673546
2011-04,779.7632599007355
2011-05,837.0275313002553
2011-06,815.62850809461
2011-07,777.9201193756616
2011-08,716.0796271366032
2011-09,671.6823272328354
2011-10,662.8926183235621
2011-11,634.7163495609307
2011-12,623.1621817273917
2012-01,657.668516162991
2012-02,712.4563076060049
2012-03,665.643489595504
2012-04,696.1439222261547
2012-05,722.363074587613
2012-06,692.5151819994563
2012-07,731.0452753520365
2012-08,753.9960062731419
2012-09,819.8958558694761
2012-10,824.8830131285201
2012-11,756.6770479749655
2012-12,790.3747477263278
2013-01,842.8265704778199
2013-02,865.8581489668338
2013-03,887.3621399181987
2013-04,842.9918556310766
2013-05,936.4009583028804
2013-06,847.9348004039512
2013-07,891.1817146217403
2013-08,861.3403144676774
2013-09,877.4945992359771
2013-10,943.8772245600569
2013-11,974.5536237018872
2013-12,1031.5113337792914
2014-01,1072.4518422098256
2014-02,1094.3505798979959
2014-03,1050.470875873916
2014-04,1060.9194628878852
2014-05,1104.5050250370678
2014-06,1141.0864706716452
2014-07,1187.482370484155
2014-08,1234.2895032707002
2014-09,1273.25504408518
2014-10,1180.047241051639
2014-11,1131.7993636708675
2014-12,1065.8587062861277
2015-01,1100.511462392788
2015-02,1045.6454443955745
2015-03,1064.7514637674449
2015-04,1013.2365606312279
2015-05,1042.3824529334674
2015-06,974.9346855520464
2015-07,916.3015679687908
2015-08,838.1843615938913
2015-09,816.52590401458
2015-10,806.9610553015757
2015-11,781.1188413501837
2015-12,784.5116321885588
2016-01,726.8928550550394
2016-02,699.2457763163611
2016-03,714.2566107411375
2016-04,713.2008773001845
2016-05,742.4528465568999
2016-06,673.9032738009792
2016-07,685.6886036935741
2016-08,668.5963633128914
2016-09,658.0000343638427
2016-10,683.7219118926888
2016-11,611.5982264170602
2016-12,651.2318991024439
2017-01,640.7843306810619
2017-02,676.7023707587123
2017-03,673.423135224103
2017-04,666.3869884178491
2017-05,677.2039829440661
2017-06,698.819476872254
2017-07,689.5212407483116
2017-08,678.6583405059469
2017-09,687.386668170633
2017-10,717.3517690631522
2017-11,718.4205273705436
2017-12,733.2107754361355
2018-01,758.8800827225215
2018-02,764.892919312503
2018-03,794.5149163604751
2018-04,817.6714075726126
2018-05,776.0833402243464
2018-06,768.6415163821728
2018-07,742.3029653917038
2018-08,729.9734708339953
2018-09,670.8121040702146
2018-10,637.1050132664385
2018-11,636.8688531268149
2018-12,632.4724831173701
2019-01,656.6184591164441
2019-02,669.4391194490042
2019-03,658.9271023505073
2019-04,650.0070372873976
2019-05,627.2657356154656
2019-06,635.6036973020739
2019-07,632.7199169164883
2019-08,662.6330508322831
2019-09,650.538911894984
2019-10,650.1544921552203
2019-11,655.859500397254
2019-12,661.5097760494397
2020-01,669.3734020699335
2020-02,615.7830716604669
2020-03,468.4403272302915
2020-04,504.7153175911016
2020-05,511.92446728017444
2020-06,523.7573050632809
2020-07,494.5537746786671
2020-08,505.03331698193085
2020-09,511.2944582560966
2020-10,527.1932187557334
2020-11,550.1071577828841
2020-12,546.8837616448635
2021-01,571.1562644133033
2021-02,556.8376598165057
2021-03,564.9129397383825
2021-04,565.6747500366041
2021-05,571.3103892032582
2021-06,605.9547237697917
2021-07,623.5563118191128
2021-08,646.252640759071
2021-09,656.1260892833297
2021-10,677.2824975150796
2021-11,690.4184234413254
2021-12,713.6483407333423
2022-01,728.6772696848153
2022-02,715.0083090781114
2022-03,680.8069168376436
2022-04,719.4563237812546
2022-05,680.2285188871957
2022-06,657.4920177212782
2022-07,664.7245318301293
2022-08,680.4955560594906
2022-09,682.0991305044632
2022-10,635.1982876367
2022-11,630.0150733245446
2022-12,636.4464072615324
2023-01,608.0929311965662
2023-02,624.6854163971282
2023-03,594.9921728538843
2023-04,619.4102574787718
2023-05,663.1355065437344
2023-06,631.8240069949044
2023-07,643.4284548945839
