Date,ACWI + FRONTIER MKTS (ACWI FM) SMALL CAP
2010-11,1000.0
2010-12,1056.5572798546766
2011-01,1037.8745040936483
2011-02,1061.2667701499365
2011-03,1048.83364223919
2011-04,1041.9315184957225
2011-05,1051.7752753845857
2011-06,1020.2782930781292
2011-07,1010.5089718506613
2011-08,922.0108754510765
2011-09,873.3389982733272
2011-10,936.7313882564226
2011-11,941.0569960794214
2011-12,967.0626922818169
2012-01,1033.966895085503
2012-02,1062.824798966673
2012-03,1072.6947760374244
2012-04,1070.4615745560857
2012-05,1043.7844437386937
2012-06,1052.470474649943
2012-07,1082.792417377003
2012-08,1091.390005499688
2012-09,1109.9839147060409
2012-10,1094.5456512869482
2012-11,1101.9371172017875
2012-12,1123.4103069893781
2013-01,1150.9534978419192
2013-02,1205.0415310321512
2013-03,1264.5018689432356
2013-04,1247.7310779564812
2013-05,1280.7032222948899
2013-06,1239.938049195202
2013-07,1284.05895101725
2013-08,1266.2290126412795
2013-09,1317.757497054625
2013-10,1353.2358265852047
2013-11,1371.2671102995077
2013-12,1383.1932199740027
2014-01,1386.4777951337016
2014-02,1423.185252352625
2014-03,1423.2119071719696
2014-04,1394.4787830930284
2014-05,1435.3540580214562
2014-06,1483.2704255327415
2014-07,1464.2576607118917
2014-08,1531.8854147652937
2014-09,1510.536546596961
2014-10,1542.896921787617
2014-11,1553.9931994015085
2014-12,1603.7977227134422
2015-01,1694.357867052992
2015-02,1802.2060471426769
2015-03,1884.9256475499074
2015-04,1838.301520714873
2015-05,1903.8463759720275
2015-06,1848.5688872890657
2015-07,1841.2576535113353
2015-08,1711.335364040465
2015-09,1651.8843405792145
2015-10,1764.9534738516745
2015-11,1859.4033888837566
2015-12,1767.2342973402087
2016-01,1636.517288519079
2016-02,1639.1207128016254
2016-03,1696.3790714963557
2016-04,1725.9125347082488
2016-05,1788.3037466266408
2016-06,1766.5559017360995
2016-07,1849.0112153538842
2016-08,1862.4792873472818
2016-09,1873.2539850623273
2016-10,1854.6890262531288
2016-11,1977.6929442334779
2016-12,2031.3700084352422
2017-01,2033.6315339583866
2017-02,2118.731785625143
2017-03,2124.7996415618927
2017-04,2126.641392628662
2017-05,2072.7059782449433
2017-06,2073.6318142547607
2017-07,2054.3598320296596
2017-08,2040.603065944556
2017-09,2123.721256857535
2017-10,2191.126750557803
2017-11,2186.5061094832245
2017-12,2209.0753296791704
2018-01,2210.176057333512
2018-02,2166.9940320737205
2018-03,2146.717404145878
2018-04,2202.3643233643133
2018-05,2326.9993269924953
2018-06,2303.960798573041
2018-07,2326.8191865791996
2018-08,2381.3514371743886
2018-09,2346.9615760451093
2018-10,2166.6500117718556
2018-11,2191.388242021351
2018-12,1986.220464113772
2019-01,2171.871727313367
2019-02,2264.9099495619644
2019-03,2285.6974617321616
2019-04,2354.5723127726255
2019-05,2217.6774705348116
2019-06,2291.5791264094764
2019-07,2352.3244328193236
2019-08,2293.4456215793716
2019-09,2363.855329578255
2019-10,2375.9749163619326
2019-11,2472.456175069825
2019-12,2518.8436926520603
2020-01,2477.6615301388188
2020-02,2275.7811546106227
2020-03,1799.4304634677412
2020-04,2045.2065557531678
2020-05,2146.2650692447805
2020-06,2193.761648770867
2020-07,2176.4725175525555
2020-08,2270.9638223497004
2020-09,2267.492809304164
2020-10,2281.0048173401283
2020-11,2558.886759928719
2020-12,2686.9843091254743
2021-01,2756.0213794832134
2021-02,2898.8558648231233
2021-03,3055.0461742608613
2021-04,3105.6092535210514
2021-05,3089.914289328461
2021-06,3200.5150959541843
2021-07,3176.6837575102986
2021-08,3264.236485813984
2021-09,3226.300788009998
2021-10,3334.862673920659
2021-11,3270.6243446893113
2021-12,3358.766526085971
2022-01,3163.124064884564
2022-02,3153.5836209378767
2022-03,3219.4290830022387
2022-04,3142.379739273727
2022-05,3081.796523616608
2022-06,2840.9786141758414
2022-07,3154.2803712955383
2022-08,3116.562714523545
2022-09,2871.867930588688
2022-10,3044.8731041220476
2022-11,3113.355711996104
2022-12,2910.0389958987425
2023-01,3111.921618695155
2023-02,3118.7122887185005
2023-03,2979.771129382689
2023-04,2932.661652626042
2023-05,2968.1706238912693
2023-06,3075.1673663587367
2023-07,3199.1477550809464
