Date,EM FAR EAST SMALL CAP
2006-07,668.1350573340856
2006-08,679.3229752707077
2006-09,717.178191320585
2006-10,735.6743891471062
2006-11,782.0284263326823
2006-12,812.1449733814153
2007-01,802.3148568206567
2007-02,829.8154353314778
2007-03,859.1092628204052
2007-04,886.07283800843
2007-05,1000.0
2007-06,1055.5102475670628
2007-07,1178.2430655907795
2007-08,1112.7866171108599
2007-09,1134.7798802246357
2007-10,1176.4727001402898
2007-11,1019.907356854136
2007-12,1011.6541267662994
2008-01,869.5685912831055
2008-02,937.0281149198665
2008-03,857.9224447695691
2008-04,908.3233677964092
2008-05,890.6620242153798
2008-06,775.5541272289179
2008-07,753.0027592531318
2008-08,727.3936967039407
2008-09,606.3354727097851
2008-10,481.19218286596356
2008-11,456.7183698371181
2008-12,485.2329788864175
2009-01,497.1363426976021
2009-02,493.61097779296193
2009-03,558.1675818094731
2009-04,683.1101863518809
2009-05,775.6262718703128
2009-06,758.0144055819718
2009-07,846.5637864246634
2009-08,807.0888713059086
2009-09,861.113432905262
2009-10,861.129438208864
2009-11,881.0211736318494
2009-12,990.8872334778578
2010-01,963.6543588390934
2010-02,987.8942148403723
2010-03,1088.3560872841474
2010-04,1125.4780169409635
2010-05,1088.470152753073
2010-06,1104.4292701633603
2010-07,1105.4860678798473
2010-08,1131.6543185945502
2010-09,1185.325943547456
2010-10,1203.448179233769
2010-11,1270.453463705699
2010-12,1300.654686208284
2011-01,1273.9346542409348
2011-02,1199.3214888435496
2011-03,1216.9824021473878
2011-04,1210.793001721728
2011-05,1222.1555895116933
2011-06,1181.2204957960003
2011-07,1233.0056540578507
2011-08,1088.2628758392905
2011-09,972.3538842912262
2011-10,1033.0728567279411
2011-11,986.6675356314713
2011-12,1027.0269203524122
2012-01,1105.9837241503537
2012-02,1177.788072071343
2012-03,1135.1483776846567
2012-04,1117.696618804838
2012-05,1113.73960338922
2012-06,1102.1760269885303
2012-07,1127.2030406484114
2012-08,1128.6082167202976
2012-09,1168.1046304900751
2012-10,1141.1565860506441
2012-11,1165.9291503119666
2012-12,1196.9524127005782
2013-01,1200.8312798064069
2013-02,1288.0452109120924
2013-03,1323.2236050669665
2013-04,1322.4960674158021
2013-05,1375.1314259117783
2013-06,1246.1061367997572
2013-07,1238.977014568499
2013-08,1218.16166207438
2013-09,1251.8133639051066
2013-10,1285.32014586264
2013-11,1266.9152086729991
2013-12,1245.411110837926
2014-01,1264.011271171946
2014-02,1284.4364803142896
2014-03,1297.5410154448243
2014-04,1285.5504227977067
2014-05,1333.7071624799182
2014-06,1349.169816023025
2014-07,1403.1445560336695
2014-08,1456.4073182064521
2014-09,1465.8391723852862
2014-10,1434.4161005706057
2014-11,1409.4488291454404
2014-12,1430.4932633583899
2015-01,1562.0268386858447
2015-02,1607.1695715864523
2015-03,1717.9502111720365
2015-04,1841.836953870736
2015-05,1908.0018141232904
2015-06,1776.7972633680647
2015-07,1601.5727722047009
2015-08,1421.967900854858
2015-09,1439.0980483802666
2015-10,1551.3980141718137
2015-11,1592.2474013534852
2015-12,1557.605875567578
2016-01,1442.752409818325
2016-02,1436.544690706706
2016-03,1478.4669088386095
2016-04,1473.9709156445867
2016-05,1474.591425676995
2016-06,1496.6819996179624
2016-07,1534.0878585797973
2016-08,1575.7949528354463
2016-09,1579.4291883161118
2016-10,1555.138153102917
2016-11,1566.8148611579363
2016-12,1560.0055993360834
2017-01,1580.5131792448726
2017-02,1685.0677189745797
2017-03,1713.4356789650742
2017-04,1683.5675658219352
2017-05,1660.1526269643434
2017-06,1646.01411827124
2017-07,1634.7728246430884
2017-08,1650.2685204949187
2017-09,1671.578987981863
2017-10,1772.1438799598066
2017-11,1775.7719744735355
2017-12,1796.675806311497
2018-01,1856.131025837956
2018-02,1807.512661431617
2018-03,1791.931279751845
2018-04,1812.330679704598
2018-05,1908.1674709260662
2018-06,1777.6154622344313
2018-07,1761.8477775758795
2018-08,1759.65612096172
2018-09,1739.6131027458964
2018-10,1520.2401410105026
2018-11,1617.5115236292706
2018-12,1561.5195648774566
2019-01,1650.091721195052
2019-02,1714.2055173572726
2019-03,1737.2439384522447
2019-04,1748.18495245659
2019-05,1622.669373511264
2019-06,1659.8596059841184
2019-07,1672.2518450615435
2019-08,1620.7569545751076
2019-09,1661.2960872994836
2019-10,1686.2189646886427
2019-11,1680.9034498810659
2019-12,1743.1975689533388
2020-01,1642.7032890878977
2020-02,1589.0123339335325
2020-03,1354.9050037746763
2020-04,1558.665019452127
2020-05,1581.4306200176397
2020-06,1695.5673123478268
2020-07,1770.5889967790256
2020-08,1832.707767850669
2020-09,1826.5681691349469
2020-10,1852.154436074958
2020-11,2023.820100689634
2020-12,2120.4793345426183
2021-01,2141.8522649918477
2021-02,2279.4373848257146
2021-03,2369.4183682173743
2021-04,2488.680858161667
2021-05,2436.8435389824626
2021-06,2582.0733938553844
2021-07,2509.5427554169523
2021-08,2535.3815428550306
2021-09,2506.264550939159
2021-10,2558.509221917543
2021-11,2576.8165442104446
2021-12,2640.5544990752182
2022-01,2450.08593988544
2022-02,2458.7892853959866
2022-03,2482.5040934355366
2022-04,2445.957192527033
2022-05,2420.8338832373443
2022-06,2218.5823129485243
2022-07,2275.4655561847476
2022-08,2329.712787701953
2022-09,2038.1285274211662
2022-10,1957.642673282235
2022-11,2190.808899306768
2022-12,2112.995617789744
2023-01,2268.3131871354717
2023-02,2263.604728098612
2023-03,2252.4394387835996
2023-04,2173.2426488022047
2023-05,2248.517229273163
2023-06,2246.5622846326346
2023-07,2366.9279446547907
