Date,EUROPE ex EMU SMALL CAP
2012-04,2037.840728762909
2012-05,1911.224972288756
2012-06,1946.0224771587616
2012-07,2038.2423040517383
2012-08,2084.0408126272187
2012-09,2147.638061256329
2012-10,2157.4915765556143
2012-11,2152.918885274796
2012-12,2219.4065949661817
2013-01,2241.231721996301
2013-02,2360.843043871746
2013-03,2433.5432665160342
2013-04,2428.656985648673
2013-05,2504.845977717454
2013-06,2398.5601267992865
2013-07,2556.538808768923
2013-08,2591.30831025298
2013-09,2712.441739410475
2013-10,2804.812716852216
2013-11,2863.487007303938
2013-12,2950.7531279758023
2014-01,2955.665767660602
2014-02,3157.7441743780173
2014-03,3082.6572211587695
2014-04,3034.1785296562
2014-05,3115.780258580131
2014-06,3098.4673278275027
2014-07,3053.3724347317548
2014-08,3120.309550218772
2014-09,3061.1879821421167
2014-10,3060.9682592309855
2014-11,3093.137805139737
2014-12,3197.9472485526917
2015-01,3358.0438941027064
2015-02,3677.111345263137
2015-03,3703.2402800347336
2015-04,3782.7659985454306
2015-05,3967.775582233166
2015-06,3865.574990620549
2015-07,3948.6248090979366
2015-08,3743.691057658017
2015-09,3648.899927212547
2015-10,3855.7135286786893
2015-11,4048.7450009628265
2015-12,3931.1702637604885
2016-01,3587.8612586915146
2016-02,3592.3798951842155
2016-03,3689.501788351237
2016-04,3708.6765450297876
2016-05,3892.2344148668026
2016-06,3499.829989024551
2016-07,3680.576693303003
2016-08,3748.9967304477245
2016-09,3779.7682928496483
2016-10,3628.188759748809
2016-11,3753.005579771436
2016-12,3892.922628719659
2017-01,3920.634314210882
2017-02,4064.30217627142
2017-03,4100.195639887396
2017-04,4326.518353375119
2017-05,4306.18260383423
2017-06,4191.7448167657685
2017-07,4220.83648742629
2017-08,4162.886511995747
2017-09,4339.0535882670665
2017-10,4448.35888593452
2017-11,4343.178595695093
2017-12,4475.90309320665
2018-01,4511.564545536899
2018-02,4379.567542629355
2018-03,4316.790565425039
2018-04,4517.7249738377095
2018-05,4683.886886264294
2018-06,4647.387186771981
2018-07,4692.6716976920625
2018-08,4675.7623637185925
2018-09,4588.91002507062
2018-10,4252.020080477318
2018-11,4071.5857505806284
2018-12,3820.473243088074
2019-01,4181.098218942308
2019-02,4329.42884438371
2019-03,4380.025811108564
2019-04,4572.096127401968
2019-05,4320.706776884478
2019-06,4395.418242409555
2019-07,4368.951272475852
2019-08,4294.625765578226
2019-09,4481.72546144668
2019-10,4595.9741998282725
2019-11,4835.753318476888
2019-12,5108.85742806142
2020-01,5019.817108598669
2020-02,4576.982179977005
2020-03,3589.3052515538598
2020-04,4028.719393972663
2020-05,4225.006510668465
2020-06,4237.75784317479
2020-07,4304.262589904968
2020-08,4580.322771527705
2020-09,4538.561448794263
2020-10,4396.094917613193
2020-11,4980.947593865217
2020-12,5311.673764451264
2021-01,5296.649966417441
2021-02,5502.114830543021
2021-03,5779.843994840486
2021-04,6013.334451830837
2021-05,6117.397561079245
2021-06,6088.607817399216
2021-07,6363.002938213115
2021-08,6582.312973654144
2021-09,6242.834194831132
2021-10,6487.999900878356
2021-11,6301.305344074929
2021-12,6591.718353327989
2022-01,6031.198858340153
2022-02,5761.870439688167
2022-03,5812.428150896856
2022-04,5659.74447947933
2022-05,5494.593814667347
2022-06,4874.539357555721
2022-07,5499.061587996846
2022-08,5053.26090014253
2022-09,4454.230002144866
2022-10,4736.786219530455
2022-11,5048.077909060742
2022-12,4890.264522361344
2023-01,5186.349188227318
2023-02,5323.578214319966
2023-03,5100.012779195749
2023-04,5213.984659030183
2023-05,5090.4166513368755
2023-06,5068.163069254994
2023-07,5252.48622609397
