Date,AC ASIA SMALL CAP
2011-01,1029.72036941153
2011-02,1010.5962516666963
2011-03,978.7843875236556
2011-04,958.570531592085
2011-05,969.6644339446908
2011-06,963.9736692157101
2011-07,1005.7009024753766
2011-08,922.5195395272264
2011-09,905.2205624300483
2011-10,896.5079865652924
2011-11,874.7774895349579
2011-12,908.7061254196226
2012-01,964.821284801743
2012-02,992.9826074715329
2012-03,989.761933879756
2012-04,979.9831032467767
2012-05,964.8078068273611
2012-06,968.3128349648642
2012-07,990.3519135075597
2012-08,976.104759165204
2012-09,1002.5157719752641
2012-10,979.3979957826807
2012-11,993.9876195203708
2012-12,1013.0781826051972
2013-01,1019.4833923983605
2013-02,1084.1724541734982
2013-03,1148.9479717856666
2013-04,1169.0922857381802
2013-05,1151.1380528183738
2013-06,1092.3672330838049
2013-07,1082.3946665214
2013-08,1069.0257096788748
2013-09,1132.527219514916
2013-10,1140.6169190117066
2013-11,1129.873403264279
2013-12,1121.9183202013492
2014-01,1134.098994253083
2014-02,1116.282594029096
2014-03,1126.8861638290264
2014-04,1111.6051429371569
2014-05,1164.9515416645434
2014-06,1211.5100294439044
2014-07,1251.803696638898
2014-08,1277.915421639641
2014-09,1286.07371359296
2014-10,1267.3145959574854
2014-11,1257.3456590501137
2014-12,1289.3907543867995
2015-01,1420.9659275508332
2015-02,1468.203943888581
2015-03,1558.8808561021758
2015-04,1581.642659808305
2015-05,1636.5638388846078
2015-06,1576.9935652856452
2015-07,1517.526400229246
2015-08,1395.546724232223
2015-09,1378.6675404424263
2015-10,1483.0063566964986
2015-11,1547.2814395203204
2015-12,1514.2391773310264
2016-01,1406.870359322915
2016-02,1386.7656488042196
2016-03,1420.9910631359278
2016-04,1450.371548424111
2016-05,1475.5100346916815
2016-06,1483.839247273451
2016-07,1539.5589747588842
2016-08,1534.769859148708
2016-09,1571.6651122934857
2016-10,1601.9694295609002
2016-11,1588.3638541824068
2016-12,1601.6446826781344
2017-01,1625.3661831232394
2017-02,1720.8025581876068
2017-03,1731.5455790023598
2017-04,1724.68646433197
2017-05,1711.6585133978233
2017-06,1701.1418593695391
2017-07,1689.6018832592445
2017-08,1701.812413667507
2017-09,1729.7974676601832
2017-10,1826.7878457744553
2017-11,1838.6389816897272
2017-12,1861.587068499841
2018-01,1882.3022652505192
2018-02,1867.5941515161642
2018-03,1833.222882070242
2018-04,1869.1159511280237
2018-05,1930.6829881262415
2018-06,1838.3047494957016
2018-07,1827.894178354879
2018-08,1824.3198257848771
2018-09,1809.2371980031724
2018-10,1658.3672890006362
2018-11,1728.1983428043457
2018-12,1615.7142439133
2019-01,1686.8794275946734
2019-02,1727.3640573062444
2019-03,1772.3785501008133
2019-04,1782.3610557520733
2019-05,1705.612734492938
2019-06,1715.7270894963685
2019-07,1743.6880186779583
2019-08,1717.9491447435196
2019-09,1787.0461331954969
2019-10,1828.853760731443
2019-11,1853.2677853287
2019-12,1872.8674647661114
2020-01,1824.2275233713144
2020-02,1681.333418662574
2020-03,1480.4755550636069
2020-04,1623.8400728799577
2020-05,1680.3517024677924
2020-06,1715.4401664925563
2020-07,1669.1181503663133
2020-08,1761.0650749774484
2020-09,1825.4117843071053
2020-10,1814.4012566718452
2020-11,1927.3611112245555
2020-12,1984.6625330162892
2021-01,1999.7078204711831
2021-02,2080.166926703736
2021-03,2200.3014669939994
2021-04,2199.5902007057134
2021-05,2171.3973821094305
2021-06,2277.9826434996285
2021-07,2257.8277830737575
2021-08,2308.929836290382
2021-09,2345.294608678972
2021-10,2322.600536498666
2021-11,2292.861350010267
2021-12,2332.0961890248445
2022-01,2227.3518954724527
2022-02,2216.8149472864243
2022-03,2216.3492380586067
2022-04,2199.369078617208
2022-05,2150.436754802219
2022-06,2048.4838383816164
2022-07,2172.708377832917
2022-08,2203.989393346196
2022-09,2049.9445362393108
2022-10,2000.3896037899558
2022-11,2126.5588465743454
2022-12,2073.710560895871
2023-01,2146.291605683364
2023-02,2133.4198357129394
2023-03,2125.3164934893807
2023-04,2099.1500163676437
2023-05,2160.2666813763285
2023-06,2175.065821311076
2023-07,2263.7208487416287
