Date,EMU SMALL CAP
2017-04,342.8370083739663
2017-05,352.5653644684158
2017-06,344.75887520455365
2017-07,350.07735198791005
2017-08,351.2976062601116
2017-09,368.4442606796274
2017-10,374.15612972658556
2017-11,369.6117940354964
2017-12,375.5171470211926
2018-01,388.4252314294349
2018-02,377.456879796045
2018-03,369.6788449035848
2018-04,382.49981416340506
2018-05,379.21645901643734
2018-06,373.2899808057535
2018-07,380.1033126560983
2018-08,377.1620552319051
2018-09,369.94051494970205
2018-10,340.58651674738456
2018-11,332.6873521328795
2018-12,310.1678932182639
2019-01,336.15031891997074
2019-02,346.7184649065881
2019-03,352.3011022512171
2019-04,369.78455940731305
2019-05,346.0915303779566
2019-06,362.1327429613178
2019-07,363.8557452654389
2019-08,357.75381196155354
2019-09,366.3299727598087
2019-10,375.1591196006018
2019-11,389.0805926246396
2019-12,397.67896593553115
2020-01,390.99715436748653
2020-02,363.98795324428414
2020-03,288.14131877007964
2020-04,317.2414755354763
2020-05,334.93854929244674
2020-06,344.79385753551617
2020-07,346.11606458364423
2020-08,361.8919086694453
2020-09,361.4777552726015
2020-10,338.2175081988799
2020-11,399.91991196806583
2020-12,419.36767959534643
2021-01,425.8115839883238
2021-02,442.1435925461681
2021-03,465.62617127868805
2021-04,480.4803194089943
2021-05,493.130103524383
2021-06,489.8971740874392
2021-07,501.3772138390556
2021-08,518.9693920486757
2021-09,502.08089203977454
2021-10,516.6674322271728
2021-11,497.4857874727994
2021-12,517.2891727066566
2022-01,497.2367375215133
2022-02,481.77356732305253
2022-03,483.93861169060216
2022-04,480.2153258077032
2022-05,481.08200932378435
2022-06,420.57067317790796
2022-07,442.5681639970832
2022-08,420.59610954834676
2022-09,380.65823875374065
2022-10,411.26138844822185
2022-11,435.74332485384144
2022-12,428.78134141953865
2023-01,469.58432620728496
2023-02,483.24569265431273
2023-03,464.01513299463346
2023-04,467.13727423764993
2023-05,453.9260021710021
2023-06,466.1186404603073
2023-07,479.9288581250153
