Date,EMU SMALL CAP
2000-12,100.0
2001-01,105.85467392167911
2001-02,103.37075829666131
2001-03,97.78199670013036
2001-04,101.89321320683838
2001-05,104.50340697123856
2001-06,99.47893022303931
2001-07,95.50397207639767
2001-08,91.63539128288842
2001-09,77.34819595256332
2001-10,84.18075965450514
2001-11,91.04410975158362
2001-12,91.8837581232022
2002-01,95.21313485802979
2002-02,95.17626521167882
2002-03,99.85289278633279
2002-04,99.75649457055292
2002-05,97.4309954702612
2002-06,90.17211065545912
2002-07,81.68503996832088
2002-08,80.62626861382354
2002-09,69.51680058322412
2002-10,73.48548667063626
2002-11,76.9753680068685
2002-12,71.70049193635793
2003-01,70.48596871033995
2003-02,66.82379944046697
2003-03,65.37757646879443
2003-04,73.57517747086085
2003-05,76.74725339159392
2003-06,79.9993525579689
2003-07,84.36813063406508
2003-08,87.84244781816815
2003-09,87.36204544700934
2003-10,94.47504415688181
2003-11,96.52653152207648
2003-12,95.97613400570651
2004-01,102.17608835367078
2004-02,105.61018120984394
2004-03,103.05875184389016
2004-04,103.86927966796037
2004-05,101.20743268240973
2004-06,105.5704483949496
2004-07,102.69179528691336
2004-08,101.77508391217428
2004-09,104.33093194665413
2004-10,106.81303176246148
2004-11,112.3959395439188
2004-12,115.91959970347195
2005-01,122.96601412076147
2005-02,128.99794261120903
2005-03,127.76039977068703
2005-04,124.55857611327271
2005-05,131.75179004622905
2005-06,138.8040404448913
2005-07,147.4381049073363
2005-08,148.67635274281724
2005-09,157.1021991635175
2005-10,146.98015977851392
2005-11,150.44146413476176
2005-12,156.7206754527751
2006-01,170.23263735671
2006-02,178.01163047878129
2006-03,184.03082733903426
2006-04,186.7894306505979
2006-05,172.84347882377054
2006-06,170.23478394832637
2006-07,168.6120258138212
2006-08,171.77068825854755
2006-09,175.14314332082384
2006-10,183.3964205995463
2006-11,188.48623699981613
2006-12,198.2695651769096
2007-01,208.3845130441933
2007-02,207.46265100718955
2007-03,217.68323377771193
2007-04,224.7449255511325
2007-05,233.1695375716462
2007-06,229.88280981602614
2007-07,227.42387194409756
2007-08,218.26146780089678
2007-09,212.54140443560067
2007-10,222.43116002565054
2007-11,202.3506102224601
2007-12,198.20951693034593
2008-01,172.55213566456868
2008-02,176.69663466944525
2008-03,173.09559184890938
2008-04,179.84152429421115
2008-05,182.21275510520314
2008-06,162.56294671493785
2008-07,155.06675124611587
2008-08,160.1204683686272
2008-09,133.61983735590206
2008-10,106.3063399054099
2008-11,98.5617261956632
2008-12,99.20935878880803
2009-01,96.83759372763679
2009-02,89.47974818211354
2009-03,92.27106004811692
2009-04,111.17327588263288
2009-05,119.61865870595874
2009-06,119.94827770010892
2009-07,127.89165740879078
2009-08,140.53406723039802
2009-09,152.34340635316676
2009-10,144.09317568186256
2009-11,144.23742436089944
2009-12,150.30427493115948
2010-01,151.3560683369854
2010-02,147.8030845065942
2010-03,160.2567409942213
2010-04,161.44256137459288
2010-05,148.1890534959355
2010-06,145.75787381450002
2010-07,154.03319362585358
2010-08,149.41594487670878
2010-09,159.57562950590975
2010-10,168.42368178854304
2010-11,162.76305476326795
2010-12,178.3542835438579
2011-01,179.53905942322433
2011-02,181.88774397575912
2011-03,183.59869890829054
2011-04,188.4988725624701
2011-05,185.8223896674546
2011-06,180.4489373955331
2011-07,168.13805940680615
2011-08,150.6390398946689
2011-09,138.110395451284
2011-10,145.21128249718052
2011-11,137.93263441859722
2011-12,136.89965941650064
2012-01,149.48238325997178
2012-02,157.35191414239284
2012-03,157.08370166544125
2012-04,153.69154345054145
2012-05,140.81004010240943
2012-06,144.62014227327597
2012-07,147.2146440068709
2012-08,150.83769892579326
2012-09,156.14516709302387
2012-10,159.51654876948095
2012-11,162.2530997807992
2012-12,169.56990671638852
2013-01,179.32746504809919
2013-02,182.56293075386137
2013-03,180.0537276545988
2013-04,183.4986827472912
2013-05,191.6734371849027
2013-06,182.75598908547587
2013-07,194.42457595278665
2013-08,195.9059999189129
2013-09,208.32539439449724
2013-10,221.52559882350997
2013-11,224.80367738747438
2013-12,227.01250585159588
2014-01,231.16533091039994
2014-02,245.2252687097689
2014-03,247.01977879263987
2014-04,245.05367302890846
2014-05,249.83130859045988
2014-06,245.52995800013554
2014-07,235.50010053618553
2014-08,236.46746491628446
2014-09,233.63802009182533
2014-10,225.1854003684734
2014-11,234.79583354857164
2014-12,235.53731855958222
2015-01,254.65960365573176
2015-02,275.6857833384518
2015-03,285.9640457823291
2015-04,286.54001602379043
2015-05,291.34785224430226
2015-06,280.82471560580535
2015-07,295.75160729909885
2015-08,280.0914847037566
2015-09,268.9001814932982
2015-10,288.6328150157701
2015-11,296.6855650560188
2015-12,292.8346737919382
2016-01,271.068995684508
2016-02,267.0782033059281
2016-03,277.8614099834793
2016-04,280.9102954778209
2016-05,289.8166632690427
2016-06,268.2857434990131
2016-07,284.52877812579476
2016-08,287.6766109775052
2016-09,291.1335371206415
2016-10,288.9529811368087
2016-11,284.32572672459065
2016-12,302.3723743347896
2017-01,305.8223953602513
2017-02,314.1855753275531
2017-03,329.6062986710666
