Date,EM LATIN AMERICA SMALL CAP
2018-04,1195.8258083585092
2018-05,1068.3456761903346
2018-06,1028.19472507056
2018-07,1105.4197233882444
2018-08,1019.9017668957518
2018-09,1045.130289028799
2018-10,1080.2952195376304
2018-11,1081.5421874571628
2018-12,1079.1780565633946
2019-01,1231.798483109806
2019-02,1209.6789749180618
2019-03,1192.074813426268
2019-04,1216.615650874742
2019-05,1207.257279916455
2019-06,1272.1381056698874
2019-07,1358.0190324987054
2019-08,1248.0177053921911
2019-09,1291.2944958250234
2019-10,1320.8109017878692
2019-11,1310.567874113012
2019-12,1477.8225261733126
2020-01,1454.244886048727
2020-02,1288.6478521157592
2020-03,747.116663235845
2020-04,815.6704235765749
2020-05,849.5483931889671
2020-06,923.6497811296032
2020-07,977.5977245169032
2020-08,940.2184850753016
2020-09,898.6217088470356
2020-10,883.177690885635
2020-11,1054.583239868787
2020-12,1134.837001675877
2021-01,1068.8927501970888
2021-02,1058.1766952212267
2021-03,1135.5452009709156
2021-04,1174.9675496955563
2021-05,1252.4342297876724
2021-06,1338.1179562874315
2021-07,1258.9957503266378
2021-08,1244.195799633533
2021-09,1168.2063939554141
2021-10,1053.0814742056778
2021-11,1028.1817065373805
2021-12,1094.7411986161667
2022-01,1188.6209746214333
2022-02,1175.710489501991
2022-03,1355.7841318967774
2022-04,1273.1404900755344
2022-05,1305.9399502865579
2022-06,1071.7799687500712
2022-07,1156.6694896572187
2022-08,1240.9056147291349
2022-09,1200.0549063683923
2022-10,1315.8889152651839
2022-11,1205.3715344911786
2022-12,1143.894774836169
2023-01,1242.095847928209
2023-02,1176.691740221152
2023-03,1184.90160178152
2023-04,1193.5019060515897
2023-05,1310.3679337757437
2023-06,1412.8196477716774
2023-07,1468.2486463557939
