Date,EM LATIN AMERICA SMALL CAP
1998-12,147.13242090989317
1999-01,126.18689220650033
1999-02,132.93925052337363
1999-03,157.59472140799647
1999-04,176.28587131192677
1999-05,176.6308930743059
1999-06,182.67998151184125
1999-07,172.12778878978108
1999-08,170.0296775333109
1999-09,171.16789833447612
1999-10,175.7691055802517
1999-11,201.7785636947132
1999-12,226.38327302867881
2000-01,241.77516977206216
2000-02,248.62416977174044
2000-03,250.78754595234784
2000-04,248.2555555174447
2000-05,229.62794580215532
2000-06,228.55760080181608
2000-07,246.87600517642144
2000-08,259.90080186155507
2000-09,256.29939563744716
2000-10,252.88957417018912
2000-11,237.84810098335112
2000-12,227.62910082083107
2001-01,248.00337122025246
2001-02,239.76803091923117
2001-03,241.1195835341276
2001-04,235.3203563764283
2001-05,247.73613559527806
2001-06,249.378936920832
2001-07,225.6775833336387
2001-08,213.40159542866311
2001-09,184.15766779341425
2001-10,189.26965401557
2001-11,207.79107862728713
2001-12,229.18491618205996
2002-01,231.5574207809104
2002-02,237.71449493284857
2002-03,240.81754138323817
2002-04,234.18978251771014
2002-05,218.3542425208592
2002-06,180.46423112976132
2002-07,163.8138801836204
2002-08,172.95201979187124
2002-09,145.60799379231398
2002-10,156.74487190145175
2002-11,162.75701680064384
2002-12,159.0506893400661
2003-01,151.89449223486434
2003-02,151.10255659885988
2003-03,158.23334950289455
2003-04,186.92645379653862
2003-05,184.26623156884528
2003-06,198.58772075055543
2003-07,206.85427886157547
2003-08,222.37409735369127
2003-09,225.38807961524947
2003-10,250.77820924645812
2003-11,255.67931583834948
2003-12,274.55698996729893
2004-01,286.2594623872761
2004-02,298.26031904401856
2004-03,312.97861846617036
2004-04,292.95822985061017
2004-05,274.4383062284645
2004-06,285.66452578117645
2004-07,304.9076999159377
2004-08,331.2195483619045
2004-09,350.7737297159865
2004-10,347.9186493371261
2004-11,369.7395366463291
2004-12,390.01401189311133
2005-01,401.245560870912
2005-02,423.467763755304
2005-03,401.1730873067305
2005-04,393.04161165655165
2005-05,432.86110794347593
2005-06,445.79173213541554
2005-07,468.41565800813487
2005-08,473.05931995182397
2005-09,545.5849495420406
2005-10,515.9008108568166
2005-11,564.074797927956
2005-12,573.3690228387655
2006-01,638.6825649433664
2006-02,672.2560294271998
2006-03,646.8863255021033
2006-04,654.9083089184977
2006-05,568.2319097032631
2006-06,588.7170666538196
2006-07,603.3255031199832
2006-08,631.8134599116387
2006-09,652.4955447525081
2006-10,698.91299498282
2006-11,711.3377531224503
2006-12,782.9127328742245
2007-01,815.1024919144327
2007-02,804.4502382626408
2007-03,859.9669461146251
2007-04,895.8309084506442
2007-05,1000.0
2007-06,1032.5855365374116
2007-07,1049.5258113144778
2007-08,997.948976824127
2007-09,1021.5916750559093
2007-10,1091.608329103497
2007-11,988.2856285227787
2007-12,983.1655213450837
2008-01,860.3427255267469
2008-02,914.0348662548964
2008-03,809.6814481702235
2008-04,881.0691361478902
2008-05,936.5466608028328
2008-06,853.6855776768091
2008-07,827.0342894453929
2008-08,784.0398925852991
2008-09,593.2608781449434
2008-10,440.1862759277123
2008-11,423.97437177870023
2008-12,404.44210126955744
2009-01,436.9224597110325
2009-02,423.92376685401797
2009-03,426.8952385590707
2009-04,548.143390643465
2009-05,634.7639615357758
2009-06,662.8068178198432
2009-07,764.9904583174715
2009-08,811.3754309911421
2009-09,882.4616188399884
2009-10,903.0415759613544
2009-11,976.8362929350541
2009-12,1078.9624219285517
2010-01,1069.4276447606667
2010-02,1134.7780470373573
2010-03,1166.6688411168902
2010-04,1221.473125356738
2010-05,1212.8705504733564
2010-06,1256.3471279028433
2010-07,1288.1776861175695
2010-08,1359.2335969618782
2010-09,1387.5904098400574
2010-10,1474.908816010215
2010-11,1600.5817927917194
2010-12,1643.8062930369304
2011-01,1517.2680242791594
2011-02,1472.6702385935407
2011-03,1483.5109625063778
2011-04,1491.0935974165523
2011-05,1508.7386209314975
2011-06,1431.3083493453598
2011-07,1388.4929363807496
2011-08,1292.9684285894793
2011-09,1102.8445780742966
2011-10,1233.7562227832286
2011-11,1189.6376064418985
2011-12,1198.2532305407972
2012-01,1359.5612613534252
2012-02,1444.1880371701375
2012-03,1448.7854760401026
2012-04,1420.8526758379421
2012-05,1329.7557450412378
2012-06,1341.8585576056867
2012-07,1398.1255258586073
2012-08,1443.3258386444606
2012-09,1479.0743668492544
2012-10,1488.0544324528278
2012-11,1441.9230023881544
2012-12,1537.5228037091872
2013-01,1578.4631174791273
2013-02,1634.659394243256
2013-03,1638.95805295481
2013-04,1555.3266296735687
2013-05,1437.2164552938718
2013-06,1267.0493251320931
2013-07,1192.0701231666435
2013-08,1151.7450436994109
2013-09,1214.1256148150665
2013-10,1199.474532030273
2013-11,1117.3607688353316
2013-12,1100.8349684137274
2014-01,1028.16521863716
2014-02,1008.9487495355605
2014-03,1072.285928250823
2014-04,1070.4715253197444
2014-05,1115.754706802247
2014-06,1148.2720350555198
2014-07,1128.0451842496925
2014-08,1212.50592651827
2014-09,1120.0571956504652
2014-10,1130.2854630146253
2014-11,1085.5741475213615
2014-12,1022.793751753352
2015-01,994.0845192334403
2015-02,1026.3471526222954
2015-03,992.5686983467721
2015-04,1020.6738148437397
2015-05,987.6605930339716
2015-06,955.0147780786306
2015-07,897.5967403357057
2015-08,792.3169787192925
2015-09,760.7615908115316
2015-10,810.2799335057738
2015-11,823.1001026329294
2015-12,779.5303220170346
2016-01,728.100831273219
2016-02,758.6924390400038
2016-03,839.7286428317344
2016-04,881.423754140013
2016-05,842.5090026247854
2016-06,917.9916932268053
2016-07,974.8449688378838
2016-08,980.9846620533572
2016-09,959.3431539752495
2016-10,1069.269987514761
2016-11,964.6751746758089
2016-12,981.4253286306536
2017-01,1042.916852956903
2017-02,1115.654717578243
2017-03,1125.7348834887014
2017-04,1122.909619947917
2017-05,1060.2798895126994
2017-06,1061.122660060095
2017-07,1125.7691385125897
2017-08,1183.436478523863
2017-09,1213.8420037532965
2017-10,1179.279297844133
2017-11,1115.6379253784896
2017-12,1166.5907829245455
2018-01,1219.82456650053
2018-02,1217.5957459244355
2018-03,1185.3649273462627
