Date,EUROPE ex UK SMALL CAP
2000-12,100.0
2001-01,106.500517450657
2001-02,103.34151912441499
2001-03,97.42450027823622
2001-04,101.63863424810646
2001-05,104.6048252236584
2001-06,99.4724644379919
2001-07,95.43962484829422
2001-08,91.11620560406303
2001-09,77.22326799279219
2001-10,83.13813284738295
2001-11,89.95870135976402
2001-12,91.28551001199948
2002-01,94.48172257812358
2002-02,94.48649426961747
2002-03,99.68519524371385
2002-04,99.15033670236372
2002-05,97.2902095219495
2002-06,89.93435732957848
2002-07,80.98009946939125
2002-08,78.85348573497983
2002-09,68.35592218329327
2002-10,72.3157834966798
2002-11,75.93894986575019
2002-12,70.29420101946461
2003-01,67.8039384763408
2003-02,64.56369275174438
2003-03,63.62222742475608
2003-04,71.35147552503693
2003-05,74.35815653884681
2003-06,77.29095008911689
2003-07,81.6645955923166
2003-08,86.134207341768
2003-09,85.80845760786876
2003-10,93.14039169959045
2003-11,95.1341831298466
2003-12,95.13843438084677
2004-01,101.4559609651468
2004-02,104.8617695579681
2004-03,102.36392018119129
2004-04,103.28553142515725
2004-05,101.71362460320596
2004-06,105.73129821644902
2004-07,102.55342635181513
2004-08,101.91810900622559
2004-09,105.28673120142129
2004-10,107.15671823966932
2004-11,113.94405705972808
2004-12,116.98247487732966
2005-01,123.34893590682633
2005-02,129.624195584711
2005-03,129.0057084232687
2005-04,126.05424595038518
2005-05,133.6688677431547
2005-06,140.69330792859375
2005-07,149.85069602849103
2005-08,152.20115299617075
2005-09,160.5569299619879
2005-10,150.46218367603655
2005-11,154.8111252575193
2005-12,163.69942085750384
2006-01,176.75756988615979
2006-02,185.10994476228615
2006-03,194.15403234628496
2006-04,199.74146435568323
2006-05,185.81641170981055
2006-06,182.40561224770718
2006-07,180.76360380176072
2006-08,184.4529554654669
2006-09,188.3447644930698
2006-10,196.91960676838616
2006-11,202.8790633620015
2006-12,213.560601308276
2007-01,223.65661209453896
2007-02,220.95785459849634
2007-03,230.9240264327927
2007-04,238.8700639240863
2007-05,246.48428240998206
2007-06,243.24283518577067
2007-07,238.23423218856328
2007-08,228.38635577057383
2007-09,223.28363654178725
2007-10,232.62121355373586
2007-11,212.87388416224556
2007-12,209.38926594297334
2008-01,181.866131958132
2008-02,188.10366599349666
2008-03,183.88414207657428
2008-04,190.34673346709363
2008-05,193.66103588712664
2008-06,173.36522196563223
2008-07,165.12585501977279
2008-08,170.21703459256221
2008-09,141.47037867607463
2008-10,112.61742917228662
2008-11,103.21247795627073
2008-12,102.92333036838416
2009-01,101.61588577493755
2009-02,93.50451983272976
2009-03,96.360490632898
2009-04,116.64676538966633
2009-05,125.50273946087022
2009-06,125.02461312183902
2009-07,134.79796537041574
2009-08,146.8401343506458
2009-09,157.979630801512
2009-10,152.23601443160425
2009-11,152.68560881193156
2009-12,160.49347622014437
2010-01,163.4572168895049
2010-02,161.74269439582585
2010-03,176.36030296335156
2010-04,178.33760936305922
2010-05,163.35345705113508
2010-06,161.19386986293696
2010-07,169.71379356224682
2010-08,165.69930477694564
2010-09,178.06318841093236
2010-10,186.11907125398383
2010-11,183.66740589556437
2010-12,203.16982393580093
2011-01,203.30097466453162
2011-02,205.22140628931044
2011-03,206.48086794482097
2011-04,211.30022855456633
2011-05,209.74380157223314
2011-06,201.25646754897738
2011-07,190.7319773014384
2011-08,170.4734724332422
2011-09,155.45519398004183
2011-10,165.92473741500936
2011-11,158.48626633110499
2011-12,158.75978485912924
2012-01,173.05239482172666
2012-02,182.34281857333332
2012-03,181.68049881174494
2012-04,179.75185137875098
2012-05,166.0286502622729
2012-06,169.7340160572933
2012-07,174.28108235858292
2012-08,177.70347728339777
2012-09,183.4843827182454
2012-10,185.30464931366683
2012-11,187.4444027461322
2012-12,194.89189687329042
2013-01,204.7050482806252
2013-02,211.89247670180626
2013-03,210.18230743890402
2013-04,212.6637359304258
2013-05,221.2531771875584
2013-06,210.77955204057523
2013-07,225.1001364215324
2013-08,226.25671735964139
2013-09,239.24693205164985
2013-10,252.55488812854125
2013-11,256.6619362535534
2013-12,260.1878990102159
2014-01,263.66051342156777
2014-02,279.9376590692543
2014-03,280.76206680322207
2014-04,280.25029164010834
2014-05,287.96958268421605
2014-06,284.1995408717973
2014-07,273.67055943079214
2014-08,275.74879916454876
2014-09,271.6809919438583
2014-10,264.97498903845843
2014-11,274.1090195350562
2014-12,275.6571229620969
2015-01,296.27213134804754
2015-02,320.0655908043713
2015-03,330.8909174205873
2015-04,334.11101857270467
2015-05,339.2207643843679
2015-06,325.88676485815955
2015-07,340.8400113283152
2015-08,323.09140722045373
2015-09,313.3529396972482
2015-10,334.75064042625746
2015-11,349.19652364919614
2015-12,344.54814400835994
2016-01,318.5557487150065
2016-02,318.3357874771141
2016-03,330.7546817870433
2016-04,333.19351893643085
2016-05,344.265121382228
2016-06,322.56922975312006
2016-07,341.255150584917
2016-08,345.55741938563983
2016-09,350.68011662906315
2016-10,346.1444469397949
2016-11,343.15306006575526
2016-12,363.3745474965777
2017-01,368.5005568975111
2017-02,379.0552570479436
2017-03,392.22268644757605
2017-04,408.9362913706278
2017-05,417.34282469841753
2017-06,409.44402253346095
2017-07,414.0411840631319
2017-08,414.11302982010693
2017-09,430.6991695970559
2017-10,437.2117563880883
2017-11,429.3164810341077
2017-12,437.20067012658956
2018-01,450.2405377867669
2018-02,439.6006075472757
2018-03,427.9369189495829
2018-04,442.956175668718
2018-05,447.1111438225291
2018-06,441.4693161905375
2018-07,451.5868444849932
2018-08,450.0374634793873
2018-09,441.6532727203379
2018-10,406.8537565481045
2018-11,393.7438954494025
2018-12,368.1834034777267
2019-01,398.15742880619604
2019-02,408.98271103081566
2019-03,415.704004600931
2019-04,434.0295707765546
2019-05,409.68803391952815
2019-06,427.564674100039
2019-07,428.2929851923236
2019-08,420.74389605793846
2019-09,431.0702142109961
2019-10,439.02222789462513
2019-11,457.85159276009637
2019-12,473.0199369695977
2020-01,467.0229754174666
2020-02,434.9930085227234
2020-03,350.681156060599
2020-04,388.821755432488
2020-05,416.2614736568308
2020-06,426.47090971745695
2020-07,434.7599596829166
2020-08,457.98703342387216
2020-09,461.30717992212584
2020-10,433.66149738837487
2020-11,501.5177920717987
2020-12,528.5709554189406
2021-01,531.8448152381111
2021-02,547.2438279234464
2021-03,575.2625404615497
2021-04,596.5971069258334
2021-05,610.4705857978589
2021-06,610.868179436072
2021-07,635.1830251549653
2021-08,653.3520810641446
2021-09,625.9057537042295
2021-10,653.8695350784413
2021-11,634.884625337311
2021-12,658.3446731308295
2022-01,614.9149370070437
2022-02,591.0957447186447
2022-03,602.1894199935466
2022-04,589.307158323475
2022-05,581.7561372410659
2022-06,508.70277260681786
2022-07,555.3964251541629
2022-08,522.4117919050827
2022-09,467.8367510610516
2022-10,501.409780533447
2022-11,532.1460870750724
2022-12,522.7123716479958
2023-01,562.909899058263
2023-02,580.9505489935018
2023-03,560.4486860722352
2023-04,564.3715437921252
