Date,WORLD ex USA SMALL CAP
2000-12,100.0
2001-01,103.93247982957539
2001-02,102.78370802323673
2001-03,99.38081268058549
2001-04,107.67315408843417
2001-05,112.76344361905187
2001-06,109.68071175972266
2001-07,101.8667642371196
2001-08,99.01923068605288
2001-09,85.99046240648833
2001-10,91.24727634128216
2001-11,95.42364071489929
2001-12,94.23766874498831
2002-01,95.6308965421883
2002-02,96.69632176904553
2002-03,102.1622358091641
2002-04,102.1697895889696
2002-05,103.14688575194283
2002-06,93.5729504298483
2002-07,86.60275566090132
2002-08,85.56939327267715
2002-09,78.37630752107579
2002-10,77.572432616522
2002-11,79.38962499304624
2002-12,74.02845015285709
2003-01,71.58812323905403
2003-02,70.77954489141247
2003-03,69.23390987166572
2003-04,73.90102361547905
2003-05,76.32018127202173
2003-06,82.24462424213655
2003-07,86.44263579627678
2003-08,94.4528177381633
2003-09,94.1369812885657
2003-10,101.82215971239307
2003-11,98.83448063763683
2003-12,99.65781207043167
2004-01,105.53828846859201
2004-02,108.71591924785226
2004-03,114.15578555689628
2004-04,112.84770289562489
2004-05,109.583108054329
2004-06,115.54292503216931
2004-07,111.61273979582744
2004-08,111.14326408176304
2004-09,111.72889869502241
2004-10,113.1264844222711
2004-11,116.93280455173979
2004-12,119.6651325761012
2005-01,126.70033925551448
2005-02,129.71565610332226
2005-03,130.32374954414695
2005-04,127.50671712354067
2005-05,133.62443734753194
2005-06,139.89871939498244
2005-07,145.49666622841477
2005-08,148.10861451292487
2005-09,157.20543019243223
2005-10,152.4777116403447
2005-11,160.0731648458998
2005-12,172.42793569381033
2006-01,179.43480859746523
2006-02,180.45944932485148
2006-03,186.14841087373787
2006-04,187.1570923952136
2006-05,173.4004334174111
2006-06,169.9455380591759
2006-07,166.11972838200938
2006-08,170.45552258076845
2006-09,171.78228192315453
2006-10,177.25838850326375
2006-11,178.02080447855485
2006-12,184.2500086600118
2007-01,190.78668151836231
2007-02,190.97445870539124
2007-03,195.79268052504173
2007-04,198.33609944574278
2007-05,204.12392488612605
2007-06,202.94017447774416
2007-07,198.9946362133462
2007-08,189.27438633076272
2007-09,185.53292158194935
2007-10,194.69208054117638
2007-11,176.12722735342928
2007-12,171.64469604163475
2008-01,153.06407330741683
2008-02,156.3711926100864
2008-03,148.16064510781797
2008-04,154.46112361401646
2008-05,157.87028797593416
2008-06,143.68342126859096
2008-07,137.77615157717122
2008-08,140.61233753780672
2008-09,121.45516030662195
2008-10,101.32759179500079
2008-11,96.35295150802126
2008-12,93.8205893792988
2009-01,95.85731123893434
2009-02,87.8870131168432
2009-03,89.46964140945866
2009-04,103.46418492274812
2009-05,111.19338985097895
2009-06,113.55597241821997
2009-07,121.3746461099536
2009-08,129.15387065212624
2009-09,133.92562613765972
2009-10,130.63077937827092
2009-11,129.37787838048337
2009-12,137.095459868953
2010-01,139.6495769120508
2010-02,141.4191814945711
2010-03,153.2350858868065
2010-04,159.01910856124906
2010-05,151.6112649740797
2010-06,150.45236340576733
