Date,WORLD ex USA SMALL CAP
2010-07,153.58784902441172
2010-08,153.34627164178798
2010-09,158.95766974812048
2010-10,162.5679862463534
2010-11,169.02646579730197
2010-12,182.55467130354577
2011-01,179.5704159334208
2011-02,183.31230475601762
2011-03,178.2517771269615
2011-04,178.95580838837705
2011-05,179.56777101550722
2011-06,174.1982278556834
2011-07,174.7969938129757
2011-08,160.67568344981163
2011-09,152.62802670376436
2011-10,158.73711989086107
2011-11,156.21144149983522
2011-12,158.83495318750502
2012-01,170.52138581817863
2012-02,176.32147410400955
2012-03,175.94276870195048
2012-04,176.10556148326066
2012-05,166.35844632598972
2012-06,167.67757394337224
2012-07,174.11778093808468
2012-08,175.00417023755762
2012-09,179.59087989336595
2012-10,179.17077581671674
2012-11,179.42724832992664
2012-12,183.72777735118927
2013-01,187.038539430568
2013-02,194.88842050326312
2013-03,202.29214537186272
2013-04,202.74548481844755
2013-05,201.4072974904408
2013-06,192.87268101244075
2013-07,200.6059401934286
2013-08,201.65883126948634
2013-09,212.9258756972906
2013-10,218.27512485374257
2013-11,218.22459497971644
2013-12,220.70613590674068
2014-01,221.62004484554186
2014-02,228.65909920140572
2014-03,228.27810101678963
2014-04,226.20453473334732
2014-05,232.7310373139091
2014-06,237.21673501610795
2014-07,236.4532328583774
2014-08,240.77846195115046
2014-09,235.84817437934763
2014-10,231.77488818540363
2014-11,232.70740721240495
2014-12,237.89611242157983
2015-01,252.84021005089312
2015-02,270.647457947116
2015-03,278.83560713304934
2015-04,280.8489725817708
2015-05,288.77571414528956
2015-06,279.95876323372767
2015-07,281.9009131992144
2015-08,265.5879207864352
2015-09,257.01351084313876
2015-10,275.1201855888059
2015-11,287.1337399845196
2015-12,279.46543689449044
2016-01,259.2095907886967
2016-02,259.51032378558403
2016-03,268.01387553939554
2016-04,275.07651394755317
2016-05,283.3634332875575
2016-06,271.3849540972805
2016-07,285.6275947620792
2016-08,284.37763707868174
2016-09,289.75139786701277
2016-10,288.2320468013331
2016-11,290.4910757526245
2016-12,300.2466472435814
2017-01,303.58500424696865
2017-02,314.68628351541065
2017-03,318.6238314796185
2017-04,324.03055270741237
2017-05,324.089547244738
2017-06,320.5455813824291
2017-07,321.01227684614224
2017-08,321.01762913249087
2017-09,331.6934913876266
2017-10,341.3618253290668
2017-11,338.22837363431563
2017-12,345.57766526812236
2018-01,348.65063404708724
2018-02,342.27348725476696
2018-03,335.72048048008537
2018-04,346.94156364145067
2018-05,356.55102677482466
2018-06,350.31518438367567
2018-07,351.5525341560642
2018-08,351.09209634218365
2018-09,349.1373161162274
2018-10,323.78633566536575
2018-11,320.83325937331983
2018-12,297.40389308296477
2019-01,321.4286184862976
2019-02,331.3592285373434
2019-03,335.8663028791776
2019-04,345.7039878009595
2019-05,329.4216885670894
2019-06,336.9989476609008
2019-07,343.15166082988856
2019-08,338.90363353972435
2019-09,351.074600578544
2019-10,357.1517344891009
2019-11,369.5855118594141
2019-12,379.8366000932108
2020-01,373.6117404820165
2020-02,340.1530027921054
2020-03,278.2671379686027
2020-04,311.3910340799966
2020-05,328.1196020589007
2020-06,330.7448225668032
2020-07,326.1983799951887
2020-08,346.05643234950435
2020-09,348.82900957670415
2020-10,339.83752460048686
2020-11,376.48711940072303
2020-12,393.0049781181767
2021-01,394.801533343402
2021-02,406.6095413854959
2021-03,429.09050077603285
2021-04,436.2796961526588
2021-05,439.2145149612662
2021-06,445.69678081555884
2021-07,452.48204022008036
2021-08,466.74262147368785
2021-09,459.3507487629715
2021-10,469.2924011391657
2021-11,455.48606651054956
2021-12,469.9521281473117
2022-01,444.1361160759123
2022-02,439.3103893447639
2022-03,445.584197611566
2022-04,437.32114520148735
2022-05,427.7692389574348
2022-06,389.1716028073946
2022-07,426.26307451140144
2022-08,413.526002904251
2022-09,376.0356341347687
2022-10,389.4260526954855
2022-11,409.7321574189303
2022-12,397.66441818201383
2023-01,420.67961499895137
2023-02,420.26006927096546
2023-03,410.1210349380294
2023-04,410.71344480128175
2023-05,407.6604562718771
2023-06,410.3931360231611
2023-07,424.4527093307622
