Date,WORLD ex AUSTRALIA SMALL CAP
2000-12,100.0
2001-01,104.81720348777712
2001-02,103.07070637754966
2001-03,101.49704010242253
2001-04,109.21408075634139
2001-05,115.47172711342944
2001-06,115.1206360890244
2001-07,107.63583745698593
2001-08,103.29835481386746
2001-09,89.384951839536
2001-10,96.39251727944045
2001-11,103.12807291071465
2001-12,106.45203350109087
2002-01,107.61780576988264
2002-02,106.06748664551654
2002-03,113.43304427621999
2002-04,111.7056996905562
2002-05,106.9797789867087
2002-06,95.89429397970078
2002-07,85.90182667516234
2002-08,85.25947027900719
2002-09,78.07586899353352
2002-10,78.86882439798967
2002-11,83.07470929041008
2002-12,74.93520491018658
2003-01,71.78237073860018
2003-02,70.26146944928566
2003-03,69.45784888675274
2003-04,74.94844744529064
2003-05,78.66976213974942
2003-06,83.1207825255617
2003-07,88.32294994553618
2003-08,96.33752464021796
2003-09,92.31738784848737
2003-10,100.58374142513013
2003-11,99.37337026212492
2003-12,98.28080233298212
2004-01,104.21817424324158
2004-02,106.24655039780352
2004-03,110.52205524155829
2004-04,108.207278513121
2004-05,106.7128438165335
2004-06,112.05268046075541
2004-07,107.01131936624165
2004-08,105.68673788628392
2004-09,107.03937705319602
2004-10,107.23686500335806
2004-11,110.89899402633203
2004-12,112.82186307862825
2005-01,115.99013210418295
2005-02,117.71523529150022
2005-03,117.43509270306016
2005-04,113.53727162567314
2005-05,122.46520977009571
2005-06,128.38095493564245
2005-07,134.5900792046267
2005-08,134.22221500747273
2005-09,140.13234000765752
2005-10,136.4958823415116
2005-11,144.31167637281584
2005-12,150.24378569198714
2006-01,157.10435784758675
2006-02,158.73524159720046
2006-03,163.6893505074441
2006-04,161.01060792647203
2006-05,148.93954552952468
2006-06,147.21562450129173
2006-07,143.13990816961933
2006-08,146.64315959601834
2006-09,148.68229487355947
2006-10,153.7871727570179
2006-11,153.1042367669412
2006-12,156.43092428540217
2007-01,161.77151633077634
2007-02,160.23317839393502
2007-03,162.69846410516894
2007-04,163.48452323309925
2007-05,169.99308894143124
2007-06,167.80102971749395
2007-07,159.84434974553898
2007-08,156.23968342582413
2007-09,152.19644950938334
2007-10,156.5922244597232
2007-11,142.77005327627785
2007-12,140.77743740392398
2008-01,128.21288927236867
2008-02,125.68126675569692
2008-03,119.43442871414801
2008-04,126.28728383629107
2008-05,131.18604445673887
2008-06,119.13594572182954
2008-07,118.23265317959678
2008-08,125.49894379638589
2008-09,114.34125471075107
2008-10,98.49454458626634
2008-11,90.16547098276749
2008-12,87.21083577801183
2009-01,87.55085109506456
2009-02,79.0590027471448
2009-03,81.60381451290345
2009-04,95.2372801791223
2009-05,96.74492001000216
2009-06,98.59607261209814
2009-07,105.97760229823697
2009-08,110.96981358943746
2009-09,115.22085501369295
2009-10,109.42202802164023
2009-11,110.03166993397573
2009-12,120.47325876733332
2010-01,121.64155355744684
2010-02,126.82065368276164
2010-03,137.7262511115783
2010-04,145.66650170982507
2010-05,143.13826603722572
2010-06,136.61709154320585
2010-07,138.23042524821238
2010-08,134.92659290188666
2010-09,139.7804856039456
2010-10,142.68727036583095
2010-11,153.29602648489214
2010-12,162.4609684044297
2011-01,160.75518757401832
2011-02,166.01589906649534
2011-03,163.36453408771092
2011-04,162.20578678537814
2011-05,164.02836616591946
2011-06,159.21453720027355
2011-07,156.64889971988768
2011-08,143.2892288623297
2011-09,136.9272649542659
2011-10,146.93393325474588
2011-11,148.84313086575966
2011-12,153.24232008314073
2012-01,163.23138054520868
2012-02,166.83511626074105
2012-03,169.50087844300157
2012-04,169.26256636997167
2012-05,165.46451618501834
2012-06,167.1775623575169
2012-07,171.83380883139225
2012-08,173.5611037279336
2012-09,175.95445352646237
2012-10,173.48634480682992
2012-11,174.63517873779907
2012-12,177.72185212414902
2013-01,182.71783933875753
2013-02,191.2474121376055
2013-03,201.6815485205401
2013-04,199.12161115890922
2013-05,205.50650639520742
2013-06,200.966641626988
2013-07,209.40122621473853
2013-08,206.57743365818902
2013-09,215.10372646137773
2013-10,220.73914165643689
2013-11,224.95677236790502
2013-12,227.63340898526587
2014-01,228.47830563856954
2014-02,234.67388942309523
2014-03,233.89935966550314
2014-04,228.51263953238367
2014-05,234.83802138954192
2014-06,243.44703626106394
2014-07,238.59656213655936
2014-08,249.9226304805967
2014-09,246.44396803551012
