Date,FAR EAST SMALL CAP
2000-12,100.0
2001-01,100.61606614042995
2001-02,103.77261249658125
2001-03,102.49677624174157
2001-04,115.05617902435861
2001-05,119.93973997387846
2001-06,117.6733610619097
2001-07,104.59309919332664
2001-08,101.32286525311807
2001-09,91.62206275609194
2001-10,94.95416599265461
2001-11,92.97371965488662
2001-12,84.19848295760418
2002-01,82.68122313366261
2002-02,85.79477122605986
2002-03,90.62371151273973
2002-04,93.19269282522077
2002-05,98.01662431997063
2002-06,88.90543521435447
2002-07,86.33149755853132
2002-08,84.1334516540219
2002-09,79.57115974940587
2002-10,72.42318793385475
2002-11,72.94508518805968
2002-12,67.56976154037726
2003-01,65.87172583280618
2003-02,68.49826150323939
2003-03,66.40023958329488
2003-04,66.65440910015828
2003-05,66.67016314739234
2003-06,75.37357225546063
2003-07,78.36767125062359
2003-08,90.14653739117034
2003-09,91.35887222550849
2003-10,98.13875905566948
2003-11,89.21848155478554
2003-12,90.74530355246661
2004-01,96.41303255941426
2004-02,96.4675637480875
2004-03,112.55119998993567
2004-04,111.30433829478895
2004-05,104.46745282931647
2004-06,114.39832444882518
2004-07,107.77310770701597
2004-08,108.0521948389064
2004-09,103.57639484005038
2004-10,103.15153174635996
2004-11,103.78827008162564
2004-12,106.0446139692289
2005-01,113.8797977714305
2005-02,114.69144186802757
2005-03,116.50744272955906
2005-04,116.81850635318166
2005-05,120.62368335845183
2005-06,124.99420193855453
2005-07,128.24231213983347
2005-08,129.8577286905477
2005-09,140.01516605065092
2005-10,142.14802653555785
2005-11,150.68380396745746
2005-12,169.10466848826508
2006-01,170.18845036106856
2006-02,164.0725656298781
2006-03,168.9803813429203
2006-04,163.8350776682783
2006-05,147.84822827568078
2006-06,144.0744335579169
2006-07,136.03602298243624
2006-08,139.3459660637041
2006-09,138.80495331073115
2006-10,137.87113354723465
2006-11,133.1330632689172
2006-12,135.45490110286238
2007-01,141.33609781570834
2007-02,144.07189121079927
2007-03,142.89765472631075
2007-04,138.52238901903362
2007-05,138.97504622835174
2007-06,140.02197307526885
2007-07,138.5599737384972
2007-08,130.77261651738536
2007-09,125.9674392475165
2007-10,128.50739330025618
2007-11,120.60915062787585
2007-12,115.28372359463928
2008-01,105.63790872554604
2008-02,104.63657289071344
2008-03,98.92393440940391
2008-04,102.74306411269167
2008-05,105.71688308509579
2008-06,97.37174437566354
2008-07,94.67962813468344
2008-08,94.95450878338937
2008-09,88.66967549847328
2008-10,85.1166562770137
2008-11,87.8740612004782
2008-12,87.0485449248685
2009-01,89.65850820093486
2009-02,79.25602448204938
2009-03,78.47634202171326
2009-04,83.75545487466383
2009-05,90.20565930287754
2009-06,95.95491354136529
2009-07,98.944472990179
2009-08,102.26107169231689
2009-09,100.84554096023133
2009-10,97.24893699893678
2009-11,92.99556840177947
2009-12,96.55606644383033
2010-01,100.98247818497514
2010-02,104.80145199144894
2010-03,111.0126415024006
2010-04,116.3661439329415
2010-05,116.7499895961386
2010-06,117.96536884883118
2010-07,113.44350298528992
2010-08,114.11712548608466
2010-09,111.93460168145909
2010-10,109.95378157265986
2010-11,119.42647067667022
2010-12,126.31625136473615
2011-01,124.736492753969
2011-02,126.66790639400128
2011-03,117.62261811861096
2011-04,113.62385535852404
2011-05,115.64272588319514
2011-06,117.37677929762411
2011-07,122.55697668417652
2011-08,116.19807127479129
2011-09,120.54902424123252
2011-10,114.5206838036685
2011-11,114.53839595024128
2011-12,119.93846328776931
2012-01,124.7730600368805
2012-02,125.07647975539192
2012-03,127.96236789844377
2012-04,127.3846531116419
2012-05,124.95766917877711
2012-06,126.35525060135957
2012-07,129.32173465166505
2012-08,126.37230999480546
2012-09,128.00297881882983
2012-10,125.11917812792501
2012-11,126.12030624269768
2012-12,128.1135744015957
2013-01,129.5234931675752
2013-02,138.53504667422976
2013-03,150.62522201836634
2013-04,155.0712102825139
2013-05,147.20505774039208
2013-06,144.7456005718929
2013-07,143.86326707208892
2013-08,143.17250818120664
2013-09,154.39938876020437
2013-10,152.95622270197416
2013-11,151.88943587023545
2013-12,151.24293259412914
2014-01,152.9045132613347
2014-02,147.18777804974098
2014-03,147.61176822731636
2014-04,144.92158932841804
2014-05,151.62556113802455
2014-06,160.16925255608476
2014-07,165.07458281529588
2014-08,166.59538520014618
2014-09,167.227456827554
2014-10,164.89887799993923
2014-11,164.0658426557251
2014-12,169.4699003522146
2015-01,187.25103468293594
2015-02,194.15841980165652
2015-03,205.97870942274105
2015-04,203.35964639958087
2015-05,210.03437122429503
2015-06,207.27032142193147
2015-07,205.815313619014
2015-08,193.76107785111063
2015-09,188.0942144412371
2015-10,202.72005948173197
2015-11,213.64816648267387
2015-12,208.9114552443042
2016-01,195.08528164981834
2016-02,193.22226961661354
2016-03,196.156425498785
2016-04,202.95081277773346
2016-05,208.2692533829585
2016-06,207.3343617577922
2016-07,216.37552041172674
2016-08,210.83980828737555
2016-09,219.39971850591851
2016-10,227.15935394173377
2016-11,224.8048389307023
2016-12,228.75936795940513
2017-01,231.70782878992037
2017-02,242.97386441647046
2017-03,241.09214115623308
2017-04,240.63965563380216
2017-05,241.16607202293739
2017-06,239.7683671404828
2017-07,237.70258914245287
2017-08,239.76629356275987
2017-09,245.13206006594987
2017-10,257.0266152178779
2017-11,259.40324799991237
2017-12,261.2336887173599
2018-01,263.0521110021844
2018-02,264.7732401587356
2018-03,259.8228231601792
2018-04,264.4754144501738
2018-05,272.5807605620809
2018-06,263.17112328068094
2018-07,260.7390621737896
2018-08,259.6176416278595
2018-09,263.19598512193073
2018-10,244.5891198615472
2018-11,251.57612504237218
2018-12,229.47143026127048
2019-01,241.5245570633259
2019-02,246.4944749612178
2019-03,251.11087060824337
2019-04,253.67436156091722
2019-05,244.15940606981863
2019-06,245.41881214646816
2019-07,253.30408855520938
2019-08,252.3117817036571
2019-09,263.89938121124993
2019-10,271.2964062853555
2019-11,276.6008451780875
2019-12,276.9689575864936
2020-01,270.84951834509957
2020-02,243.3106497292805
2020-03,224.79363858704733
2020-04,239.69519777346116
2020-05,252.28089253921547
2020-06,249.04141735442496
2020-07,231.59326300696983
2020-08,246.28272814277855
2020-09,260.5860169563748
2020-10,256.00269166346555
2020-11,266.46568180155515
2020-12,270.82839393366805
2021-01,272.0461581995195
2021-02,275.4429080216126
2021-03,294.41543609676324
2021-04,285.8255436307699
2021-05,279.4427762964008
2021-06,290.35317719422676
2021-07,287.95369455464333
2021-08,296.55868056221544
2021-09,303.0753338364902
2021-10,294.5007864208852
2021-11,285.43665856146544
2021-12,287.2039352480739
2022-01,276.6559345150489
2022-02,280.06886625261234
2022-03,274.4387404290266
2022-04,269.42269304538877
2022-05,267.0065367988127
2022-06,260.8496564491824
2022-07,279.0283217373392
2022-08,277.866160013985
2022-09,262.76853286562255
2022-10,257.9878944800035
2022-11,271.76484440479993
2022-12,270.45308971068624
2023-01,277.6151977338028
2023-02,275.2558962503048
2023-03,276.3416990093498
2023-04,273.56423839558585
2023-05,277.08458309034825
2023-06,277.07582180297646
2023-07,285.1725301418856
