Date,EM EASTERN EUROPE ex RUSSIA SMALL CAP
2007-05,1000.0
2007-06,1050.69448939344
2007-07,956.6189840527999
2007-08,896.0615864529586
2007-09,902.9403495752495
2007-10,940.5662456106121
2007-11,824.5278680471877
2007-12,844.7681320915683
2008-01,734.8546044945543
2008-02,753.6029142094299
2008-03,725.5272654040799
2008-04,712.3048943968032
2008-05,701.4096463650753
2008-06,604.7112468376415
2008-07,592.4099843892246
2008-08,564.4021450452949
2008-09,502.3910525940767
2008-10,363.07517135826805
2008-11,332.15012511914114
2008-12,287.2968413984153
2009-01,257.8362401040063
2009-02,221.69163921091595
2009-03,253.9188069554639
2009-04,318.57163091866715
2009-05,330.89589581852886
2009-06,344.4491038596654
2009-07,407.2177260147305
2009-08,482.9091194871032
2009-09,465.9424290231554
2009-10,437.26172138161877
2009-11,445.74263055926934
2009-12,458.9156825802
2010-01,470.88223763921974
2010-02,472.96834219646985
2010-03,540.0216352649188
2010-04,551.3274823975942
2010-05,499.0412988569623
2010-06,469.1402222522786
2010-07,521.0635722262405
2010-08,523.912930382759
2010-09,553.7026616858403
2010-10,570.8679265188576
2010-11,540.7109018903498
2010-12,562.6861891154746
2011-01,577.6751295681587
2011-02,584.7499817811226
2011-03,580.1472395558602
2011-04,609.1584371455392
2011-05,588.6695847277418
2011-06,561.5327577280707
2011-07,524.3477859322624
2011-08,445.4761238739178
2011-09,369.81017848110287
2011-10,408.4975196637547
2011-11,378.4750038644167
2011-12,369.7698201282464
2012-01,425.38319229427185
2012-02,443.54139532490717
2012-03,432.92347022221713
2012-04,423.70099342807447
2012-05,378.493185415247
2012-06,394.99019472457735
2012-07,400.72225483213253
2012-08,390.30589200551645
2012-09,426.61251552434965
2012-10,421.9224547286297
2012-11,429.58231782311276
2012-12,460.4368868449379
2013-01,445.5613371745738
2013-02,438.7097539071915
2013-03,414.03604044785953
2013-04,399.44756484214037
2013-05,434.78607936720624
2013-06,408.5769701359108
2013-07,435.4636072246192
2013-08,450.2858020425436
2013-09,480.0847992404684
2013-10,516.9198010632458
2013-11,530.283080945647
2013-12,512.7876830877465
2014-01,508.9577074525389
2014-02,538.6580886514093
2014-03,516.7651555619611
2014-04,518.1321244043634
2014-05,509.12611467698144
2014-06,511.83737639036417
2014-07,491.40119826106815
2014-08,487.295874929815
2014-09,510.53350084497447
2014-10,510.3452303319392
2014-11,523.0940681479935
2014-12,489.74134477957097
2015-01,528.2514153168942
2015-02,542.8481146616003
2015-03,556.7811330961238
2015-04,563.6605274927371
2015-05,560.3820024328979
2015-06,520.3759283431069
2015-07,550.1732603623951
2015-08,518.3563539697501
2015-09,526.5846104149375
2015-10,533.3976671375776
2015-11,519.4218239440512
2015-12,507.8965438809265
2016-01,469.52876113732435
2016-02,492.2393409692993
2016-03,511.15958897134533
2016-04,506.45979288326447
2016-05,482.177098717028
2016-06,466.8858612483441
2016-07,510.41750337593595
2016-08,561.1855049183476
2016-09,587.2187346509962
2016-10,606.5516637276287
2016-11,604.2742825202893
2016-12,636.1251770553415
2017-01,696.7323425734485
2017-02,735.3407348380356
2017-03,750.9638233247018
2017-04,773.9675104063957
2017-05,770.5393564916848
2017-06,798.8078980685773
2017-07,815.593520917411
2017-08,821.2515390335666
2017-09,829.6114003202904
2017-10,823.2148249527332
2017-11,788.9760450599053
2017-12,794.9661386851365
2018-01,796.1024654749745
2018-02,738.1498977359352
2018-03,710.4832438900582
2018-04,716.4284739570197
2018-05,694.3188165486224
2018-06,633.1069522058161
2018-07,666.1027549068749
2018-08,647.9835829498484
2018-09,616.04733658567
2018-10,593.2724252635313
2018-11,623.7002442008873
2018-12,612.8845675593923
2019-01,659.0550762514943
2019-02,666.0030181150263
2019-03,652.8069157803941
2019-04,646.8860505058258
2019-05,629.0520673758417
2019-06,681.4939344152313
2019-07,661.9244701589064
2019-08,634.335060956052
2019-09,601.8619804312422
2019-10,619.5895022405057
2019-11,638.2286911520808
2019-12,661.9189413986624
2020-01,636.5232526750708
2020-02,550.3428862427844
2020-03,453.8809490889933
2020-04,538.4034047354419
2020-05,561.072926894343
2020-06,588.574149145374
2020-07,589.3412417327322
2020-08,602.4270194545109
2020-09,578.3082536836268
2020-10,508.02777872522364
2020-11,612.7147019881448
2020-12,662.2275400048832
2021-01,684.5400344333376
2021-02,715.3899137929358
2021-03,691.9298544243455
2021-04,743.5296388035586
2021-05,840.1898179992247
2021-06,834.608212581879
2021-07,841.9057286052893
2021-08,911.693397154264
2021-09,906.2052024662939
2021-10,980.2091737724529
2021-11,888.4803084113794
2021-12,894.3532069714861
2022-01,853.3870461844637
2022-02,765.2965913183771
2022-03,848.8720089080882
2022-04,786.3261786981043
2022-05,811.2764187448047
2022-06,760.3639161727549
2022-07,760.3799357165847
2022-08,733.0518736818268
2022-09,637.9360515508511
2022-10,701.3759841789056
2022-11,787.2531848483345
2022-12,799.4874565492437
2023-01,866.5402505456467
2023-02,843.5614691766175
2023-03,837.7110490726593
2023-04,918.0479085490806
2023-05,908.2557636896066
2023-06,982.7038966077113
2023-07,1102.261942752291
