Date,EM ASIA SMALL CAP
2009-05,755.0003360315409
2009-06,740.7932838292619
2009-07,823.2360526306154
2009-08,796.8909866458254
2009-09,850.2842088891745
2009-10,842.8096904288672
2009-11,867.4972488267535
2009-12,971.1861219300414
2010-01,951.3144099236569
2010-02,970.570267543175
2010-03,1069.9095417278832
2010-04,1115.359012745423
2010-05,1081.5533458112789
2010-06,1103.4919179213098
2010-07,1099.7500850789816
2010-08,1128.3638376749411
2010-09,1181.0566602517233
2010-10,1200.9044332956514
2010-11,1246.270702067015
2010-12,1271.5195163553628
2011-01,1217.263298009897
2011-02,1144.6282885538046
2011-03,1168.7290144205772
2011-04,1163.0820958650843
2011-05,1168.2389103166893
2011-06,1132.8287316377105
2011-07,1180.6863929445808
2011-08,1038.0881975670254
2011-09,939.904943308126
2011-10,989.3981933648915
2011-11,931.8048375002803
2011-12,956.8610747400007
2012-01,1045.7055434848571
2012-02,1114.9106082624699
2012-03,1073.1607398970596
2012-04,1054.641837046254
2012-05,1043.557011544287
2012-06,1036.6425937236386
2012-07,1059.1764136864936
2012-08,1056.33650150387
2012-09,1105.363388104117
2012-10,1079.1748972211951
2012-11,1105.0312765445046
2012-12,1130.9658505559187
2013-01,1131.5087157221933
2013-02,1194.569255458483
2013-03,1223.642465196361
2013-04,1225.1579214292444
2013-05,1266.879205690931
2013-06,1146.1710099666834
2013-07,1130.9083528910692
2013-08,1104.8576494523536
2013-09,1139.744002432895
2013-10,1176.5257867483888
2013-11,1161.3219996598402
2013-12,1148.3518186456056
2014-01,1160.5793399663062
2014-02,1179.7830699067083
2014-03,1201.991553661229
2014-04,1193.4595104594002
2014-05,1253.5670435807199
2014-06,1275.7240731007528
2014-07,1322.8424191962933
2014-08,1372.1697303966666
2014-09,1385.7983138570578
2014-10,1364.316757493959
2014-11,1348.4094394049844
2014-12,1369.3597166351972
2015-01,1503.7442467343035
2015-02,1546.2330116298335
2015-03,1643.5929560496093
2015-04,1729.377174263327
2015-05,1793.6534815908735
2015-06,1676.2499805859068
2015-07,1545.030105807898
2015-08,1372.8553818132038
2015-09,1391.7545595573115
2015-10,1492.9732324317301
2015-11,1535.0184500662529
2015-12,1503.9835759759983
2016-01,1387.4091247415522
2016-02,1358.2846322147223
2016-03,1410.1739239637059
2016-04,1411.7310842784352
2016-05,1418.076289922702
2016-06,1446.5953190988646
2016-07,1488.66699885327
2016-08,1531.4567617474065
2016-09,1534.473875929892
2016-10,1529.8848587185987
2016-11,1521.0080440612076
2016-12,1513.5227898918724
2017-01,1540.2564556734853
2017-02,1653.4444209348492
2017-03,1696.4610977583757
2017-04,1684.9012024484973
2017-05,1649.6607494173431
2017-06,1638.751789874591
2017-07,1631.73599666583
2017-08,1640.2857779509075
2017-09,1653.813329122049
2017-10,1763.9176667122774
2017-11,1768.724222790966
2017-12,1804.2165018629903
2018-01,1834.692054736595
2018-02,1784.3252005077422
2018-03,1752.2579782278235
2018-04,1790.6874372797283
2018-05,1855.48301004237
2018-06,1728.2849139422763
2018-07,1728.5101605028342
2018-08,1731.6131676969453
2018-09,1656.052902241585
2018-10,1482.3560110257747
2018-11,1580.1048729067106
2018-12,1538.5116222831732
2019-01,1585.5316711446687
2019-02,1632.4152025046733
2019-03,1694.1066613903733
2019-04,1691.5562201934144
2019-05,1603.4285727375932
2019-06,1614.8760912360688
2019-07,1601.2511329181414
2019-08,1549.2580268519323
2019-09,1596.576258115988
2019-10,1621.2282814351427
2019-11,1625.4527725833186
2019-12,1668.500572740191
2020-01,1614.3713981111346
2020-02,1551.716472300523
2020-03,1258.877012432857
2020-04,1450.011158516079
2020-05,1457.7795894879048
2020-06,1572.6792463347301
2020-07,1636.9320156181395
2020-08,1707.8656074740552
2020-09,1716.174290947968
2020-10,1736.427833989476
2020-11,1899.9257193283092
2020-12,1990.0336420020233
2021-01,2013.1166307782346
2021-02,2164.6836268429724
2021-03,2260.4061520437076
2021-04,2339.905125962709
2021-05,2335.6075752123097
2021-06,2477.6178316381247
2021-07,2454.025897395341
2021-08,2489.1962826948543
2021-09,2510.279943962326
2021-10,2541.3051648961896
2021-11,2560.580866167858
2021-12,2635.3531219083206
2022-01,2493.6412777035653
2022-02,2435.0764399857235
2022-03,2489.161304776428
2022-04,2498.4448550026646
2022-05,2408.182876328303
2022-06,2229.83880868511
2022-07,2341.7196265280595
2022-08,2426.7230420132973
2022-09,2214.3928366869927
2022-10,2145.520893080347
2022-11,2305.2184051493864
2022-12,2195.8008186535585
2023-01,2294.744804661126
2023-02,2287.6239159862844
2023-03,2258.88061828754
2023-04,2225.242067380707
2023-05,2331.3292408661146
2023-06,2364.822044197234
2023-07,2490.723936358699
