Date,EUROPE SMALL CAP
2008-05,175.62817662101403
2008-06,158.56688856533273
2008-07,151.91618270671788
2008-08,156.66279631764917
2008-09,131.48624587141327
2008-10,104.85074229648113
2008-11,95.7429790073477
2008-12,92.03085151412827
2009-01,93.46709263254392
2009-02,87.70786442398702
2009-03,89.82200738191204
2009-04,109.3976787742952
2009-05,116.13979324043677
2009-06,116.51288251858611
2009-07,125.7151401562098
2009-08,136.66949427186114
2009-09,143.58872639779904
2009-10,139.7452155870245
2009-11,138.7035855999026
2009-12,146.78945077866175
2010-01,149.95236860139985
2010-02,147.5176047338663
2010-03,161.2117801487999
2010-04,165.68564506724567
2010-05,154.02217642517738
2010-06,153.08070683130077
2010-07,161.19656130236052
2010-08,158.6272230200714
2010-09,168.07725452937586
2010-10,174.41745921025384
2010-11,174.31070482459228
2010-12,190.69565296169407
2011-01,189.95949894727417
2011-02,192.36834078293856
2011-03,190.22109501439596
2011-04,195.9971713573166
2011-05,196.31687919633154
2011-06,188.2708793111188
2011-07,182.36200563693296
2011-08,163.1621986440665
2011-09,151.6845258061475
2011-10,161.87811289610198
2011-11,157.10757691729364
2011-12,157.41687304344217
2012-01,171.7292935742505
2012-02,181.96898851257373
2012-03,182.09872769056673
2012-04,182.52843920161925
2012-05,169.60913524284405
2012-06,173.27910762749605
2012-07,179.49398763054043
2012-08,183.6799888917099
2012-09,189.62058742875757
2012-10,191.76359213943164
2012-11,192.82907304225526
2012-12,199.8951104363516
2013-01,205.7596760523528
2013-02,213.6904859866892
2013-03,216.34728786166679
2013-04,217.75291900267533
2013-05,225.7470030576591
2013-06,215.7927353354881
2013-07,229.82615221515408
2013-08,232.39526112828645
2013-09,244.81679451490024
2013-10,256.07642977045003
2013-11,260.8288317187932
2013-12,266.683215933147
2014-01,268.8254906922338
2014-02,286.42016502866875
2014-03,283.08068135042083
2014-04,279.49573446490643
2014-05,286.1926535795808
2014-06,283.2378696078411
2014-07,276.11082907287096
2014-08,280.22201881032385
2014-09,275.6842616181314
2014-10,271.67755668032703
2014-11,277.9582789116183
2014-12,283.93481425582183
2015-01,301.637674625435
2015-02,328.79275542767635
2015-03,335.0397088915124
2015-04,339.62581520950704
2015-05,351.8892399815193
2015-06,341.3526061638882
2015-07,353.0082869896329
2015-08,334.5377252275185
2015-09,324.06837782788904
2015-10,344.6260611821106
2015-11,358.7673188131204
2015-12,350.7421239383465
2016-01,322.02903528373173
2016-02,320.2476924486985
2016-03,330.7286548149095
2016-04,333.27035745054513
2016-05,347.19037196105495
2016-06,316.1898255736182
2016-07,333.75938780600103
2016-08,338.85104845753904
2016-09,342.2089108725453
2016-10,333.43970621426223
2016-11,337.2998509849468
2016-12,353.746583393158
2017-01,356.93751010594156
2017-02,368.5422792768457
2017-03,378.35391893685727
2017-04,396.66333539673656
2017-05,400.67244413521394
2017-06,390.8144612721907
2017-07,394.9913091886476
2017-08,392.5884544433681
2017-09,410.3429063639135
2017-10,418.88030883452114
2017-11,411.14298025774275
2017-12,421.07548113632834
2018-01,429.2707170817407
2018-02,416.9055308927629
2018-03,409.76962136637684
2018-04,426.6814329041767
2018-05,433.795649718123
2018-06,428.96307672363855
2018-07,434.70086299937833
2018-08,432.36593808499646
2018-09,424.2293399874626
2018-10,392.0094503525999
2018-11,378.58712931933985
2018-12,354.2809239357488
2019-01,386.14743144911915
2019-02,399.19352398447825
2019-03,404.5957564130581
2019-04,423.3074724819866
2019-05,398.4375259566529
2019-06,410.0592097609039
2019-07,409.42977276448664
2019-08,402.49544599436143
2019-09,416.7150015501636
2019-10,427.1057731671006
2019-11,446.71073207332034
2019-12,465.6590683954006
2020-01,457.6517921237908
2020-02,420.81869390386584
2020-03,331.2586708582044
2020-04,368.9337140410969
2020-05,387.9522156912643
2020-06,393.0794297811718
2020-07,397.43147506453954
2020-08,420.0763504579573
2020-09,417.5161000959207
2020-10,399.2136492716536
2020-11,459.612190398788
2020-12,487.00429186463924
2021-01,488.979699485492
2021-02,507.86902086180044
2021-03,534.0137120740293
2021-04,553.869837906573
2021-05,565.3576005645897
2021-06,562.3016000751174
2021-07,583.0275657394378
2021-08,603.2627812464821
2021-09,576.4453940433984
2021-10,596.8491833232724
2021-11,577.7838117909253
2021-12,603.030240289183
2022-01,562.3255063031467
2022-02,540.1979626074435
2022-03,544.034159058959
2022-04,533.6866190559559
2022-05,524.6326582180646
2022-06,462.74963282680744
2022-07,508.2691755877584
2022-08,473.0820148196684
2022-09,421.33144006313694
2022-10,450.89141994250326
2022-11,479.4071262962825
2022-12,467.3381273535414
2023-01,502.15059401537457
2023-02,515.9808653010454
2023-03,494.77379613762685
2023-04,502.68609186126315
2023-05,489.8550651533227
2023-06,493.93663525037107
2023-07,510.51877875080436
