Date,ACWI SMALL CAP
1998-12,403.0136919642776
1999-01,418.99280220090543
1999-02,415.6311556359735
1999-03,438.5896020463079
1999-04,482.149082640109
1999-05,486.5547420082796
1999-06,523.3712557013399
1999-07,510.5843528860851
1999-08,518.9291196621031
1999-09,517.7806483693214
1999-10,526.9519232386739
1999-11,572.4500116689261
1999-12,612.0397776770915
2000-01,625.8460994794166
2000-02,686.4221343394419
2000-03,687.4700387902075
2000-04,661.9520110045472
2000-05,631.3685578824303
2000-06,655.064889338644
2000-07,649.0308929447344
2000-08,709.1668308678646
2000-09,683.4862068394183
2000-10,666.0876814833841
2000-11,605.3334680368341
2000-12,586.2766535271347
2001-01,617.8668895447221
2001-02,589.6125671454713
2001-03,570.9941028889428
2001-04,608.3840656475592
2001-05,648.6906609749551
2001-06,643.9328399581985
2001-07,598.2992261928154
2001-08,568.1805333351307
2001-09,494.0270218315596
2001-10,524.9877243717647
2001-11,558.008281190794
2001-12,577.6203939254326
2002-01,592.0665745643696
2002-02,586.3977276665634
2002-03,620.8606868589923
2002-04,610.9541219949916
2002-05,590.2700146706754
2002-06,526.9170972823109
2002-07,478.1671994100172
2002-08,477.4199350190604
2002-09,434.32291074884955
2002-10,444.38642548478225
2002-11,470.38536883649016
2002-12,432.69960133068355
2003-01,415.2111816705006
2003-02,405.8090550309493
2003-03,401.3672443921278
2003-04,428.472117465756
2003-05,444.54808706781466
2003-06,468.36121297593405
2003-07,497.35420465101316
2003-08,534.5200158115586
2003-09,511.5336303416575
2003-10,551.967208606633
2003-11,547.8168026746861
2003-12,542.4138689705746
2004-01,570.7721882032585
2004-02,584.8467240633122
2004-03,603.6506794165564
2004-04,593.3395885474054
2004-05,585.1722891368172
2004-06,609.5045626806275
2004-07,586.8727442568941
2004-08,583.0964071935664
2004-09,591.5656646166761
2004-10,592.0258251987422
2004-11,610.1651788230259
2004-12,623.0574689211147
2005-01,643.5249136559489
2005-02,654.6260210912038
2005-03,652.9039870047919
2005-04,633.4458075883238
2005-05,683.826730473667
2005-06,717.8204609660877
2005-07,750.4885183857103
2005-08,745.1695286258222
2005-09,778.3681675626165
2005-10,756.4882718844764
2005-11,802.1454041727849
2005-12,829.2926815044422
2006-01,865.0297032064119
2006-02,878.4494220316661
2006-03,899.7765831851505
2006-04,889.4750463693587
2006-05,828.3538673355606
2006-06,820.9366383315755
2006-07,806.7274821252096
2006-08,825.4904936309453
2006-09,840.6968866585971
2006-10,872.5474502216924
2006-11,876.6427101776416
2006-12,897.4495030339062
2007-01,929.067517494785
2007-02,923.5404417176013
2007-03,940.2075201809685
2007-04,952.1147115370645
2007-05,1000.0
2007-06,989.5515145619447
2007-07,954.6751295538787
2007-08,940.9228149312886
2007-09,930.0643563480929
2007-10,954.5979721153267
2007-11,873.9769071517475
2007-12,864.6854763685893
2008-01,782.624055330297
2008-02,772.3643180595568
2008-03,728.4586914263609
2008-04,773.000021295103
2008-05,797.5714295948644
2008-06,719.7514972102599
2008-07,713.5145965031996
2008-08,749.8904203566202
2008-09,675.9395854661074
2008-10,574.0431059830166
2008-11,526.1315348346857
2008-12,512.1680160560413
2009-01,513.8274878669146
2009-02,467.715048343775
2009-03,486.95525852866274
2009-04,571.6598769381498
2009-05,590.4353231321771
2009-06,601.4921351414326
2009-07,650.1393191694345
2009-08,677.4279979975255
2009-09,705.9641729601891
2009-10,675.6505508414684
2009-11,681.6287609165059
2009-12,747.6615258520129
2010-01,751.9354926102719
2010-02,781.6019748276234
2010-03,850.1932934033002
2010-04,897.0806316691785
2010-05,877.7325828225199
2010-06,844.770496552589
2010-07,855.34827917849
2010-08,841.8427569933953
2010-09,874.5627451488608
2010-10,893.2821909759462
2010-11,955.1606419000636
2010-12,1009.7662926894094
2011-01,992.0400094676413
2011-02,1015.429934957166
2011-03,1003.5863328469977
2011-04,997.0865320066862
2011-05,1006.5778816352091
2011-06,976.3275133384354
2011-07,966.9648971865208
2011-08,882.0918272763495
2011-09,835.1458927894216
2011-10,896.4916438781038
2011-11,900.6239359003649
2011-12,925.6273580894903
2012-01,990.370450076271
2012-02,1017.7702626054131
2012-03,1027.1684194931972
2012-04,1024.788217328573
2012-05,999.0443608688668
2012-06,1007.8113990698047
2012-07,1036.942689045245
2012-08,1045.2489982866089
2012-09,1062.9711423513388
2012-10,1048.186017662777
2012-11,1055.4422811278523
2012-12,1075.9815834379817
2013-01,1102.2144059248428
2013-02,1154.1745727656291
2013-03,1211.3207655763324
2013-04,1195.3069756937768
2013-05,1226.186576872859
2013-06,1187.0697589165306
2013-07,1229.574698271996
2013-08,1212.6015518739807
2013-09,1262.3155422868917
2013-10,1296.249449037704
2013-11,1313.274789630398
2013-12,1324.560343320513
2014-01,1327.1471408707657
2014-02,1362.620828587275
2014-03,1362.6352152005945
2014-04,1334.546753384359
2014-05,1373.6806603648927
2014-06,1419.7024079002135
2014-07,1401.111709048168
2014-08,1466.0120232312295
2014-09,1444.9079304293753
2014-10,1476.2584070051712
2014-11,1487.2016080789356
2014-12,1535.265770991431
2015-01,1621.9753551590588
2015-02,1725.6866040303319
2015-03,1805.1462553515428
2015-04,1760.540778019495
2015-05,1823.3376604519246
2015-06,1770.3162647600275
2015-07,1763.1544760256338
2015-08,1638.6205099210906
2015-09,1581.504329476051
2015-10,1690.1029194005391
2015-11,1780.886536175426
2015-12,1692.4138416783214
2016-01,1566.847246379935
2016-02,1569.3708555788455
2016-03,1624.688488104763
2016-04,1652.991375979035
2016-05,1712.6039057214532
2016-06,1691.6238358025853
2016-07,1770.9433273216885
2016-08,1783.9330324529215
2016-09,1794.0531062480495
2016-10,1775.9330971440213
2016-11,1893.8512576621472
2016-12,1945.08644421788
2017-01,1946.6328037159694
2017-02,2028.2046397576667
2017-03,2033.9238617395106
2017-04,2035.96190225329
2017-05,1984.2150438276806
2017-06,1985.0386876075613
2017-07,1966.597303044714
2017-08,1953.4093422164676
2017-09,2033.3094078889987
2017-10,2098.0224163772004
2017-11,2093.616012383446
2017-12,2115.250440958721
2018-01,2116.3416418643333
2018-02,2074.9118534484214
2018-03,2055.585996896638
2018-04,2109.1208636895744
2018-05,2229.3624911175484
2018-06,2207.258686807291
2018-07,2229.333714019583
2018-08,2281.767186863041
2018-09,2248.9889920789033
2018-10,2075.658877204328
2018-11,2099.479891059384
2018-12,1902.161208325788
2019-01,2080.5946560040225
2019-02,2170.1633935718746
2019-03,2190.3050304134113
2019-04,2256.6735893765353
2019-05,2124.883674987418
2019-06,2196.0520693454587
2019-07,2254.303303853266
2019-08,2197.75512702787
2019-09,2265.4951609592545
2019-10,2277.305883573109
2019-11,2369.9497242138177
2019-12,2414.7175564575045
2020-01,2374.8980430377806
2020-02,2180.967282107028
2020-03,1724.4358928136087
2020-04,1960.4789068100158
2020-05,2057.6069013060464
2020-06,2103.301441737559
2020-07,2087.0542616425896
2020-08,2177.633862838285
2020-09,2173.988251375338
2020-10,2186.9458752045516
2020-11,2454.169851595881
2020-12,2576.9826070123727
2021-01,2643.1051636224392
2021-02,2780.4316695778875
2021-03,2930.2874196674543
2021-04,2978.822573127733
2021-05,2963.346631348487
2021-06,3069.150798269394
2021-07,3046.2154139254376
2021-08,3129.8037768141403
2021-09,3092.9019227465446
2021-10,3196.738595254709
2021-11,3134.316446301335
2021-12,3218.944725528065
2022-01,3030.695059484672
2022-02,3021.395547826758
2022-03,3084.485230977951
2022-04,3010.1875365363644
2022-05,2952.945497807204
2022-06,2721.7432407430197
2022-07,3023.0470524788266
2022-08,2986.1592855365757
2022-09,2751.4920512340436
2022-10,2918.8012683406573
2022-11,2984.9599621168986
2022-12,2789.5779978174223
2023-01,2983.7745366503264
2023-02,2990.3017225112076
2023-03,2856.585739736575
2023-04,2811.041264493045
2023-05,2844.6990073641186
2023-06,2947.7428389566126
2023-07,3066.3039170714314
