Date,AC AMERICAS SMALL CAP
2007-05,1000.0
2007-06,982.3365755805662
2007-07,920.7243756078371
2007-08,928.8713415073498
2007-09,916.6112767974669
2007-10,932.8383030141034
2007-11,853.840586204132
2007-12,852.1509748079707
2008-01,788.1358737327328
2008-02,754.2600732366113
2008-03,710.9356811701609
2008-04,764.8259802236826
2008-05,804.9609120483801
2008-06,730.8263980041078
2008-07,738.5943494182634
2008-08,799.6512930905174
2008-09,743.8571993544462
2008-10,641.0230268889704
2008-11,572.3452920397682
2008-12,551.2154733645506
2009-01,548.2504798213605
2009-02,491.93681618000124
2009-03,514.5164623602589
2009-04,606.0290419791652
2009-05,598.5992016514781
2009-06,607.7626589015581
2009-07,660.7101422624725
2009-08,683.5076982022844
2009-09,716.0993953270051
2009-10,672.0342051589574
2009-11,689.7115229220049
2009-12,774.8642230385747
2010-01,772.5555714783584
2010-02,825.7500606307091
2010-03,898.1360771723539
2010-04,961.6673282431221
2010-05,960.4483445293405
2010-06,895.1445108116228
2010-07,902.6507413060142
2010-08,874.4624722907628
2010-09,907.9752518584223
2010-10,928.7111309803798
2010-11,1022.9527794783885
2010-12,1071.509582095096
2011-01,1057.1700967950574
2011-02,1102.1298689658186
2011-03,1094.1632431315822
2011-04,1077.401451009752
2011-05,1092.3745781183313
2011-06,1055.872968081081
2011-07,1031.7762540440501
2011-08,944.9317394385695
2011-09,892.6503823682679
2011-10,986.3730569046203
2011-11,1014.9041195373861
2011-12,1049.7669754577614
2012-01,1116.8993126202063
2012-02,1134.5095148631376
2012-03,1155.9943414671507
2012-04,1152.7737337923602
2012-05,1143.0947328037173
2012-06,1151.2456909642501
2012-07,1181.4413104520513
2012-08,1196.7929529648204
2012-09,1206.0847644348646
2012-10,1181.1877224582267
2012-11,1187.5764521178164
2012-12,1202.9640648992554
2013-01,1240.6758580436924
2013-02,1296.0930515561186
2013-03,1375.5670422686353
2013-04,1336.5413832520312
2013-05,1397.8934969210718
2013-06,1372.6892493593493
2013-07,1430.1874587067139
2013-08,1397.083869480478
2013-09,1439.3194528714625
2013-10,1476.596283884081
2013-11,1510.8688789700882
2013-12,1527.6238209852831
2014-01,1527.2146456367784
2014-02,1566.1882231125498
2014-03,1564.5098186974453
2014-04,1521.8850349410714
2014-05,1561.4784644931915
2014-06,1639.4208023515525
2014-07,1593.911924880021
2014-08,1700.461679051359
2014-09,1670.0251201417684
2014-10,1746.4663724432207
2014-11,1763.0147161343123
2014-12,1834.541054531792
2015-01,1908.6808982937785
2015-02,2034.2073790877303
2015-03,2140.9565178369758
2015-04,2031.7929401486767
2015-05,2109.4413731983086
2015-06,2060.855960371419
2015-07,2051.7682969862385
2015-08,1903.5690530014365
2015-09,1818.9835564155032
2015-10,1940.7584389155525
2015-11,2065.312777222338
2015-12,1918.0078296050206
2016-01,1777.25910057491
2016-02,1791.9495022165843
2016-03,1858.2397770398352
2016-04,1893.7148223694287
2016-05,1977.5576364512947
2016-06,1989.9278381384981
2016-07,2078.9175195856697
2016-08,2099.6816800341294
2016-09,2092.5226147794037
2016-10,2058.960634474538
2016-11,2303.8661339190967
2016-12,2365.4832212016267
2017-01,2347.5551523257145
2017-02,2437.839043094535
2017-03,2421.947893321928
2017-04,2393.7666764356673
2017-05,2287.337405659703
2017-06,2314.280727461909
2017-07,2272.474247683739
2017-08,2241.516469800247
2017-09,2359.0000507258364
2017-10,2421.925933628623
2017-11,2425.059533668419
2017-12,2427.1178464331774
2018-01,2399.4048757474775
2018-02,2345.8222112849044
2018-03,2345.9717365553374
2018-04,2401.6912215834864
2018-05,2606.384077263087
2018-06,2623.2896173413906
2018-07,2661.795780287734
2018-08,2781.8193991414114
2018-09,2736.3272389092695
2018-10,2527.138965176609
2018-11,2565.8408213280936
2018-12,2267.2012463797973
2019-01,2525.8921030190213
2019-02,2661.1473339065965
2019-03,2667.564167884919
2019-04,2757.1266103431853
2019-05,2573.14369059246
2019-06,2690.416102848719
2019-07,2791.8414441499876
2019-08,2706.2885055167176
2019-09,2777.6258064744407
2019-10,2760.5443105662066
2019-11,2898.433499220691
2019-12,2937.2242311828363
2020-01,2894.8769085142058
2020-02,2661.251901932954
2020-03,2034.3671011067381
2020-04,2353.0309265874134
2020-05,2479.111697180377
2020-06,2541.051458534758
2020-07,2520.1328723101815
2020-08,2601.9301284632943
2020-09,2569.756137763244
2020-10,2643.797188355994
2020-11,3000.329794366299
2020-12,3160.703319514142
2021-01,3291.217023343086
2021-02,3500.7617676968557
2021-03,3691.437432086952
2021-04,3742.567746428988
2021-05,3696.7700408262385
2021-06,3863.773526808699
2021-07,3780.9225403103287
2021-08,3876.9295136318788
2021-09,3833.077338717725
2021-10,4013.312011619635
2021-11,3943.1869393233524
2021-12,4035.1036457857617
2022-01,3788.5954177434423
2022-02,3820.7334498700143
2022-03,3923.099156917735
2022-04,3790.5172342122014
2022-05,3739.098071424346
2022-06,3462.378564537551
2022-07,3920.19672636117
2022-08,3877.507505707313
2022-09,3601.544194277517
2022-10,3929.3964313571896
2022-11,3925.500475676908
2022-12,3568.087756390921
2023-01,3867.9281380181474
2023-02,3878.9805774592264
2023-03,3642.7053630816386
2023-04,3538.6289510909914
2023-05,3599.62176992924
2023-06,3810.6327793515325
2023-07,3965.73900456799
