Date,EM LATIN AMERICA ex BRAZIL SMALL CAP
2013-09,3724.027754589096
2013-10,3665.5007854248647
2013-11,3460.80463487701
2013-12,3496.0973112314787
2014-01,3342.473125557956
2014-02,3237.773105884241
2014-03,3463.484039185118
2014-04,3428.9041412351335
2014-05,3586.6472520513735
2014-06,3603.169885784292
2014-07,3619.4049064990763
2014-08,3740.5404618905513
2014-09,3774.9080538571957
2014-10,3852.73064566029
2014-11,3720.048816577774
2014-12,3608.474675734366
2015-01,3737.7148967703324
2015-02,4011.7711222892517
2015-03,3986.004222652834
2015-04,3937.0048980828847
2015-05,3910.6800467608355
2015-06,3700.1437636747714
2015-07,3724.696624509593
2015-08,3366.059290155965
2015-09,3383.305625479955
2015-10,3556.4669881017744
2015-11,3646.6324196204873
2015-12,3476.1148393753874
2016-01,3309.4816014823627
2016-02,3418.280665737684
2016-03,3646.1481803658166
2016-04,3757.783879672501
2016-05,3623.2964644239296
2016-06,3643.2581185511285
2016-07,3696.8161363067647
2016-08,3755.2081712903623
2016-09,3610.5033983221
2016-10,3950.6062981244777
2016-11,3594.2566659334616
2016-12,3598.76621960072
2017-01,3558.3346901153063
2017-02,3717.090042040573
2017-03,3979.3056469225007
2017-04,3906.8295227355893
2017-05,3794.849192215979
2017-06,3890.892975317093
2017-07,3924.5619306655085
2017-08,3990.669031882598
2017-09,3970.8794611732264
2017-10,3877.8063829413977
2017-11,3673.5545546676776
2017-12,3763.3939933245847
2018-01,3845.068255153645
2018-02,3822.936906337621
2018-03,3765.8847433651245
2018-04,3863.3892857497476
2018-05,3604.974489909157
2018-06,3602.2142498999315
2018-07,3836.0489621668107
2018-08,3720.205359238582
2018-09,3844.8117158115924
2018-10,3285.236362605505
2018-11,3288.3610576663236
2018-12,3222.7003960557067
2019-01,3571.526220431783
2019-02,3622.3036941390155
2019-03,3617.1341351978235
2019-04,3755.3437949359413
2019-05,3523.2496618070522
2019-06,3663.214216790599
2019-07,3660.0120611796406
2019-08,3299.9597976549385
2019-09,3475.5657989788347
2019-10,3452.6020543282466
2019-11,3345.3055711928228
2019-12,3565.387390409964
2020-01,3492.031992985399
2020-02,3152.3038551755153
2020-03,2101.1981753913797
2020-04,2264.734304921888
2020-05,2382.3285310152246
2020-06,2467.098089601423
2020-07,2491.5423329331243
2020-08,2486.37391329297
2020-09,2394.7350514240507
2020-10,2389.9864394912856
2020-11,2813.1942631715096
2020-12,2984.205829019571
2021-01,2838.1192223571315
2021-02,2927.666186141449
2021-03,3111.924696892925
2021-04,3038.6588604582657
2021-05,3093.7754613870243
2021-06,3211.1257256254667
2021-07,3154.184201332875
2021-08,3220.021995499828
2021-09,3096.19886479072
2021-10,3059.263282312327
2021-11,2929.306495765088
2021-12,3200.8311715471827
2022-01,3378.5259844126012
2022-02,3320.669130658252
2022-03,3640.28418645596
2022-04,3518.5674674692004
2022-05,3642.554910969086
2022-06,3238.316085133352
2022-07,3464.334613678905
2022-08,3454.8340976412983
2022-09,3415.8141169960504
2022-10,3721.190001579757
2022-11,3883.0167432791227
2022-12,3822.889369218392
2023-01,4248.318588523702
2023-02,4305.492334829684
2023-03,4427.888575543318
2023-04,4349.905683273911
2023-05,4557.385354027439
2023-06,4669.094949792983
2023-07,4927.835237496085
