Date,BRIC SMALL CAP
2021-04,2066.3458294089596
2021-05,2169.7505834245935
2021-06,2296.2859646885377
2021-07,2251.8853055651493
2021-08,2297.142736581621
2021-09,2322.777788497734
2021-10,2247.734646222394
2021-11,2244.541245494675
2021-12,2288.09984170571
2022-01,2280.9042040473646
2022-02,2109.7122307056898
2022-03,2185.719899251792
2022-04,2219.8549069248224
2022-05,2080.200569654829
2022-06,1990.9562227617748
2022-07,2104.491506115253
2022-08,2214.8584534313622
2022-09,2132.683146842185
2022-10,2103.361078420871
2022-11,2113.311620792472
2022-12,2011.1338552585175
2023-01,2055.6890746878134
2023-02,1983.4467964009928
2023-03,1900.6794477365677
2023-04,1934.0795119965055
2023-05,2018.3477242114113
2023-06,2106.1791737295543
2023-07,2218.5963191348524
