Date,BRIC SMALL CAP
1998-12,101.43923369050061
1999-01,94.61888191588287
1999-02,96.76436585144464
1999-03,119.58676782328746
1999-04,114.19662634761765
1999-05,126.4295631468917
1999-06,143.73438201242158
1999-07,142.93312086395477
1999-08,158.63705206078336
1999-09,159.4439809234909
1999-10,156.48222733944752
1999-11,180.63333034027843
1999-12,210.8782475905216
2000-01,233.1264676107915
2000-02,236.51147158077555
2000-03,235.1839872178041
2000-04,224.2543524503043
2000-05,213.57859039794593
2000-06,220.534258427001
2000-07,240.79280155131497
2000-08,260.19123220795154
2000-09,241.31726161752394
2000-10,236.8966119017143
2000-11,225.34389248331226
2000-12,216.38157311581236
2001-01,231.77156967991885
2001-02,233.2325810660253
2001-03,217.16357000469677
2001-04,222.09311010480582
2001-05,246.77533504081728
2001-06,237.1724321839574
2001-07,203.11697628888444
2001-08,188.05139552318232
2001-09,166.13654891099756
2001-10,183.4058364299467
2001-11,206.9345911833725
2001-12,218.4279357549515
2002-01,227.76045551434893
2002-02,240.26130638802255
2002-03,250.16563354629866
2002-04,250.64535627109677
2002-05,235.61204100375238
2002-06,207.05440322353226
2002-07,186.14575458085966
2002-08,191.05281610616834
2002-09,171.82438293695182
2002-10,177.5904453741423
2002-11,181.8626106655805
2002-12,177.38829581736778
2003-01,178.92713595091232
2003-02,182.45098595968213
2003-03,180.69438361333397
2003-04,189.4566239106037
2003-05,195.3862165707003
2003-06,209.5106960012869
2003-07,225.9949423759157
2003-08,253.54263330072823
2003-09,252.21029964178757
2003-10,279.2314239493347
2003-11,283.58463000769984
2003-12,304.92861631090847
2004-01,309.20896809260086
2004-02,317.6297889123943
2004-03,322.095927815492
2004-04,303.9338189695038
2004-05,279.9202380800502
2004-06,284.8219216542967
2004-07,301.0973484797197
2004-08,315.1911030155803
2004-09,332.0297679322157
2004-10,323.4785584963565
2004-11,341.6938323426214
2004-12,358.71210859451395
2005-01,369.10200303693694
2005-02,388.43813073151233
2005-03,373.2373254989633
2005-04,369.363598825702
2005-05,402.0710224198947
2005-06,412.79246838180234
2005-07,429.9621491306427
2005-08,452.6720896504004
2005-09,517.0977019549082
2005-10,476.8710817811329
2005-11,526.2904563013744
2005-12,553.2764483471694
2006-01,619.1881124983039
2006-02,662.8408406807043
2006-03,677.1392879898576
2006-04,683.118722905364
2006-05,589.8225511235111
2006-06,580.1339058272515
2006-07,578.5703317641339
2006-08,611.7719763428104
2006-09,649.6336674129655
2006-10,686.2698975841976
2006-11,715.1696055138889
2006-12,772.2309281609143
2007-01,811.2049944290783
2007-02,799.9943835967978
2007-03,824.6638933311315
2007-04,880.7400309358078
2007-05,1000.0
2007-06,1033.4028692775807
2007-07,1095.5363147793585
2007-08,1061.5224136487348
2007-09,1140.851727433936
2007-10,1228.7955102814658
2007-11,1147.2782294623114
2007-12,1221.0611843206643
2008-01,993.3543628424304
2008-02,1000.2158727953474
2008-03,826.8333561766646
2008-04,912.1579941061399
2008-05,899.244312987425
2008-06,763.9089839417866
2008-07,759.1450385440944
2008-08,735.5739492355938
2008-09,575.9631109706727
2008-10,419.7745804743918
2008-11,406.5901770859025
2008-12,429.78091456229765
2009-01,442.77874788823743
2009-02,426.08126562010193
2009-03,452.4152332181599
2009-04,565.7625423263852
2009-05,731.6938131282493
2009-06,757.5728404770402
2009-07,862.3922169348474
2009-08,854.7499605229118
2009-09,908.5887775031499
2009-10,932.988570107203
2009-11,1000.9043851324948
2009-12,1103.8616896702642
2010-01,1097.4129543189197
2010-02,1142.2417879653808
2010-03,1239.0031660813627
2010-04,1288.2822073514474
2010-05,1242.7762003428516
2010-06,1267.5418708327397
2010-07,1268.064307719065
2010-08,1314.7424255851827
2010-09,1370.4076277400393
2010-10,1417.6567301655195
2010-11,1481.087227818161
2010-12,1472.2919326534186
2011-01,1346.292313469898
2011-02,1289.1217021014068
2011-03,1316.9097160593733
2011-04,1301.9274946492353
2011-05,1286.3359159971446
2011-06,1232.8178464727782
2011-07,1234.7704804161026
2011-08,1078.6862358289122
2011-09,967.2584020988661
2011-10,1033.792729040782
2011-11,949.9520611436321
2011-12,927.7460448659334
2012-01,1038.2208186055343
2012-02,1139.624278098121
2012-03,1074.6211544768644
2012-04,1061.9678611824338
2012-05,1014.0871020137033
2012-06,997.4223727453644
2012-07,1000.255438253603
2012-08,1002.3750340586711
2012-09,1056.0128453510983
2012-10,1073.2198219033253
2012-11,1094.6732206998756
2012-12,1158.308300836832
2013-01,1188.5019642749087
2013-02,1205.3084888274686
2013-03,1188.866334437902
2013-04,1182.992417225107
2013-05,1199.919185721423
2013-06,1069.2574742532438
2013-07,1029.149849105771
2013-08,1022.1570173815504
2013-09,1058.7928773823496
2013-10,1095.4513636433244
2013-11,1099.469122361229
2013-12,1104.6104817732082
2014-01,1093.9490059245509
2014-02,1088.223726969196
2014-03,1106.914213542925
2014-04,1080.3169608578219
2014-05,1163.587523353313
2014-06,1201.7264625909093
2014-07,1238.5812864710372
2014-08,1293.37564922441
2014-09,1294.3447722579338
2014-10,1318.1255549330963
2014-11,1319.487623376042
2014-12,1287.1554417182945
2015-01,1374.166191782431
2015-02,1396.348678835352
2015-03,1488.9173823059473
2015-04,1667.6697670535223
2015-05,1781.1206166551417
2015-06,1602.0291871065333
2015-07,1457.3801548901315
2015-08,1251.078747269374
2015-09,1267.7152926862257
2015-10,1376.6151724680296
2015-11,1421.4627594055112
2015-12,1401.7695393947347
2016-01,1218.9550502957927
2016-02,1175.1989930828202
2016-03,1242.5697038459114
2016-04,1273.1782986913938
2016-05,1280.6953780732752
2016-06,1319.1557831888524
2016-07,1356.1773510524902
2016-08,1438.8774951767589
2016-09,1447.2171916697573
2016-10,1506.315311482712
2016-11,1492.4783428871685
2016-12,1468.9362418002308
2017-01,1524.9029941692845
2017-02,1634.1965433142177
2017-03,1680.2645222034582
2017-04,1687.1060913130138
2017-05,1596.485705875913
2017-06,1594.3062245976348
2017-07,1632.9742771853284
2017-08,1658.019254487114
2017-09,1713.8554494768566
2017-10,1793.752315588738
2017-11,1730.4349126303205
2017-12,1803.6696564627343
2018-01,1815.6124732293017
2018-02,1767.2992839122717
2018-03,1720.0639033470313
2018-04,1788.7912574854565
2018-05,1807.9664949649423
2018-06,1676.5235158435007
2018-07,1702.455180423784
2018-08,1647.5771691983086
2018-09,1506.4369126030028
2018-10,1503.82066592402
2018-11,1570.274756163934
2018-12,1553.2921142665768
2019-01,1587.3966778966678
2019-02,1604.5922362972337
2019-03,1715.1013485892436
2019-04,1697.8915497899136
2019-05,1678.119969993646
2019-06,1674.686079413886
2019-07,1672.8425533917925
2019-08,1588.3533490999175
2019-09,1635.7288990022641
2019-10,1662.0210926141135
2019-11,1678.9062144631735
2019-12,1764.066544804997
2020-01,1789.2894475467617
2020-02,1693.3452913780613
2020-03,1181.3514079560778
2020-04,1302.6045316956406
2020-05,1273.007578446404
2020-06,1414.1293460113905
2020-07,1487.709504827588
2020-08,1528.4648365132593
2020-09,1524.3358402602369
2020-10,1520.3547018888403
2020-11,1698.446804678053
2020-12,1776.3534259479009
2021-01,1839.60436108434
2021-02,1989.8395148556237
2021-03,2053.9067097207403
