Date,ACWI ex EMU SMALL CAP
2007-05,1000.0
2007-06,989.9096746161141
2007-07,953.7179261230474
2007-08,943.141599570979
2007-09,932.4243099842643
2007-10,955.8778373099769
2007-11,874.8130099507489
2007-12,866.4723846343132
2008-01,787.9227926935865
2008-02,774.097359913844
2008-03,726.5578883217136
2008-04,773.2266604158217
2008-05,799.6534516980031
2008-06,722.6184316045641
2008-07,719.5402501739981
2008-08,757.7194682286297
2008-09,688.5098105515797
2008-10,588.4047358041194
2008-11,538.8731683107924
2008-12,522.8011629141911
2009-01,525.9533963192407
2009-02,478.029066651404
2009-03,498.1570313502479
2009-04,583.3152792086778
2009-05,599.9763485758199
2009-06,612.2179630263132
2009-07,662.6630991868884
2009-08,686.6282980509116
2009-09,712.454964474124
2009-10,682.7734295482403
2009-11,689.4148166161083
2009-12,760.3554056095617
2010-01,764.6013433749945
2010-02,799.7640789108999
2010-03,870.2184391855831
2010-04,922.1862585957264
2010-05,907.330000100339
2010-06,871.6175639465495
2010-07,879.1801986925675
2010-08,866.433192537917
2010-09,897.8326863729332
2010-10,914.1907961664722
2010-11,986.6907163985771
2010-12,1039.783328558052
2011-01,1019.210999827571
2011-02,1044.2562389136037
2011-03,1030.0354517270698
2011-04,1020.1273062834817
2011-05,1032.2138295384943
2011-06,1001.1047107470879
2011-07,996.8980614499051
2011-08,910.7822598978125
2011-09,864.6070167651362
2011-10,929.6619328236201
2011-11,938.0033096660861
2011-12,966.672918395208
2012-01,1032.6615777897418
2012-02,1059.2085035461203
2012-03,1069.9328839853788
2012-04,1069.1114907477324
2012-05,1047.1829622540683
2012-06,1054.986501758407
2012-07,1086.3300687670035
2012-08,1093.7077585730726
2012-09,1110.7550965871249
2012-10,1092.2715340267334
2012-11,1098.9403770563747
2012-12,1118.0008698182512
2013-01,1142.0986854884788
2013-02,1198.8637156270784
2013-03,1264.7129832639753
2013-04,1244.7212311539217
2013-05,1274.9799280103323
2013-06,1235.8141888938085
2013-07,1277.3087608896326
2013-08,1257.440164166452
2013-09,1306.634435233626
2013-10,1337.662991855296
2013-11,1355.104821738061
2013-12,1366.6137144904746
2014-01,1367.4609211430786
2014-02,1400.1448481730092
2014-03,1399.2684533998586
2014-04,1368.8916110528055
2014-05,1410.2176389704796
2014-06,1463.8939448275296
2014-07,1448.1587090160494
2014-08,1520.2336181250391
2014-09,1498.05506941639
2014-10,1537.4811776905424
2014-11,1544.7787353013093
2014-12,1598.3082645644035
2015-01,1685.521602321894
2015-02,1790.8282135850457
2015-03,1874.55773892071
2015-04,1824.292628016006
2015-05,1892.1424634941318
2015-06,1838.2235818653012
2015-07,1822.2010489744966
2015-08,1690.7021528704595
2015-09,1632.5322955314532
2015-10,1743.959828896363
2015-11,1841.6142840602486
2015-12,1744.126788920643
2016-01,1614.7519441473075
2016-02,1619.766899895495
2016-03,1676.0815978228354
2016-04,1706.2888145228674
2016-05,1768.5082001824994
2016-06,1757.1974255891012
2016-07,1837.4841682254068
2016-08,1850.3561691629418
2016-09,1859.802209692631
2016-10,1840.5735554105445
2016-11,1976.669548023214
2016-12,2023.976784923522
2017-01,2023.6948168265792
2017-02,2111.135276157935
2017-03,2108.422998725493
2017-04,2102.8750871789807
2017-05,2038.455481827483
2017-06,2044.000382760341
2017-07,2019.9614151144065
2017-08,2004.3011261149818
2017-09,2084.6395026124897
2017-10,2154.5511793799215
2017-11,2152.2506655844713
2017-12,2173.300102294358
2018-01,2167.1584342696788
2018-02,2126.6548039840927
2018-03,2109.2868145857465
2018-04,2162.387309431527
2018-05,2300.0182345028834
2018-06,2278.444701588668
2018-07,2299.4886961727198
2018-08,2360.311989550271
2018-09,2327.429996304612
2018-10,2148.5311009336397
2018-11,2179.889624564546
2018-12,1970.088515107988
2019-01,2156.6502438740577
2019-02,2251.687566169479
2019-03,2271.247912369291
2019-04,2336.2428996722774
2019-05,2200.9837827846427
2019-06,2272.2585602776808
2019-07,2336.8532285617744
2019-08,2276.574079071421
2019-09,2348.08541258345
2019-10,2356.5854448530854
2019-11,2453.135688804455
2019-12,2498.7832762297244
2020-01,2457.6438473345984
2020-02,2254.2476023480995
2020-03,1782.1664941804472
2020-04,2031.7326140926943
2020-05,2131.3229988359694
2020-06,2177.4549598616363
2020-07,2158.6522922594836
2020-08,2251.981076862227
2020-09,2248.1254261892186
2020-10,2273.8554089492886
2020-11,2541.7915344721546
2020-12,2669.262484556222
2021-01,2739.8771487822873
2021-02,2885.0748563991124
2021-03,3040.739785546375
2021-04,3087.639828775125
2021-05,3064.239398660645
2021-06,3183.506954619549
2021-07,3152.5552603112033
2021-08,3237.249559955686
2021-09,3204.1238372902644
2021-10,3312.762011083985
2021-11,3252.347297310002
2021-12,3337.1385185658596
2022-01,3137.1031817673115
2022-02,3134.10247086707
2022-03,3203.2669766061467
2022-04,3122.349807806921
2022-05,3058.250861374205
2022-06,2829.260458376425
2022-07,3153.702585898323
2022-08,3122.8075472066457
2022-09,2880.55741145668
2022-10,3052.253484087428
2022-11,3114.4507906448503
2022-12,2900.626489923701
2023-01,3097.4867074960957
2023-02,3098.406359326814
2023-03,2958.7571896601507
2023-04,2906.6938710965537
2023-05,2950.1816666565524
2023-06,3059.005710368113
2023-07,3184.3156203696717
