Date,EASEA INDEX (EAFE ex JAPAN) SMALL CAP
2013-07,242.2413755065232
2013-08,245.0176753082077
2013-09,257.89901038402587
2013-10,268.029239044113
2013-11,269.91018381733033
2013-12,274.4702250227978
2014-01,274.8660810526048
2014-02,290.9369810027544
2014-03,289.2502242952848
2014-04,286.2226593891709
2014-05,293.0710235736184
2014-06,290.7132862336045
2014-07,287.24295700700156
2014-08,291.88998759654925
2014-09,285.3356345135332
2014-10,282.7855751811628
2014-11,286.49768029045066
2014-12,291.7063229189589
2015-01,309.2857267934229
2015-02,335.126441486969
2015-03,342.15696546216833
2015-04,346.79721659869654
2015-05,357.961828180939
2015-06,343.7574057085602
2015-07,351.46440557824934
2015-08,329.90714933180703
2015-09,320.32687409151174
2015-10,342.11305257520803
2015-11,356.0099017234033
2015-12,348.5127533591658
2016-01,320.10376245414363
2016-02,319.7292219930904
2016-03,331.6970889375132
2016-04,334.65323381634323
2016-05,346.8538382162869
2016-06,321.9811508071637
2016-07,340.65658724058227
2016-08,344.81786649272595
2016-09,348.17800130209633
2016-10,339.9640898937663
2016-11,344.7155294893662
2016-12,358.34656333807453
2017-01,361.7037896052382
2017-02,374.699263785565
2017-03,383.4553345097406
2017-04,397.08858278746357
2017-05,398.720123181874
2017-06,391.4186186830224
2017-07,393.92807817550283
2017-08,392.1394646926565
2017-09,407.75661387922315
2017-10,417.75243405051646
2017-11,411.18800171148604
2017-12,421.2275486763486
2018-01,428.3601347817598
2018-02,417.5319895472544
2018-03,408.86816252738396
2018-04,424.15725603325575
2018-05,433.3656060148002
2018-06,427.0415700811562
2018-07,431.8115556528667
2018-08,430.44344495415095
2018-09,424.0508213311891
2018-10,392.5331331236198
2018-11,383.89206889638524
2018-12,359.47784431868916
2019-01,391.2232313534389
2019-02,405.0212789967135
2019-03,410.90546537157604
2019-04,427.95820061894415
2019-05,405.40123837367923
2019-06,416.66545189006445
2019-07,419.50467365811176
2019-08,410.8422294387879
2019-09,425.12062410277235
2019-10,432.65501444229
2019-11,450.23384498471603
2019-12,466.80419950241725
2020-01,460.0822018768021
2020-02,422.80941352250613
2020-03,330.77731441323056
2020-04,372.96390790674764
2020-05,392.5403531549509
2020-06,398.8259523081323
2020-07,401.94696408341537
2020-08,426.243491305742
2020-09,422.3098718825892
2020-10,408.55735719854596
2020-11,466.0357029078161
2020-12,491.54245873352465
2021-01,493.97351334311395
2021-02,511.8144814371872
2021-03,536.9798873233929
2021-04,556.097518513678
2021-05,563.9421007077636
2021-06,566.0589579144543
2021-07,580.487091201123
2021-08,600.1080016739529
2021-09,578.6202339573243
2021-10,600.7440996683018
2021-11,584.0477758997808
2021-12,608.977584350553
2022-01,568.0649198590062
2022-02,553.7086456027423
2022-03,566.1736111489314
2022-04,557.6468595715783
2022-05,542.1043437723334
2022-06,481.09472626360736
2022-07,529.1617014504958
2022-08,507.02798941930973
2022-09,450.7878570168014
2022-10,475.00383631738725
2022-11,502.9382779939599
2022-12,486.738801810457
2023-01,521.8419719653256
2023-02,524.8200093706024
2023-03,503.56528101798403
2023-04,508.48608469525146
2023-05,498.75984213345606
2023-06,502.9322706768095
2023-07,520.5546422806898
