Date,NORDIC COUNTRIES SMALL CAP
2000-12,100.0
2001-01,108.1607840805057
2001-02,100.6358705005021
2001-03,94.96174649099231
2001-04,101.31759737545022
2001-05,106.27044322738499
2001-06,98.49050608903929
2001-07,96.52479522467817
2001-08,91.04482346942683
2001-09,79.3646628757686
2001-10,84.8975977407658
2001-11,91.51102956317959
2001-12,94.75004818347851
2002-01,99.73056168947883
2002-02,102.54790804090044
2002-03,107.58369319731524
2002-04,107.64017860684322
2002-05,107.37689861147227
2002-06,99.69579921068662
2002-07,89.11926238823324
2002-08,84.88809455156927
2002-09,75.49554558324968
2002-10,80.09274650682006
2002-11,86.2055269042529
2002-12,79.83149759764173
2003-01,75.74507021717804
2003-02,71.80222967969377
2003-03,70.63566856011192
2003-04,77.89012285534723
2003-05,79.90024306061741
2003-06,83.02140955582794
2003-07,87.9023897770108
2003-08,95.2458818025892
2003-09,94.66892521574029
2003-10,104.3058320145915
2003-11,107.38010328043102
2003-12,107.96191552144076
2004-01,114.44671187865761
2004-02,120.3042367975809
2004-03,118.84382709297928
2004-04,119.60679124184772
2004-05,120.06122103900927
2004-06,124.6513611194518
2004-07,122.0427336903238
2004-08,122.88076947770934
2004-09,130.3374119574288
2004-10,131.99917529906833
2004-11,145.67629855894933
2004-12,148.1335532902217
2005-01,152.49091118942957
2005-02,162.44512916108678
2005-03,163.87577343167436
2005-04,161.21590105454843
2005-05,174.93899043014594
2005-06,184.7925544898776
2005-07,197.09999766991066
2005-08,201.4959532579213
2005-09,213.89053992745326
2005-10,197.8882367206347
2005-11,205.00968535041264
2005-12,224.1608997865955
2006-01,238.7006937105978
2006-02,250.72715070248572
2006-03,271.25121285123106
2006-04,285.4444284092889
2006-05,269.26217018445453
2006-06,260.9259253111713
2006-07,257.34575079711414
2006-08,261.72071762520335
2006-09,266.22226522437523
2006-10,278.56084453833
2006-11,291.9196596721317
2006-12,308.3622177446018
2007-01,315.87763915336274
2007-02,308.0073902656116
2007-03,318.88721156736966
2007-04,330.94262982711876
2007-05,340.4611848034471
2007-06,335.2718845944865
2007-07,324.10689698073355
2007-08,309.06203448982626
2007-09,307.6631547390945
2007-10,316.593941608429
2007-11,286.475837702567
2007-12,282.2794839541665
2008-01,240.12702768684463
2008-02,255.46240833803208
2008-03,249.71320982567156
2008-04,255.85182362304832
2008-05,263.06992634155756
2008-06,233.6380122838792
2008-07,222.0388964889679
2008-08,226.03505297701182
2008-09,172.92973427189207
2008-10,133.9404312958849
2008-11,118.75793118662479
2008-12,111.76915514316336
2009-01,118.58799201452148
2009-02,112.12643015638625
2009-03,114.81052427747026
2009-04,144.63698354216208
2009-05,155.73275180516694
2009-06,153.1440408591215
2009-07,171.44700559914818
2009-08,183.48571821543743
2009-09,194.57027363771346
2009-10,198.27412388316347
2009-11,201.7594887373367
2009-12,217.0137087741877
2010-01,225.94579724843848
2010-02,228.49327214867702
2010-03,248.3790127374358
2010-04,254.41420008738348
2010-05,228.26850910863854
2010-06,220.0166340990508
2010-07,236.26984128126406
2010-08,227.800876476321
2010-09,255.28231369202894
2010-10,260.778221936177
2010-11,263.57813563624984
2010-12,297.0401451967094
2011-01,296.5724147339203
2011-02,297.38110458686623
2011-03,297.9149851335115
2011-04,301.2562977618794
2011-05,296.2964204805374
2011-06,278.6552753774794
2011-07,267.2362749759943
2011-08,236.3308324397685
2011-09,212.99677040001595
2011-10,238.3186357404105
2011-11,233.66576723124018
2011-12,237.3569815176641
2012-01,261.67919327432395
2012-02,279.2520621751213
2012-03,273.67844601522484
2012-04,274.5419328517618
2012-05,251.59579431022541
2012-06,257.1845854072272
2012-07,272.24488815296263
2012-08,275.1616689416748
2012-09,284.6853765534916
2012-10,280.54881528764344
2012-11,281.29326672714666
2012-12,289.6322939299851
2013-01,301.6614361395379
2013-02,325.065324626516
2013-03,324.9397792225289
2013-04,322.1366970560164
2013-05,333.93309930778304
2013-06,313.74779871848676
2013-07,338.2440067531866
2013-08,336.05271630004916
2013-09,353.0271292347227
2013-10,363.14635968397334
2013-11,370.6264248159703
2013-12,375.9476176938772
2014-01,373.63980149697437
2014-02,401.0366560347171
2014-03,398.6812417094765
2014-04,404.8320876430248
2014-05,425.97289498428165
2014-06,422.6657372729857
2014-07,406.5555505597285
2014-08,408.90015526276625
2014-09,401.12043531622203
2014-10,397.5680685774188
2014-11,401.7407112601749
2014-12,406.47427768190425
2015-01,433.1164141881948
2015-02,465.35687708459596
2015-03,471.26655225567436
2015-04,481.48328592769633
2015-05,484.446382794714
2015-06,464.09860785230416
2015-07,482.1665791448927
2015-08,458.08436135972534
2015-09,454.2983695979756
2015-10,481.94937358808477
2015-11,523.252091356398
2015-12,511.162736465606
2016-01,471.98883353282866
2016-02,481.5354172691637
2016-03,498.56465356808434
2016-04,501.8433025116564
2016-05,522.0885614979818
2016-06,496.2181175362572
2016-07,524.1219821897973
2016-08,536.1208237412844
2016-09,550.7396714885405
2016-10,534.7123168625616
2016-11,536.3142907466184
2016-12,565.932717712859
2017-01,570.6470905453849
2017-02,579.7158932167025
2017-03,577.9194244983693
2017-04,605.0549437719441
2017-05,603.3066122662052
2017-06,596.6705348971601
2017-07,599.904382782377
2017-08,602.8541237006945
2017-09,615.7682060799045
2017-10,618.6369631002216
2017-11,590.8800376809457
2017-12,604.7436158082932
2018-01,613.1968781119593
2018-02,605.5773507045492
2018-03,590.262667689691
2018-04,620.0080543392925
2018-05,644.7110071795572
2018-06,643.170062296232
2018-07,667.1491502321242
2018-08,662.5376191808657
2018-09,661.4280543742893
2018-10,611.2453370965981
2018-11,585.1937757410564
2018-12,554.4702226839153
2019-01,596.8172581518506
2019-02,611.1319289410528
2019-03,622.7322999841255
2019-04,639.7683390221805
2019-05,606.806482020141
2019-06,631.1112872763465
2019-07,624.6130309664088
2019-08,609.0211816089998
2019-09,624.3535792482262
2019-10,635.6574449569417
2019-11,668.3954173938411
2019-12,702.9104374042925
2020-01,694.6510451655427
2020-02,648.9878256659872
2020-03,516.3008925790114
2020-04,588.6419324071843
2020-05,649.4434095124382
2020-06,660.309413659363
2020-07,704.2160190187477
2020-08,745.1633504519564
2020-09,763.0449804715769
2020-10,720.9300139657138
2020-11,816.4750822168098
2020-12,874.8491688464298
2021-01,861.8434654741303
2021-02,884.9839100245309
2021-03,932.8216017627366
2021-04,990.5127018943342
2021-05,1002.0718529360745
2021-06,1004.8860607381102
2021-07,1064.0693677649188
2021-08,1080.996498553129
2021-09,1010.1253045061949
2021-10,1078.868716695114
2021-11,1057.9083434641486
2021-12,1088.2288884436846
2022-01,969.7688078162159
2022-02,909.5168633191612
2022-03,951.3119140906034
2022-04,914.4400479268934
2022-05,896.1820803010401
2022-06,764.0579930357255
2022-07,881.0801525463401
2022-08,807.4579625738525
2022-09,698.9097875186245
2022-10,753.0440992331382
2022-11,801.8794448199028
2022-12,784.4091580683266
2023-01,823.4333864264797
2023-02,860.008132965041
2023-03,825.8879089660785
2023-04,833.1665388291494
2023-05,801.7593018817462
2023-06,796.9113584359685
2023-07,810.3403702896907
