Date,EFM CEEC ex RU SMALL CAP
2010-11,1000.0
2010-12,1041.8717722202423
2011-01,1075.9576593844329
2011-02,1084.9868380433102
2011-03,1076.9413232236175
2011-04,1116.2464605334733
2011-05,1081.85874978985
2011-06,1034.601949635033
2011-07,973.2132145437628
2011-08,831.5093486524457
2011-09,698.2665238665082
2011-10,756.3269132674654
2011-11,702.6534277793749
2011-12,687.3666119511672
2012-01,778.0344447265834
2012-02,808.9578059089106
2012-03,797.7951462824868
2012-04,784.7730881698598
2012-05,702.124608121757
2012-06,727.8316285892286
2012-07,740.223102395909
2012-08,722.6716186716261
2012-09,787.655618235776
2012-10,782.8216959845201
2012-11,793.208191244049
2012-12,847.2932944182619
2013-01,827.2711420653835
2013-02,818.583562436279
2013-03,786.7548711269261
2013-04,764.5069682539475
2013-05,812.9882543666697
2013-06,773.3870935152521
2013-07,820.2385924561034
2013-08,836.3944291218442
2013-09,878.0220524910108
2013-10,932.8242890214447
2013-11,954.0811383012423
2013-12,926.96856422007
2014-01,932.8495177197276
2014-02,979.4572092519247
2014-03,947.215449627391
2014-04,955.5219739262324
2014-05,952.5330164884521
2014-06,967.0511688886648
2014-07,941.440773759701
2014-08,943.0677428363352
2014-09,983.638368021504
2014-10,978.4364802340236
2014-11,998.7802444482481
2014-12,944.5020777701167
2015-01,1004.3467885752095
2015-02,1026.9742537503637
2015-03,1047.7362785959263
2015-04,1067.302754246379
2015-05,1062.1615731906413
2015-06,996.5873912296191
2015-07,1047.250014999242
2015-08,992.7825685309248
2015-09,999.9567343621811
2015-10,1016.7676107641291
2015-11,996.5047186404239
2015-12,978.5720118860263
2016-01,913.0927784832012
2016-02,950.540208117026
2016-03,986.3988997065557
2016-04,976.8588852104809
2016-05,954.1221811994327
2016-06,931.3153281202173
2016-07,1007.6457562046577
2016-08,1086.2559847662337
2016-09,1128.951885428762
2016-10,1161.495760057278
2016-11,1152.2468979785192
2016-12,1197.4945414856077
2017-01,1302.900381676453
2017-02,1373.741870436409
2017-03,1375.4717869375793
2017-04,1402.1700208266093
2017-05,1406.121654505134
2017-06,1443.9238006565267
2017-07,1468.7626218592438
2017-08,1478.1705866856987
2017-09,1487.43828938609
2017-10,1480.184535153156
2017-11,1426.863219606919
2017-12,1434.9182978999506
2018-01,1448.6820381623659
2018-02,1360.1060681391502
2018-03,1320.9869304927772
2018-04,1329.8669759182321
2018-05,1304.159884185594
2018-06,1227.546929685638
2018-07,1274.9411127139113
2018-08,1249.6895584029282
2018-09,1199.4966801998846
2018-10,1154.7442254059154
2018-11,1198.9065126388468
2018-12,1165.4592503961683
2019-01,1242.6014181078403
2019-02,1259.2856570796541
2019-03,1242.3641974570287
2019-04,1240.470144585297
2019-05,1214.5931146305907
2019-06,1295.6824781064774
2019-07,1269.3151095504188
2019-08,1225.6080632829683
2019-09,1195.255333288885
2019-10,1221.658796006245
2019-11,1251.1654178771728
2019-12,1290.7142738293146
2020-01,1261.319773769451
2020-02,1119.4064667636856
2020-03,918.4934531521525
2020-04,1057.5181972798098
2020-05,1104.9198445926068
2020-06,1146.8514736014743
2020-07,1149.0630644984094
2020-08,1173.53783435082
2020-09,1139.0609066633158
2020-10,1032.6104652668096
2020-11,1209.2811376089344
2020-12,1289.909409914038
2021-01,1340.1848970548044
2021-02,1385.1783573229122
2021-03,1359.362241415348
2021-04,1445.1911679332518
2021-05,1602.3049142432117
2021-06,1600.3025030432511
2021-07,1613.9380478499963
2021-08,1720.8096845406685
2021-09,1708.9385108717752
2021-10,1826.9499281931492
2021-11,1680.7435698388908
2021-12,1705.8848249203447
2022-01,1662.0097636638375
2022-02,1497.459861184082
2022-03,1633.7853735346525
2022-04,1544.620173695643
2022-05,1569.7706725885653
2022-06,1483.3996977585216
2022-07,1485.7878243246473
2022-08,1448.2632153608376
2022-09,1273.4402687513225
2022-10,1374.6053482548239
2022-11,1494.0186419444556
2022-12,1517.0201193924931
2023-01,1633.5987069459673
2023-02,1618.5605943705507
2023-03,1605.7403715538449
2023-04,1721.4556499633359
2023-05,1695.2184452349195
2023-06,1804.3792416796662
2023-07,1971.4237126559499
