Date,FM ASIA INDEX SMALL CAP
2010-11,1000.0
2010-12,964.2640040281732
2011-01,860.9891412084041
2011-02,659.1404643349389
2011-03,688.0906995097887
2011-04,624.8633893683048
2011-05,604.4689560205085
2011-06,628.3645357314672
2011-07,651.892095565125
2011-08,641.2088930770518
2011-09,650.7463484893848
2011-10,563.6670805836367
2011-11,580.7782210928907
2011-12,568.9223554605711
2012-01,474.1381606385308
2012-02,528.676381927789
2012-03,552.049025551661
2012-04,582.2548685168583
2012-05,578.2871082833242
2012-06,540.8624821064633
2012-07,519.9351367674201
2012-08,522.9982504901944
2012-09,541.9953995126184
2012-10,517.4286792600715
2012-11,493.88932285549555
2012-12,510.1493259992478
2013-01,522.9941591145317
2013-02,532.7693779505203
2013-03,520.7539903531607
2013-04,485.21198701417194
2013-05,565.589315939665
2013-06,567.009845624462
2013-07,535.698215262303
2013-08,527.2462291812913
2013-09,499.44220179658964
2013-10,511.02894072420855
2013-11,546.3263616517954
2013-12,554.2295642594295
2014-01,626.3859252118741
2014-02,608.6441857024982
2014-03,608.1466609059747
2014-04,619.1431131571394
2014-05,622.5558414690433
2014-06,624.718845069965
2014-07,652.6114860052064
2014-08,665.1266322192532
2014-09,748.6970625314941
2014-10,770.8673399596644
2014-11,752.6866996801792
2014-12,786.2446036489167
2015-01,849.6288915873396
2015-02,857.2739569051728
2015-03,829.7940706197842
2015-04,788.4052222731173
2015-05,860.2888485820256
2015-06,858.0724815908317
2015-07,909.5553264305258
2015-08,863.5979788847246
2015-09,855.164820654747
2015-10,858.1446776082377
2015-11,878.2538993630286
2015-12,864.334188407605
2016-01,843.0066453055975
2016-02,831.4732321501591
2016-03,794.2368107479721
2016-04,804.5357959456651
2016-05,855.8617502627036
2016-06,878.0338298098017
2016-07,897.2408944735881
2016-08,908.5338690098154
2016-09,916.1194693713189
2016-10,915.4055883173683
2016-11,975.333273341444
2016-12,1019.6468779709606
2017-01,1072.563732205381
2017-02,1101.5711877490353
2017-03,1124.8856702254523
2017-04,1076.7629531507944
2017-05,1054.6153964710763
2017-06,1089.9130806076162
2017-07,1065.428988161206
2017-08,1059.0865330994739
2017-09,1057.5721406381506
2017-10,1050.1412228910083
2017-11,1074.317272911423
2017-12,1065.2935180589086
2018-01,1016.8832068888267
2018-02,990.5090585862159
2018-03,969.9445073982824
2018-04,972.3962118781935
2018-05,936.1126404105188
2018-06,918.7131228596514
2018-07,898.4044905172473
2018-08,949.9130132880848
2018-09,927.569280435177
2018-10,902.0277748203124
2018-11,900.0872005692564
2018-12,891.5842330232184
2019-01,923.4402185066406
2019-02,931.4803177848237
2019-03,902.7014776228935
2019-04,872.6092129713469
2019-05,883.8971588264734
2019-06,868.4285209010568
2019-07,882.4046287488374
2019-08,876.7542473322081
2019-09,864.845948224399
2019-10,821.4887032931113
2019-11,836.2498327019296
2019-12,782.9032022572769
2020-01,796.3984316065062
2020-02,785.8327062090202
2020-03,648.6871781406963
2020-04,706.4095503189287
2020-05,722.7656299187606
2020-06,712.9218294879929
2020-07,696.2018358670888
2020-08,801.2819011836141
2020-09,840.0918431167054
2020-10,819.7086733713743
2020-11,848.8255260415573
2020-12,959.9768113354015
2021-01,1006.6257403882205
2021-02,1036.5469584959724
2021-03,1099.5508414683763
2021-04,1098.5713562683623
2021-05,1185.8934626290688
2021-06,1292.8272415575727
2021-07,1273.4850048960095
2021-08,1437.3636800036297
2021-09,1532.7963163316917
2021-10,1626.3043709260305
2021-11,1788.0873676049955
2021-12,1790.9507317695595
2022-01,1709.4651452730386
2022-02,1783.8046531224538
2022-03,1787.6314831768082
2022-04,1720.6276101193307
2022-05,1562.5865314832763
2022-06,1445.9525811706178
2022-07,1433.7276466137475
2022-08,1574.2505817821605
2022-09,1437.1236594145798
2022-10,1281.5854254250821
2022-11,1236.4629925028487
2022-12,1183.2135605539038
2023-01,1192.8081409878243
2023-02,1151.7105934982367
2023-03,1151.9628193491692
2023-04,1167.383648113002
2023-05,1251.305402786144
2023-06,1257.5078713520504
2023-07,1369.1037935256516
