Date,ACWI ex USA SMALL CAP
2018-02,1692.2486836570342
2018-03,1659.1960151754474
2018-04,1708.459656541374
2018-05,1750.4196171573642
2018-06,1702.3501382345091
2018-07,1710.5520593247165
2018-08,1703.4441813244605
2018-09,1685.319333207077
2018-10,1559.5965561520866
2018-11,1564.5834500158855
2018-12,1465.3506350575924
2019-01,1574.1919615603779
2019-02,1619.5628178660313
2019-03,1644.925108093156
2019-04,1684.5262600356696
2019-05,1606.7025538087146
2019-06,1641.5757883278136
2019-07,1667.8160538202565
2019-08,1637.6177204091825
2019-09,1694.406897350482
2019-10,1722.8402134137132
2019-11,1772.4165783719614
2019-12,1826.8628838559537
2020-01,1792.6686073373264
2020-02,1642.246526807979
2020-03,1326.8215057860205
2020-04,1490.7323514070774
2020-05,1556.8813679322004
2020-06,1592.1550241472473
2020-07,1587.877873730356
2020-08,1673.2896666056
2020-09,1684.9236946921137
2020-10,1651.2279227232464
2020-11,1830.4547259582325
2020-12,1914.6836766581334
2021-01,1924.9244687244573
2021-02,1996.3771498402818
2021-03,2103.559645667297
2021-04,2148.0781332307674
2021-05,2163.9698855844645
2021-06,2217.18984338024
2021-07,2235.1712843764335
2021-08,2297.1712970118756
2021-09,2268.6503636320986
2021-10,2307.5055274993056
2021-11,2254.9348304160667
2021-12,2326.355102189425
2022-01,2212.6030009186325
2022-02,2179.6749446056488
2022-03,2222.738605550202
2022-04,2192.9796877976796
2022-05,2139.7117745166806
2022-06,1950.49110181273
2022-07,2115.3976816957097
2022-08,2088.798334192554
2022-09,1907.3315782107074
2022-10,1951.9755873237186
2022-11,2052.744709096858
2022-12,1983.7359735085408
2023-01,2089.7311076674387
2023-02,2085.402043235232
2023-03,2040.1950286783447
2023-04,2037.337296425628
2023-05,2051.266207802995
2023-06,2073.309724205086
2023-07,2155.781943150075
