Date,ACWI ex USA SMALL CAP
1998-12,358.9641225071378
1999-01,368.74503787888636
1999-02,378.9028767100886
1999-03,406.74634365902955
1999-04,445.5192058182893
1999-05,443.7119827072777
1999-06,477.95978839920866
1999-07,477.6620360735992
1999-08,498.5776800445635
1999-09,499.072812761473
1999-10,503.4817548004057
1999-11,536.9028912511834
1999-12,557.8477568799128
2000-01,578.4014129853867
2000-02,604.7334638243065
2000-03,606.960945469186
2000-04,582.0288748955737
2000-05,563.2885462059675
2000-06,570.17673761951
2000-07,562.3239343234006
2000-08,600.2906637584123
2000-09,575.9532197846908
2000-10,550.9883180762888
2000-11,516.898186848291
2000-12,488.0165874252999
2001-01,504.50645723994245
2001-02,493.8841780377185
2001-03,475.2877188046409
2001-04,500.66755421324075
2001-05,525.236726120312
2001-06,506.03718192037815
2001-07,470.8921180570718
2001-08,455.800850912406
2001-09,398.18219034529824
2001-10,419.3867332351316
2001-11,437.8574526379942
2001-12,439.3448598585425
2002-01,451.70565850957894
2002-02,455.7402815896507
2002-03,477.09033321660417
2002-04,475.7774454139707
2002-05,475.54262372516945
2002-06,430.1917401312343
2002-07,398.1680449397579
2002-08,394.93608787578864
2002-09,356.2341668551065
2002-10,361.0261030398657
2002-11,374.66035448295486
2002-12,351.5196225144547
2003-01,339.80349416894444
2003-02,333.99332902036934
2003-03,326.4868350409244
2003-04,349.2311598012364
2003-05,361.64918921803223
2003-06,385.8895105054346
2003-07,407.3785823909844
2003-08,439.1144269863792
2003-09,434.6427100442284
2003-10,467.7997186244826
2003-11,457.2211518072951
2003-12,460.81390233709845
2004-01,485.7209715613043
2004-02,501.97927933956834
2004-03,525.6618998031099
2004-04,520.7575676693933
2004-05,504.9194959023255
2004-06,526.8397467032969
2004-07,511.5484257347656
2004-08,511.1511436872047
2004-09,517.5937500246258
2004-10,520.2436842910162
2004-11,537.4519272519007
2004-12,552.9139019389394
2005-01,583.9144801507099
2005-02,600.5182946065406
2005-03,597.5250288196104
2005-04,583.1819934442557
2005-05,612.1348315714176
2005-06,640.1625420404212
2005-07,663.3451421666507
2005-08,672.6431020748377
2005-09,715.3121157524406
2005-10,694.0709042447614
2005-11,732.9695145452588
2005-12,781.4236595423315
2006-01,815.9285644657967
2006-02,829.5399152254058
2006-03,850.7885226135185
2006-04,860.2747374939246
2006-05,798.7621981848273
2006-06,782.8033881055237
2006-07,776.6356209358668
2006-08,798.3384319338691
2006-09,812.2815110155412
2006-10,841.5299653018103
2006-11,852.2441907253703
2006-12,886.7235255834591
2007-01,912.7769576727176
2007-02,914.1316210315956
2007-03,941.7327842350028
2007-04,960.4064359775875
2007-05,1000.0
2007-06,999.0738759989716
2007-07,995.2337712659211
2007-08,954.2796178929465
2007-09,950.7207749954417
2007-10,989.3655499330713
2007-11,900.127984304839
2007-12,885.8080984766129
2008-01,783.7408066078492
2008-02,803.2502806533469
2008-03,753.1458880756732
2008-04,788.5390218057014
2008-05,798.8814766756268
2008-06,720.1197337612366
2008-07,694.8411012704612
2008-08,703.7145750627765
2008-09,603.5955724710086
2008-10,496.2951658429909
2008-11,471.07645314820564
2008-12,463.66031084099967
2009-01,473.3182870158656
2009-02,438.94149333831876
2009-03,453.51713428922227
2009-04,531.310655676437
2009-05,580.347235129549
2009-06,590.6916853285267
2009-07,637.4436781619078
2009-08,668.487477418476
2009-09,696.770901204575
2009-10,682.9869564379105
2009-11,682.4175537370397
2009-12,731.8218129326353
2010-01,741.1585081586594
2010-02,751.9751610972364
2010-03,817.2991754164574
2010-04,849.1508404040654
2010-05,813.0654099498645
2010-06,811.5752623954336
2010-07,825.8574614035979
2010-08,830.477159714614
2010-09,862.3592251405794
2010-10,882.1578476762311
2010-11,918.2280972169834
2010-12,979.9357414026557
2011-01,955.4767535422149
2011-02,960.8246426471786
2011-03,943.6314708666544
2011-04,946.4435349618961
2011-05,948.8449441461086
2011-06,920.4348259404966
2011-07,928.7551891303443
2011-08,846.8158796809852
2011-09,795.345969327549
2011-10,829.856355839427
2011-11,810.5838023294731
2011-12,825.3529683240702
2012-01,890.5849658369093
2012-02,927.0430791721325
2012-03,919.5463433525377
2012-04,917.5438988399218
2012-05,872.832973913119
2012-06,878.8348113278934
2012-07,910.6036517598376
2012-08,914.038644040925
2012-09,940.9322722816541
2012-10,934.5915853619853
2012-11,938.5247150153682
2012-12,963.1771361982758
2013-01,976.00499869176
2013-02,1018.7630616244627
2013-03,1053.566832842356
2013-04,1053.9007036636524
2013-05,1051.150024172247
2013-06,994.7846579182698
2013-07,1022.1521913045423
2013-08,1020.4723944171313
2013-09,1073.5008052356643
2013-10,1101.9493108422917
2013-11,1097.4683139651934
2013-12,1103.3680252945192
2014-01,1105.6992661225615
2014-02,1137.5603298889105
2014-03,1141.4013616370548
2014-04,1132.6561136887437
2014-05,1169.4347656636028
2014-06,1190.82581062969
2014-07,1195.5043048577968
2014-08,1223.0358562172687
2014-09,1202.8274467298213
2014-10,1184.1654169724377
2014-11,1185.1025158390894
2014-12,1205.7836714794862
2015-01,1288.2340410985757
2015-02,1366.7609273686714
2015-03,1411.9412640194364
2015-04,1434.1464995677254
2015-05,1473.99055622548
2015-06,1418.410003310936
2015-07,1403.1512918956778
2015-08,1306.3702939521575
2015-09,1273.900817763905
2015-10,1363.5825876516153
2015-11,1416.0025309786301
2015-12,1378.103119728419
2016-01,1277.4282028578393
2016-02,1276.4520464756017
2016-03,1322.6818620163533
2016-04,1352.780414149967
2016-05,1382.6265715707684
2016-06,1344.8622431927206
2016-07,1410.4312625809555
2016-08,1412.738011249113
2016-09,1434.663461789218
2016-10,1432.0603860008475
2016-11,1435.9096133363473
2016-12,1474.7997158178207
2017-01,1494.5478204192723
2017-02,1560.0429257855037
2017-03,1582.0352933454717
2017-04,1600.4639117432096
2017-05,1591.906305274699
2017-06,1576.0929351954758
2017-07,1578.5572642313782
2017-08,1582.3767540288234
2017-09,1625.5241391479233
2017-10,1680.3958925693964
2017-11,1666.2333237485911
2017-12,1705.3677813897339
2018-01,1724.6399436475524
