Date,WORLD ex EMU SMALL CAP
2013-11,2271.804409263171
2013-12,2298.080903715722
2014-01,2301.213738101205
2014-02,2357.981242726466
2014-03,2350.0342127132903
2014-04,2293.6308738724733
2014-05,2358.434468891869
2014-06,2455.1738862522366
2014-07,2416.3730764180887
2014-08,2539.6451184555203
2014-09,2498.7198331604195
2014-10,2575.9933439724314
2014-11,2592.9567793546025
2014-12,2693.963390558987
2015-01,2829.9591806364324
2015-02,3018.9544814085043
2015-03,3161.5522452855303
2015-04,3048.706769772198
2015-05,3166.5287321717333
2015-06,3090.6912988655886
2015-07,3089.17538648854
2015-08,2880.55343739673
2015-09,2768.4355706608358
2015-10,2956.723003083352
2015-11,3135.846304381422
2015-12,2959.68130400146
2016-01,2740.5052611618794
2016-02,2752.9025436364386
2016-03,2843.6279801194687
2016-04,2897.929174506072
2016-05,3020.034982640039
2016-06,2987.33574810183
2016-07,3127.753710239279
2016-08,3143.143767992283
2016-09,3159.6330145008087
2016-10,3118.204441277145
2016-11,3387.3422826287915
2016-12,3476.9466931434604
2017-01,3467.0408005582617
2017-02,3605.0315348804334
2017-03,3590.5275185536816
2017-04,3583.065988059146
2017-05,3470.552878854395
2017-06,3484.387495403076
2017-07,3436.842964984735
2017-08,3401.1944447432957
2017-09,3554.0154248453905
2017-10,3664.9077528223215
2017-11,3663.4485338199806
2017-12,3689.0531877367894
2018-01,3666.68550924594
2018-02,3599.1166874462656
2018-03,3576.4468536125037
2018-04,3670.879574544914
2018-05,3931.1682103440476
2018-06,3922.3280713272993
2018-07,3958.1759200588235
2018-08,4082.6230057724397
2018-09,4033.796155350978
2018-10,3726.4555301733963
2018-11,3764.181618671028
2018-12,3370.9756018562657
2019-01,3709.309268277033
2019-02,3883.1753006907807
2019-03,3910.02819111934
2019-04,4033.49518246736
2019-05,3792.574086589925
2019-06,3922.885724192633
2019-07,4044.667552989962
2019-08,3947.1913959835747
2019-09,4071.874124471202
2019-10,4081.0794759005885
2019-11,4266.147270862932
2019-12,4333.114868918079
2020-01,4267.88098664257
2020-02,3903.6774905785883
2020-03,3096.4015155716897
2020-04,3529.527559699762
2020-05,3720.5806651149123
2020-06,3775.2279828187293
2020-07,3720.3685987920235
2020-08,3888.182663448978
2020-09,3879.109528806761
2020-10,3928.6848197059576
2020-11,4395.058354638327
2020-12,4613.644834659589
2021-01,4747.681399990373
2021-02,4994.335105920372
2021-03,5267.503038199884
2021-04,5334.53016871302
2021-05,5281.343662248828
2021-06,5474.604587635077
2021-07,5424.092400714156
2021-08,5578.24404927966
2021-09,5514.358824645199
2021-10,5725.791690767638
2021-11,5608.377584069238
2021-12,5750.341366593057
2022-01,5381.287608695568
2022-02,5396.853216416233
2022-03,5504.832361616462
2022-04,5343.765360868026
2022-05,5242.891740787708
2022-06,4857.027828585136
2022-07,5458.89248298696
2022-08,5367.392966379042
2022-09,4950.098770115414
2022-10,5297.766491580246
2022-11,5383.1821558613
2022-12,4994.355225881672
2023-01,5354.355896279621
2023-02,5360.37607318528
2023-03,5093.707641404776
2023-04,4997.329883194731
2023-05,5046.121010603495
2023-06,5245.54189318071
2023-07,5448.908599733166
