Date,WORLD ex EMU SMALL CAP
2000-12,1000.0
2001-01,1044.8166890661826
2001-02,1026.9378825081917
2001-03,1016.7022490891723
2001-04,1099.9931191733983
2001-05,1169.1276526165393
2001-06,1177.8990383681157
2001-07,1096.4473022333311
2001-08,1054.1556449867007
2001-09,917.4783528802358
2001-10,988.433610605187
2001-11,1055.1759256532807
2001-12,1091.4910213511534
2002-01,1102.1167117326586
2002-02,1085.398412123439
2002-03,1162.7444197510167
2002-04,1140.882226522417
2002-05,1094.8033327497042
2002-06,977.2165215477617
2002-07,876.1436561879977
2002-08,872.6931471152569
2002-09,807.3054828044056
2002-10,810.1403030674602
2002-11,852.3683956060602
2002-12,767.6712286961031
2003-01,734.4253454116233
2003-02,722.1442070473995
2003-03,715.597940910158
2003-04,766.7653994114314
2003-05,803.821629119068
2003-06,851.4775321692515
2003-07,904.3632975274204
2003-08,990.9939568414408
2003-09,947.1789175214094
2003-10,1033.5187903038604
2003-11,1015.5359215535202
2003-12,1004.754793787221
2004-01,1063.1668776837835
2004-02,1082.842372561927
2004-03,1135.1965519740752
2004-04,1106.2126305179381
2004-05,1092.30694248888
2004-06,1145.5846211275918
2004-07,1095.9343565785089
2004-08,1083.9446182885285
2004-09,1097.766772234989
2004-10,1100.2841942226346
2004-11,1134.0504117372916
2004-12,1152.181100502444
2005-01,1181.3875877307048
2005-02,1192.0209273473279
2005-03,1190.3653304334737
2005-04,1149.6210136500351
2005-05,1242.3146915841235
2005-06,1303.6452104204411
2005-07,1364.0693877903898
2005-08,1358.6234697491411
2005-09,1418.8132946316894
2005-10,1388.1972591122096
2005-11,1474.1883964093981
2005-12,1533.4609927509518
2006-01,1585.0610012315713
2006-02,1594.484044208467
2006-03,1643.2928676499414
2006-04,1613.5021363026037
2006-05,1493.6439335474106
2006-06,1477.637427902878
2006-07,1435.9949122887347
2006-08,1472.7228065324719
2006-09,1491.8780601487724
2006-10,1543.3579986409864
2006-11,1531.201258109286
2006-12,1558.9830898051941
2007-01,1606.7012104429846
2007-02,1591.7949474141956
2007-03,1610.9779029639346
2007-04,1616.0457511250265
2007-05,1681.6003322853962
2007-06,1663.2166407317582
2007-07,1578.1556947248698
2007-08,1543.6474357935501
2007-09,1511.541403425099
2007-10,1554.6495597056555
2007-11,1415.4387583055222
2007-12,1396.4063501410276
2008-01,1277.8058337995528
2008-02,1248.6394450568018
2008-03,1178.2760305046124
2008-04,1251.2070403284233
2008-05,1303.4012562648784
2008-06,1184.3728488128786
2008-07,1180.478427715382
2008-08,1254.1840697827508
2008-09,1151.1890112408387
2008-10,994.3497549141468
2008-11,908.1716347480165
2008-12,875.1260646350842
2009-01,879.2497824622634
2009-02,792.667075986891
2009-03,820.955469480752
2009-04,955.1713151420421
2009-05,965.6812316048926
2009-06,987.5220226366305
2009-07,1064.0448696628162
2009-08,1108.9485019069086
2009-09,1146.7344501857988
2009-10,1092.1863607164553
2009-11,1099.4249474344624
2009-12,1210.4128827676866
2010-01,1219.415257613325
2010-02,1280.4133551693387
2010-03,1391.340264815559
2010-04,1478.0430436888623
2010-05,1457.1848148487263
2010-06,1387.62244337821
2010-07,1399.8566009163806
2010-08,1370.0614872083252
2010-09,1417.9874236286723
2010-10,1442.506176759155
2010-11,1565.6240360393379
2010-12,1656.35735096585
2011-01,1631.972148141222
2011-02,1688.977599269263
2011-03,1658.8750992309976
2011-04,1640.8234155165303
2011-05,1663.071672738046
2011-06,1612.9463401582311
2011-07,1598.6063179296743
2011-08,1466.9156202990666
2011-09,1402.5164607810893
2011-10,1511.7611511203356
2011-11,1537.116207297144
2011-12,1585.563545972863
2012-01,1687.6038022971218
2012-02,1722.109043146367
2012-03,1748.7952444346522
2012-04,1750.2997756581965
2012-05,1715.5565605182098
2012-06,1729.294611038885
2012-07,1780.9442795171292
2012-08,1794.8505535152792
2012-09,1816.871988726713
2012-10,1787.8822124190058
2012-11,1796.9224725927634
2012-12,1823.8566738305872
2013-01,1869.4531533633067
2013-02,1962.2778296435358
2013-03,2079.3375893485772
2013-04,2043.7777882173943
2013-05,2097.1631402061666
2013-06,2050.088466031315
2013-07,2131.960599568547
2013-08,2101.680497613025
2013-09,2184.402026752277
2013-10,2234.1887819790254
