Date,AC PACIFIC SMALL CAP
2011-05,978.4880229205404
2011-06,966.3088743170414
2011-07,1006.5233017451334
2011-08,930.1420815478799
2011-09,898.1652106819963
2011-10,908.5742537020208
2011-11,890.7597867134525
2011-12,923.9486013781988
2012-01,980.6677878800278
2012-02,1010.0448905817054
2012-03,1003.9806285348582
2012-04,998.0048515457612
2012-05,972.4756466325231
2012-06,972.9148343751535
2012-07,1000.7885517774259
2012-08,987.20888366131
2012-09,1009.3149513174237
2012-10,992.5707784991116
2012-11,1002.7085034722198
2012-12,1021.8527952883162
2013-01,1031.7748855035325
2013-02,1101.5347803130926
2013-03,1162.5054878440164
2013-04,1171.7804550272056
2013-05,1140.3618047423683
2013-06,1076.8134360289798
2013-07,1076.2276781624778
2013-08,1070.4138841853442
2013-09,1132.0588624466961
2013-10,1141.0755112227293
2013-11,1120.5648822272642
2013-12,1110.4277931617498
2014-01,1119.012484051071
2014-02,1109.344818994331
2014-03,1120.5719465420214
2014-04,1105.3771923696174
2014-05,1149.1313355606655
2014-06,1187.5691298007107
2014-07,1230.5732838399313
2014-08,1257.4288672637988
2014-09,1250.4930857388406
2014-10,1235.6978742585313
2014-11,1217.8180662572563
2014-12,1247.6168148883285
2015-01,1361.4299355865721
2015-02,1416.014179754089
2015-03,1498.7527558522786
2015-04,1523.4656055354708
2015-05,1571.6130506823604
2015-06,1504.769426076016
2015-07,1444.5904948284394
2015-08,1329.1009368227944
2015-09,1308.9983323068386
2015-10,1414.5459736020266
2015-11,1477.156126090534
2015-12,1449.202668402114
2016-01,1349.464274459787
2016-02,1342.6530714828743
2016-03,1379.4751312656117
2016-04,1406.4718730859606
2016-05,1429.5617535475806
2016-06,1436.3188795835106
2016-07,1498.2321911613765
2016-08,1487.9331649745156
2016-09,1523.456220760395
2016-10,1538.770699583708
2016-11,1535.695974860834
2016-12,1552.0029751310994
2017-01,1570.5474981751559
2017-02,1654.7987159502693
2017-03,1659.8327172539628
2017-04,1642.6539395564535
2017-05,1630.560094864342
2017-06,1626.94568524878
2017-07,1615.2485863328566
2017-08,1629.1374455570276
2017-09,1656.8120783400595
2017-10,1742.1945398326304
2017-11,1751.7264920499713
2017-12,1775.5007829505419
2018-01,1800.5303101027878
2018-02,1789.6887667324943
2018-03,1757.6965154305694
2018-04,1788.2432287920128
2018-05,1860.6619467422527
2018-06,1783.2108594627161
2018-07,1768.6488756406206
2018-08,1763.5734894529146
2018-09,1772.4272954375067
2018-10,1618.6663898854488
2018-11,1679.7308157020877
2018-12,1559.998383178479
2019-01,1651.2173234502852
2019-02,1698.1829127930346
2019-03,1727.749459848245
2019-04,1745.7958341318142
2019-05,1667.3357043281965
2019-06,1688.2165587947331
2019-07,1735.1562442951033
2019-08,1706.8178859811678
2019-09,1769.8862252685485
2019-10,1801.6749747609138
2019-11,1824.0338524164144
2019-12,1848.3015319891385
2020-01,1796.2703021320096
2020-02,1643.3963211501157
2020-03,1440.136373484752
2020-04,1599.355756342044
2020-05,1677.2064747633335
2020-06,1707.2763639420236
2020-07,1663.9970890358536
2020-08,1760.986909731641
2020-09,1805.0307760701107
2020-10,1796.6953723047477
2020-11,1917.2467279492444
2020-12,1979.363928028471
2021-01,1988.634720242638
2021-02,2048.1033075939094
2021-03,2158.270240327127
2021-04,2172.4825252524993
2021-05,2129.386955028053
2021-06,2225.2112383032345
2021-07,2193.074368694581
2021-08,2247.2302552492893
2021-09,2261.7765034405934
2021-10,2261.7757472763506
2021-11,2219.793781285202
2021-12,2264.9243583092243
2022-01,2130.2400445806634
2022-02,2158.332725978205
2022-03,2179.884440654124
2022-04,2143.7928021890352
2022-05,2103.2293545174825
2022-06,1970.5036725970208
2022-07,2100.8462577270257
2022-08,2122.3842513545605
2022-09,1936.3764802360306
2022-10,1910.9968633763815
2022-11,2048.9435745464075
2022-12,1999.6315112156212
2023-01,2098.686544855319
2023-02,2068.365952987844
2023-03,2053.067175596825
2023-04,2018.4268121401944
2023-05,2054.869215446924
2023-06,2056.8061159588324
2023-07,2136.0732413893256
