Date,AC PACIFIC SMALL CAP
1998-12,413.57744182982134
1999-01,428.8015025631999
1999-02,439.04446404612224
1999-03,498.33895160671983
1999-04,576.6565726207579
1999-05,561.8177600265835
1999-06,646.405010092454
1999-07,646.7967228614409
1999-08,670.584294480833
1999-09,673.8188880055253
1999-10,678.8829934938774
1999-11,713.2083221075651
1999-12,696.7411514116435
2000-01,706.0574132679217
2000-02,701.7034611413936
2000-03,746.9221530948035
2000-04,703.4577415065503
2000-05,678.1588680772763
2000-06,705.6868378227298
2000-07,666.6911096725357
2000-08,728.3690694854897
2000-09,678.0660946874827
2000-10,641.3895639625524
2000-11,619.4927841115352
2000-12,543.7284062882256
2001-01,569.3337854592423
2001-02,578.4847671088629
2001-03,571.7351045958463
2001-04,609.3260309744699
2001-05,653.0259332461854
2001-06,642.6883574585238
2001-07,583.4009838792817
2001-08,569.7170504684029
2001-09,513.4300067886182
2001-10,537.9449599745975
2001-11,544.1124659191524
2001-12,529.0000937203489
2002-01,548.0643609406134
2002-02,561.8941595794952
2002-03,591.848653508347
2002-04,590.0608617705107
2002-05,599.4221713187959
2002-06,542.4063281718968
2002-07,526.7625628998678
2002-08,522.749117365456
2002-09,486.82227641925397
2002-10,468.41855127470626
2002-11,474.0726788574062
2002-12,442.97786214073926
2003-01,437.82498196740335
2003-02,441.8613122015257
2003-03,429.33132976597784
2003-04,435.807859271262
2003-05,440.42999300175535
2003-06,482.7005027958308
2003-07,506.5682805359954
2003-08,558.8605169368489
2003-09,559.6832564396835
2003-10,600.3596453753677
2003-11,558.0855565587132
2003-12,562.6658083525838
2004-01,592.9635556701262
2004-02,603.202220677252
2004-03,676.4651375194602
2004-04,668.2015205694726
2004-05,628.722636249172
2004-06,665.3650490145221
2004-07,637.0217470001056
2004-08,642.2259020846342
2004-09,628.9661840679747
2004-10,629.6178638888481
2004-11,637.6705243574049
2004-12,651.2220063854796
2005-01,694.2930246803393
2005-02,704.6761771074201
2005-03,708.0602722264473
2005-04,700.1692346184736
2005-05,725.1624619739715
2005-06,760.9102568285283
2005-07,778.85083648949
2005-08,781.2590462577176
2005-09,839.5653878335467
2005-10,836.6506383802727
2005-11,888.3082595750036
2005-12,965.594721507789
2006-01,978.9280793216117
2006-02,964.5998177918812
2006-03,984.3211862988267
2006-04,978.9979793444304
2006-05,902.6493043512237
2006-06,878.8169149447107
2006-07,856.3942747449801
2006-08,873.1430031597201
2006-09,884.2430080082003
2006-10,893.2345245228391
2006-11,890.6751535554811
2006-12,913.0749977202446
2007-01,933.5614706970761
2007-02,952.1144809918244
2007-03,961.7377571724879
2007-04,958.0285683628464
2007-05,1000.0
2007-06,1018.5925344639586
2007-07,1040.2246008776604
2007-08,986.7155540726606
2007-09,989.5771870080181
2007-10,1012.9396465709173
2007-11,929.6101316550876
2007-12,902.5291398968964
2008-01,811.6036490965254
2008-02,830.0147006778078
2008-03,772.6272150233253
2008-04,813.0891426054608
2008-05,823.4576690518031
2008-06,739.1380177175307
2008-07,718.4284981043988
2008-08,711.6182738429472
2008-09,634.6788853752619
2008-10,559.5546899826259
2008-11,556.2540551404485
2008-12,560.4250976329865
2009-01,569.9822578375897
2009-02,521.7535405561758
2009-03,544.4778739337572
2009-04,611.7237600507436
2009-05,670.7278045382538
2009-06,695.0193844673362
2009-07,741.7974559748426
2009-08,752.5464808885804
2009-09,768.548657910651
2009-10,754.0956944382106
2009-11,742.8542811808411
2009-12,797.1918583242954
2010-01,801.5696697301844
2010-02,827.3277913965547
2010-03,892.1033251819819
2010-04,929.3169695732374
2010-05,906.0156617102125
2010-06,912.1476436759898
2010-07,900.8281947070278
2010-08,914.3506567105836
2010-09,933.3390475657835
2010-10,935.0312263759183
2010-11,998.2682183036743
2010-12,1050.5411519584432
2011-01,1025.2913741978493
2011-02,1017.0376980349405
2011-03,986.2267986919593
2011-04,966.9752564670611
