Date,EUROPE ex SWITZERLAND SMALL CAP
2000-12,1000.0
2001-01,1066.4878809258794
2001-02,1033.9739138936604
2001-03,977.4330988090209
2001-04,1035.040022312976
2001-05,1081.5621292995027
2001-06,1030.1336907708896
2001-07,982.1134578370733
2001-08,954.3066240862643
2001-09,791.3371112969293
2001-10,855.6813977679886
2001-11,931.3343557375439
2001-12,952.1825503881462
2002-01,969.7168513210343
2002-02,968.6972649985714
2002-03,1023.3468494798553
2002-04,1022.7090196823495
2002-05,992.193914821713
2002-06,904.9127649833937
2002-07,815.6266240025309
2002-08,805.185773018582
2002-09,712.0193275243128
2002-10,740.7829585507436
2002-11,770.0507759232962
2002-12,710.2505056169217
2003-01,675.4674526062922
2003-02,644.4047891798515
2003-03,632.7336072255853
2003-04,708.4446238016353
2003-05,748.0031164902316
2003-06,783.9546606067812
2003-07,834.7906655793704
2003-08,885.0101605049101
2003-09,870.3752895569884
2003-10,942.3060383564205
2003-11,947.4670971355222
2003-12,948.7984523951878
2004-01,1022.5317012544846
2004-02,1070.1056650354685
2004-03,1057.1092716629364
2004-04,1058.2693544957017
2004-05,1039.8139626568493
2004-06,1081.1191080069063
2004-07,1048.6025658047633
2004-08,1036.5553707317404
2004-09,1064.2586241039232
2004-10,1083.2723633121514
2004-11,1142.5945391653795
2004-12,1178.5301172572551
2005-01,1246.7037625733567
2005-02,1290.2742101258116
2005-03,1288.9543394110972
2005-04,1251.7368392578785
2005-05,1320.5166566965886
2005-06,1384.7186550400017
2005-07,1456.7730763073225
2005-08,1486.310025799387
2005-09,1555.148681416698
2005-10,1473.7811148005517
2005-11,1535.5421393938384
2005-12,1618.4404215674328
2006-01,1724.618376453438
2006-02,1798.7262770365276
2006-03,1864.7352204281744
2006-04,1908.5077081827565
2006-05,1791.9920847707795
2006-06,1766.725798389732
2006-07,1750.5485176624145
2006-08,1791.1690728011931
2006-09,1840.0502421717888
2006-10,1927.244851990811
2006-11,1984.9742123292417
2006-12,2089.914598042506
2007-01,2156.3845047214836
2007-02,2131.197159354027
2007-03,2219.313907739003
2007-04,2287.3160614556987
2007-05,2354.6654116988284
2007-06,2306.81171489613
2007-07,2259.7293542743764
2007-08,2172.7798063160235
2007-09,2072.141276806303
2007-10,2190.6581016602304
2007-11,1969.2319490386167
2007-12,1913.5519932752482
2008-01,1684.0103575024846
2008-02,1724.572738216204
2008-03,1667.9936644896811
2008-04,1729.4688752961408
2008-05,1754.4824005715207
2008-06,1580.353517721045
2008-07,1516.066030432924
2008-08,1563.1060883223415
2008-09,1298.4237309903965
2008-10,1030.8297006495418
2008-11,941.76953477267
2008-12,899.6416452853042
2009-01,919.1933092811214
2009-02,867.2837174535196
2009-03,888.6266361759564
2009-04,1085.5797726152982
2009-05,1151.9606622287154
2009-06,1157.168441628765
2009-07,1249.4441918931936
2009-08,1358.1865465529863
2009-09,1426.019478240577
2009-10,1390.0341367401509
2009-11,1379.6714254054198
2009-12,1461.097371177619
2010-01,1489.8257635980744
2010-02,1463.0644297356357
2010-03,1594.0824641802783
2010-04,1641.4606355258948
2010-05,1523.6629074113748
2010-06,1506.6763727101113
2010-07,1592.5667174165064
2010-08,1560.8582471334028
2010-09,1658.6820479702217
2010-10,1722.9864601426136
2010-11,1713.5821656055123
2010-12,1872.0449435791388
2011-01,1870.190971298631
2011-02,1895.1499595359087
2011-03,1871.752608555404
2011-04,1928.374631233258
2011-05,1925.5785002348935
2011-06,1850.8090816814336
2011-07,1789.3811060823955
2011-08,1601.2340903338106
2011-09,1493.757853813863
2011-10,1594.441493543165
2011-11,1551.6408579871484
2011-12,1553.9597289166902
2012-01,1697.6409804063899
2012-02,1801.1985722778172
2012-03,1800.9526790940113
2012-04,1802.3276148832404
2012-05,1672.724175507283
2012-06,1712.2485848402812
2012-07,1777.3137188928065
2012-08,1822.1260626020373
2012-09,1883.140555637062
2012-10,1906.0240761606005
2012-11,1916.8858017704617
2012-12,1988.6831174170718
2013-01,2047.6281696506562
2013-02,2125.335641153053
2013-03,2153.630008829658
2013-04,2167.2786472055013
2013-05,2249.8920498143166
2013-06,2148.519825513661
2013-07,2289.655220810435
2013-08,2312.2511187141963
2013-09,2439.0071455859893
2013-10,2550.9015866014984
2013-11,2597.8677432238246
2013-12,2655.003383699342
2014-01,2673.850565568425
2014-02,2853.937121799423
2014-03,2818.834567418729
2014-04,2780.650700272918
