Date,EUROPE ex SWITZERLAND SMALL CAP
2014-05,2849.3235409399463
2014-06,2817.5094870385105
2014-07,2744.679723855823
2014-08,2783.501866882318
2014-09,2741.1529551507556
2014-10,2697.5218231701874
2014-11,2755.921848341766
2014-12,2818.520435560692
2015-01,2992.4518188718293
2015-02,3262.4059431192477
2015-03,3313.1116461229317
2015-04,3357.6386475875893
2015-05,3482.9101216518493
2015-06,3385.1630351089248
2015-07,3502.1088038589814
2015-08,3320.724015106227
2015-09,3220.0238823975246
2015-10,3424.6842886676955
2015-11,3566.0134410765377
2015-12,3478.9967509687626
2016-01,3189.8735294834155
2016-02,3164.21756516001
2016-03,3265.542644993344
2016-04,3294.7291093626563
2016-05,3435.657431218042
2016-06,3106.9578323112232
2016-07,3279.353606215109
2016-08,3333.61996198332
2016-09,3365.171936482069
2016-10,3275.472416948009
2016-11,3311.867345570435
2016-12,3475.8790348177595
2017-01,3499.2962245955587
2017-02,3608.043761242738
2017-03,3702.9268612092737
2017-04,3880.514945318953
2017-05,3917.511581648266
2017-06,3815.8819712001946
2017-07,3863.808343674661
2017-08,3845.3870503703974
2017-09,4025.7260494664165
2017-10,4106.283968638119
2017-11,4022.625431839993
2017-12,4120.061142149363
2018-01,4195.864454226686
2018-02,4069.5629514101183
2018-03,4016.2681101820262
2018-04,4196.73142603049
2018-05,4255.7296933849775
2018-06,4212.588415559532
2018-07,4273.765303328423
2018-08,4237.250615991373
2018-09,4170.202335997317
2018-10,3854.4398141930033
2018-11,3728.9515378475303
2018-12,3492.7187783617405
2019-01,3809.1752205992148
2019-02,3943.886770116929
2019-03,3996.1192725641176
2019-04,4178.272863638887
2019-05,3924.3614563728415
2019-06,4031.117762929681
2019-07,4024.5201002364543
2019-08,3950.346594414521
2019-09,4091.394141110335
2019-10,4201.762748820975
2019-11,4395.719294837533
2019-12,4583.538505326358
2020-01,4493.876146595653
2020-02,4126.922959561062
2020-03,3206.8974274254715
2020-04,3581.2401519092105
2020-05,3763.252086208486
2020-06,3811.855178758961
2020-07,3862.0016384574456
2020-08,4076.0220457017326
2020-09,4045.162496394355
2020-10,3864.435859219586
2020-11,4473.382373293551
2020-12,4753.4260691621585
2021-01,4760.111511158391
2021-02,4968.104477917141
2021-03,5230.6904326263175
2021-04,5442.500447064015
2021-05,5550.17252639978
2021-06,5501.227338526296
2021-07,5690.393413273577
2021-08,5893.301890547417
2021-09,5627.453192823096
2021-10,5820.184442154735
2021-11,5624.244057794681
2021-12,5869.010805613023
2022-01,5471.540648657753
2022-02,5255.559404333856
2022-03,5295.837879694866
2022-04,5204.31004265104
2022-05,5133.8865950355175
2022-06,4502.84189799906
2022-07,4937.536477035014
2022-08,4580.184058578734
2022-09,4061.878189106633
2022-10,4364.505936474702
2022-11,4640.507998982598
2022-12,4515.975744956096
2023-01,4855.811035161868
2023-02,4997.6606068226265
2023-03,4773.602560022058
2023-04,4852.666726234084
2023-05,4723.476139632713
2023-06,4760.097969557584
2023-07,4922.918229751625
